p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacity,source
统帅（Leader） KFR-35GW/10KAA22ATU1(S)(青蓝)套机1.5P,统帅浙江安泰专卖店,19487386216,3799.00,3799.00,0,100,0,0,0,,统帅（Leader） 统帅（Leader） KFR-35GW/10KAA22ATU1(S)(青蓝)套机1.5P 19487386216 统帅浙江安泰专卖店 56.0kg 变频 变频空调，静音空调，自动清洁 冷暖空调 1.5匹 二级能效 15-20㎡ 壁挂式空调,统帅,变频,统帅（Leader） KFR-35GW/10KAA22ATU1(S)(青蓝)套机1.5P,1.5匹,京东
统帅（Leader）  白色KFR-35GW/10KAA22AT1.5匹 变频,统帅浙江安泰专卖店,19486644905,3299.00,3299.00,0,100,0,0,0,,统帅（Leader） 统帅（Leader）  白色KFR-35GW/10KAA22AT1.5匹 变频 19486644905 统帅浙江安泰专卖店 56.0kg 变频 冷暖空调 1.5匹 二级能效 15-20㎡ 壁挂式空调,统帅,变频,统帅（Leader）  白色KFR-35GW/10KAA22AT1.5匹 变频,1.5匹,京东
统帅（Leader） KFR-35GW/13ACB22ATU1(S)套机 1.5P变频白色,统帅浙江安泰专卖店,19488017375,3399.00,3399.00,0,100,0,0,0,,统帅（Leader） 统帅（Leader） KFR-35GW/13ACB22ATU1(S)套机 1.5P变频白色 19488017375 统帅浙江安泰专卖店 56.0kg 变频 冷暖空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,统帅,变频,统帅（Leader） KFR-35GW/13ACB22ATU1(S)套机 1.5P变频白色,1.5匹,京东
松下 （Panasonic）C10KJ2 大1匹定频单冷 家用壁挂式 空调挂机 二级能效,松下电器专卖店,10280723428,3399.00,2548.00,90,93,90,3,4,外观大气,松下 松下C10KJ2 10280723428 松下电器专卖店 43.0kg 定频 单冷空调 静音空调，合资空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下C10KJ2,1匹,京东
松下 （Panasonic）SE9KJ1S 大1匹 壁挂式 变频冷暖 空调挂机 家用,松下电器专卖店,10113791823,3988.00,3048.00,200,95,200,4,6,特别快,松下 松下 （Panasonic）SE9KJ1S 大1匹 壁挂式 变频冷暖 空调挂机 家用 10113791823 松下电器专卖店 48.0kg 变频 冷暖空调 变频空调，静音空调，合资空调，全直流变频 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下 （Panasonic）SE9KJ1S 大1匹 壁挂式 变频冷暖 空调挂机 家用,1匹,京东
松下（Panasonic） SA10KH2-1大1匹家用定频冷暖壁挂式静音空调挂机 二级,松下三景专卖店,11781164431,3098.00,2648.00,80,95,80,3,2,特别快 安装方便 态度好,松下（Panasonic） 松下（Panasonic） SA10KH2-1大1匹家用定频冷暖壁挂式静音空调挂机 二级 11781164431 松下三景专卖店 10.5kg 定频 冷暖空调 静音空调，合资空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（Panasonic） SA10KH2-1大1匹家用定频冷暖壁挂式静音空调挂机 二级,1匹,京东
松下（panasonic） 怡众 单冷定频家用壁挂式空调挂机 二级能效 白色 空调大1匹    C10KJ2,松下金龙专卖店,11253283957,3500.00,2548.00,100,98,100,0,2,外观大气 特别快,松下（panasonic） 松下（panasonic） 怡众 单冷定频家用壁挂式空调挂机 二级能效 白色 空调大1匹    C10KJ2 11253283957 松下金龙专卖店 8.5kg 中国大陆 C10KJ2 定频 单冷空调 静音空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（panasonic） 怡众 单冷定频家用壁挂式空调挂机 二级能效 白色 空调大1匹    C10KJ2,1匹,京东
Panasonic 松下C13KJ2 大1.5p壁挂式单冷定频空调KF-36GW/J2,诚信达民电器专营店,10573250453,4198.00,2748.00,2,100,2,0,0,,Panasonic Panasonic 松下C13KJ2 大1.5p壁挂式单冷定频空调KF-36GW/J2 10573250453 诚信达民电器专营店 10.5kg 中国大陆 C13KJ2 定频 单冷空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,Panasonic 松下C13KJ2 大1.5p壁挂式单冷定频空调KF-36GW/J2,1.5匹,京东
松下（Panasonic） 大1匹变频冷暖壁挂式空调挂机 KFR-26GW/BpSJ1S,松下空调专卖店,10814067941,4999.00,3048.00,20,96,20,1,0,外观大气 性价比高 特别快 卖家服务态度好,松下（Panasonic） 松下（Panasonic） 大1匹变频冷暖壁挂式空调挂机 KFR-26GW/BpSJ1S 10814067941 松下空调专卖店 10.0kg 变频 冷暖空调 变频空调，静音空调，合资空调 其他 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） 大1匹变频冷暖壁挂式空调挂机 KFR-26GW/BpSJ1S,1匹,京东
松下（panasonic） 松下大1.5匹原装压缩机冷暖空调挂机SA13KH2-1 象牙白,松下涌申专卖店,12973519114,3598.00,2948.00,6,100,6,0,0,态度好,松下（panasonic） 松下（panasonic） 松下大1.5匹原装压缩机冷暖空调挂机SA13KH2-1 象牙白 12973519114 松下涌申专卖店 47.5kg 定频 冷暖空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下（panasonic） 松下大1.5匹原装压缩机冷暖空调挂机SA13KH2-1 象牙白,1.5匹,京东
松下(Panasonic) 怡众定频 二级能效 家用挂壁式 空调挂机 怡众SA13KH2-1（大1.5P冷暖）,深广发电器专营店,11554958652,3598.00,2948.00,10,100,10,0,0,,松下（Panasonic） 松下(Panasonic) 怡众定频 二级能效 家用挂壁式 空调挂机 怡众SA13KH2-1（大1.5P冷暖） 11554958652 深广发电器专营店 45.0kg 中国大陆 定频 冷暖空调 静音空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下(Panasonic) 怡众定频 二级能效 家用挂壁式 空调挂机 怡众SA13KH2-1（大1.5P冷暖）,1.5匹,京东
松下（Panasonic） 大1.5匹家用二级能耗定频单冷静音壁挂式空调挂机 白色面板 KF-36GW/SH2-1,松下三景专卖店,17874461729,3098.00,2598.00,8,100,8,0,0,信得过 品质有保障,松下（Panasonic） 松下（Panasonic） 大1.5匹家用二级能耗定频单冷静音壁挂式空调挂机 白色面板 KF-36GW/SH2-1 17874461729 松下三景专卖店 10.0kg 定频 单冷空调 静音空调，合资空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下（Panasonic） 大1.5匹家用二级能耗定频单冷静音壁挂式空调挂机 白色面板 KF-36GW/SH2-1,1.5匹,京东
松下（Panasonic） 家用定频冷暖壁挂式空调挂机 二级能效 静音节能 大1.5匹 SA13KH2-1,松下三景专卖店,16288514458,3399.00,2948.00,20,96,20,1,0,,松下（Panasonic） 松下（Panasonic） 家用定频冷暖壁挂式空调挂机 二级能效 静音节能 大1.5匹 SA13KH2-1 16288514458 松下三景专卖店 10.5kg 定频 冷暖空调 静音空调，合资空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下（Panasonic） 家用定频冷暖壁挂式空调挂机 二级能效 静音节能 大1.5匹 SA13KH2-1,1.5匹,京东
Panasonic 松下 怡众 定频冷暖壁挂式空调  2级能效 节能省电 大1匹 SA10KH2-1,诚信达民电器专营店,13704146271,3500.00,2648.00,20,96,20,1,0,态度好,Panasonic Panasonic 松下 怡众 定频冷暖壁挂式空调  2级能效 节能省电 大1匹 SA10KH2-1 13704146271 诚信达民电器专营店 12.0kg 中国大陆 定频 冷暖空调 静音空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,Panasonic 松下 怡众 定频冷暖壁挂式空调  2级能效 节能省电 大1匹 SA10KH2-1,1.5匹,京东
松下（Panasonic） 大1匹壁挂式空调挂机单冷/冷暖家用静音 二级能效 冷暖A10KJ2,松下空调专卖店,11717291332,3699.00,2648.00,30,88,30,3,1,款式简洁 外观大气 性价比高,松下（Panasonic） 松下（Panasonic）C10KJ2 11717291332 松下空调专卖店 10.5kg 定频 单冷空调 静音空调，合资空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（Panasonic）C10KJ2,1匹,京东
松下（panasonic） 大1匹2级能效节能原装压缩机冷暖空调挂机SA10KH2-1 象牙白,松下涌申专卖店,12973002377,2998.00,2648.00,10,94,10,0,1,,松下（panasonic） 松下（panasonic） 大1匹2级能效节能原装压缩机冷暖空调挂机SA10KH2-1 象牙白 12973002377 松下涌申专卖店 45.5kg 定频 冷暖空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（panasonic） 大1匹2级能效节能原装压缩机冷暖空调挂机SA10KH2-1 象牙白,1匹,京东
松下(Panasonic)A13KJ2大1.5匹家用挂壁式定频冷暖空调机节能静音除味抽湿,松下优宜融专卖店,15973692709,3288.00,2948.00,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic）A13KJ2 15973692709 松下优宜融专卖店 23.0kg 定频 冷暖空调 智能空调，静音空调，全直流变频 白色 1.5匹 二级能效 20-30㎡ 壁挂式空调,松下,定频,松下（Panasonic）A13KJ2,1.5匹,京东
松下（panasonic） 怡众 定频冷暖家用壁挂式空调挂机 二级能效 象牙白 空调大1匹  A10KJ2,松下金龙专卖店,11253231250,3500.00,2548.00,70,93,60,3,2,外观大气 特别快 态度好 经济实用,松下（panasonic） 松下（panasonic） 怡众 定频冷暖家用壁挂式空调挂机 二级能效 象牙白 空调大1匹  A10KJ2 11253231250 松下金龙专卖店 8.5kg 中国大陆 A10KJ2 定频 冷暖空调 静音空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（panasonic） 怡众 定频冷暖家用壁挂式空调挂机 二级能效 象牙白 空调大1匹  A10KJ2,1匹,京东
松下（Panasonic） SE9KJ1S大1匹壁挂式节能变频冷暖空调挂机怡能系列静音空调,松下三景专卖店,11731801610,3498.00,3048.00,50,91,50,4,1,性价比高 卖家服务态度好,松下（Panasonic） 松下（Panasonic） SE9KJ1S大1匹壁挂式节能变频冷暖空调挂机怡能系列静音空调 11731801610 松下三景专卖店 10.0kg 变频 冷暖空调 变频空调，静音空调，合资空调，全直流变频 白色 1匹 三级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） SE9KJ1S大1匹壁挂式节能变频冷暖空调挂机怡能系列静音空调,1匹,京东
松下（Panasonic） 家用静音定频冷暖壁挂式空调挂机 二级能效 节能除湿器 大1匹 白色面板 KFR-28GW/SH2-1,松下三景专卖店,17929122990,3098.00,2648.00,4,100,4,0,0,,松下（Panasonic） 松下（Panasonic） 家用静音定频冷暖壁挂式空调挂机 二级能效 节能除湿器 大1匹 白色面板 KFR-28GW/SH2-1 17929122990 松下三景专卖店 10.5kg 定频 冷暖空调 静音空调，合资空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（Panasonic） 家用静音定频冷暖壁挂式空调挂机 二级能效 节能除湿器 大1匹 白色面板 KFR-28GW/SH2-1,1匹,京东
松下（Panasonic） 家用定频单冷静音壁挂式空调挂机 二级能耗 去味抽湿 白色面板款 大1匹 定频单冷 KF-27GW/SH2-1,松下三景专卖店,16886729493,2998.00,2298.00,10,100,10,0,0,清洗方便,松下（Panasonic） 松下（Panasonic） 家用定频单冷静音壁挂式空调挂机 二级能耗 去味抽湿 白色面板款 大1匹 定频单冷 KF-27GW/SH2-1 16886729493 松下三景专卖店 10.0kg 定频 单冷空调 静音空调，合资空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（Panasonic） 家用定频单冷静音壁挂式空调挂机 二级能耗 去味抽湿 白色面板款 大1匹 定频单冷 KF-27GW/SH2-1,1匹,京东
松下 （Panasonic）2级能效 节能 定频单冷 壁挂式空调 挂机家用 怡众系列 大1.5匹（KF-36GW/J2 ）,松下电器专卖店,12483278731,3998.00,2799.00,90,99,90,0,1,态度好 特别快 品质有保障 外观大气,松下 松下 （Panasonic）2级能效 节能 定频单冷 壁挂式空调 挂机家用 怡众系列 大1.5匹（KF-36GW/J2 ） 12483278731 松下电器专卖店 40.0kg 中国大陆 定频 单冷空调 白色 1.5匹 二级能效 20-30㎡ 壁挂式空调,松下,定频,松下 （Panasonic）2级能效 节能 定频单冷 壁挂式空调 挂机家用 怡众系列 大1.5匹（KF-36GW/J2 ）,1.5匹,京东
Panasonic 松下怡众 大1p/大1.5p壁挂式冷暖定频空调节能静音 大1匹 A10KJ2,诚信达民电器专营店,19739486957,4098.00,2548.00,0,100,0,0,0,,Panasonic Panasonic 松下怡众 大1p/大1.5p壁挂式冷暖定频空调节能静音 大1匹 A10KJ2 19739486957 诚信达民电器专营店 10.5kg 中国大陆 A10KJ2 定频 冷暖空调 静音空调 白色 1匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,Panasonic 松下怡众 大1p/大1.5p壁挂式冷暖定频空调节能静音 大1匹 A10KJ2,1匹,京东
松下（Panasonic） 奥克斯（AUX）1匹 定频冷暖 壁挂式空调 挂机家用 二级能效 自由心系列 KFR-25GW/LI700+2,深广发电器专营店,18445856947,2499.00,1958.00,0,100,0,0,0,,松下（Panasonic） 松下（Panasonic） 奥克斯（AUX）1匹 定频冷暖 壁挂式空调 挂机家用 二级能效 自由心系列 KFR-25GW/LI700+2 18445856947 深广发电器专营店 100.00g KFR-25GW/LI700+2 定频 冷暖空调 静音空调，自动清洁 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（Panasonic） 奥克斯（AUX）1匹 定频冷暖 壁挂式空调 挂机家用 二级能效 自由心系列 KFR-25GW/LI700+2,1匹,京东
Panasonic 松下C10KJ2 大1匹家用壁挂式单冷定频空调KF-27GW/J2,诚信达民电器专营店,10573122290,4199.00,2548.00,1,100,1,0,0,,Panasonic Panasonic 松下C10KJ2 大1匹家用壁挂式单冷定频空调KF-27GW/J2 10573122290 诚信达民电器专营店 10.5kg 中国大陆 C10KJ2 定频 单冷空调 静音空调 白色 1.5匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,Panasonic 松下C10KJ2 大1匹家用壁挂式单冷定频空调KF-27GW/J2,1.5匹,京东
松下 KFR-36GW/SH2-1 大1.5匹 2级能效 定频冷暖 壁挂式空调 挂机家用 怡众系列 SA13KH2-1,松下电器专卖店,12945184483,3298.00,2948.00,20,96,20,0,1,特别快 精致大气 快递给力,松下 松下 KFR-36GW/SH2-1 大1.5匹 2级能效 定频冷暖 壁挂式空调 挂机家用 怡众系列 SA13KH2-1 12945184483 松下电器专卖店 40.0kg 中国大陆 定频 冷暖空调 静音空调，合资空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下 KFR-36GW/SH2-1 大1.5匹 2级能效 定频冷暖 壁挂式空调 挂机家用 怡众系列 SA13KH2-1,1.5匹,京东
松下（Panasonic） 大1.5匹壁挂式空调挂机单冷/冷暖家用静音 二级能效 冷暖A13KJ2,松下空调专卖店,11717437796,4066.00,2948.00,20,96,20,1,0,特别快 态度好 快递给力,松下（Panasonic） 松下（Panasonic）A13KJ2 11717437796 松下空调专卖店 10.5kg 定频 冷暖空调 静音空调，合资空调 其他 1.5匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下（Panasonic）A13KJ2,1.5匹,京东
松下 （Panasonic）2级能效 节能 定频冷暖 壁挂式空调 挂机家用 怡众系列 大1.5匹（KFR-36GW/SH2-1）,松下电器专卖店,12529742651,3998.00,2948.00,80,100,80,0,0,信得过 特别快 外观大气 快递给力,松下 松下 （Panasonic）2级能效 节能 定频冷暖 壁挂式空调 挂机家用 怡众系列 大1.5匹（KFR-36GW/SH2-1） 12529742651 松下电器专卖店 40.0kg 中国大陆 定频 冷暖空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下 （Panasonic）2级能效 节能 定频冷暖 壁挂式空调 挂机家用 怡众系列 大1.5匹（KFR-36GW/SH2-1）,1.5匹,京东
松下 （Panasonic）大1匹 定频冷暖 壁挂式空调挂机 家用 怡众系列 A10KJ2,松下电器专卖店,12944887672,2998.00,2648.00,100,97,100,1,3,外观大气,松下 松下 （Panasonic）大1匹 定频冷暖 壁挂式空调挂机 家用 怡众系列 A10KJ2 12944887672 松下电器专卖店 40.0kg 中国大陆 定频 冷暖空调 静音空调，合资空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下 （Panasonic）大1匹 定频冷暖 壁挂式空调挂机 家用 怡众系列 A10KJ2,1匹,京东
松下（Panasonic） 单冷定频空调挂机 二级能耗家用静音壁挂式空调 大1.5匹单冷 SC13KH2-1 白色,松下三景专卖店,11687071524,3098.00,2648.00,100,97,100,3,1,性价比高 特别快 态度好,松下（Panasonic） 松下（Panasonic） 单冷定频空调挂机 二级能耗家用静音壁挂式空调 大1.5匹单冷 SC13KH2-1 白色 11687071524 松下三景专卖店 10.0kg 定频 单冷空调 静音空调，合资空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下（Panasonic） 单冷定频空调挂机 二级能耗家用静音壁挂式空调 大1.5匹单冷 SC13KH2-1 白色,1.5匹,京东
松下(Panasonic)SA10KH2-1怡众家用冷暖定频壁挂式空调挂机二级能效 象牙白 大1匹SA10KH2-1,松下金龙专卖店,12762424209,3198.00,2648.00,80,100,80,0,0,信得过 外观大气 完好无损 特别快,松下（panasonic） 松下(Panasonic)SA10KH2-1怡众家用冷暖定频壁挂式空调挂机二级能效 象牙白 大1匹SA10KH2-1 12762424209 松下金龙专卖店 39.5kg 中国大陆 SA10KH2-1 定频 冷暖空调 静音空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,松下,定频,松下(Panasonic)SA10KH2-1怡众家用冷暖定频壁挂式空调挂机二级能效 象牙白 大1匹SA10KH2-1,1匹,京东
科龙（KELON） 科龙(Kelon)  KFR-35GW/ERQWN3(1L04),科龙官方旗舰店,10362689828,2399.00,1899.00,300,96,300,3,10,态度好 特别快 外观大气 简单实用 下次光顾 性价比高 快递给力,科龙（KELON） 科龙（KELON） 科龙(Kelon)  KFR-35GW/ERQWN3(1L04) 10362689828 科龙官方旗舰店 50.0kg 定频 冷暖空调 静音空调 白色有花纹 1.5匹 三级能效 15-20㎡ 壁挂式空调,科龙,定频,科龙（KELON） 科龙(Kelon)  KFR-35GW/ERQWN3(1L04),1.5匹,京东
科龙（KELON） 3匹大风量冷暖定速壁挂式空调KFR-72GW/EQF-N2,海信科龙容声电器专营店,19499826391,6199.00,6099.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） 3匹大风量冷暖定速壁挂式空调KFR-72GW/EQF-N2 19499826391 海信科龙容声电器专营店 41.0kg 定频 冷暖空调 静音空调 白色 3匹 三级能效 20-30㎡ 壁挂式空调,科龙,定频,科龙（KELON） 3匹大风量冷暖定速壁挂式空调KFR-72GW/EQF-N2,3匹,京东
科龙(Kelon) 1.5匹挂机壁挂式空调 一级能耗直流变频 抑菌翅片高能效 35LH KFR-35GW/LHFDBp-A1(1P41) 金镶玉系列,四川鑫互利专营店,17214085806,3999.00,3799.00,0,100,0,0,0,,科龙（KELON） 科龙(Kelon) 1.5匹挂机壁挂式空调 一级能耗直流变频 抑菌翅片高能效 35LH KFR-35GW/LHFDBp-A1(1P41) 金镶玉系列 17214085806 四川鑫互利专营店 45.0kg 中国大陆 变频 冷暖空调 高能效空调，智能空调，变频空调，静音空调，全直流变频 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,科龙,变频,科龙(Kelon) 1.5匹挂机壁挂式空调 一级能耗直流变频 抑菌翅片高能效 35LH KFR-35GW/LHFDBp-A1(1P41) 金镶玉系列,1.5匹,京东
科龙（KELON） 空调2匹壁挂式变频冷暖空调KFR-50GW/KAFDBp-A2,海信科龙容声电器专营店,14580161341,6299.00,5399.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） 空调2匹壁挂式变频冷暖空调KFR-50GW/KAFDBp-A2 14580161341 海信科龙容声电器专营店 49.5kg 变频 冷暖空调 白色 2匹 二级能效 20-30㎡ 壁挂式空调,科龙,变频,科龙（KELON） 空调2匹壁挂式变频冷暖空调KFR-50GW/KAFDBp-A2,2匹,京东
科龙(Kelon) 大1匹挂机壁挂式空调 一级节能直流变频抑菌翅片高能效比26LH KFR-26GW/LHFDBp-A1(1N23) 金镶玉系列,四川鑫互利专营店,17213932165,3799.00,3599.00,0,100,0,0,0,,科龙（KELON） 科龙(Kelon) 大1匹挂机壁挂式空调 一级节能直流变频抑菌翅片高能效比26LH KFR-26GW/LHFDBp-A1(1N23) 金镶玉系列 17213932165 四川鑫互利专营店 41.0kg 中国大陆 变频 冷暖空调 0元安装，高能效空调，智能空调，变频空调，静音空调，全直流变频 白色 1匹 一级能效 10-15㎡ 壁挂式空调,科龙,变频,科龙(Kelon) 大1匹挂机壁挂式空调 一级节能直流变频抑菌翅片高能效比26LH KFR-26GW/LHFDBp-A1(1N23) 金镶玉系列,1匹,京东
科龙（KELON） 科龙（Kelon）空调KF-23GW/LB-N3小一匹单冷省电家用 白色,新疆海科现代专营店,16594217925,1899.00,1499.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） 科龙（Kelon）空调KF-23GW/LB-N3小一匹单冷省电家用 白色 16594217925 新疆海科现代专营店 39.0kg 中国大陆 定频 单冷空调 静音空调 白色 小1匹 三级能效 10-15㎡ 壁挂式空调,科龙,定频,科龙（KELON） 科龙（Kelon）空调KF-23GW/LB-N3小一匹单冷省电家用 白色,小1匹,京东
科龙（KELON） 科龙（Kelon）KFR-23GW/LB-N3小一匹冷暖高效节能卧室 白色,新疆海科现代专营店,16595010372,1999.00,1699.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） 科龙（Kelon）KFR-23GW/LB-N3小一匹冷暖高效节能卧室 白色 16595010372 新疆海科现代专营店 39.0kg 中国大陆 定频 冷暖空调 高能效空调，静音空调，自动清洁 白色 小1匹 三级能效 10-15㎡ 壁挂式空调,科龙,定频,科龙（KELON） 科龙（Kelon）KFR-23GW/LB-N3小一匹冷暖高效节能卧室 白色,小1匹,京东
科龙(Kelon) 大1匹空调挂机 一级节能智能光感角祛PM2.5低噪声26LT KFR-26GW/LTFDBp-A1(1N23) 静美人系列,四川鑫互利专营店,17212998461,3999.00,3699.00,0,100,0,0,0,,科龙（KELON） 科龙(Kelon) 大1匹空调挂机 一级节能智能光感角祛PM2.5低噪声26LT KFR-26GW/LTFDBp-A1(1N23) 静美人系列 17212998461 四川鑫互利专营店 41.0kg 中国大陆 变频 冷暖空调 0元安装，高能效空调，变频空调，全直流变频 金色 1匹 一级能效 10-15㎡ 壁挂式空调,科龙,变频,科龙(Kelon) 大1匹空调挂机 一级节能智能光感角祛PM2.5低噪声26LT KFR-26GW/LTFDBp-A1(1N23) 静美人系列,1匹,京东
科龙（KELON） 科龙（Kelon）大1匹 KFR-26GW/EFQSA3(1N05),科龙官方旗舰店,1643908593,2699.00,1999.00,100,97,100,2,4,态度好 外观大气 信得过 品质有保障,科龙（KELON） 科龙（KELON） 科龙（Kelon）大1匹 KFR-26GW/EFQSA3(1N05) 1643908593 科龙官方旗舰店 33.5kg KFR-26GW/EFQSA3(1N05) 变频 冷暖空调 变频空调 白色有花纹 1匹 三级能效 10-15㎡ 壁挂式空调,科龙,变频,科龙（KELON） 科龙（Kelon）大1匹 KFR-26GW/EFQSA3(1N05),1匹,京东
统帅（Leader） 海尔统帅1.5匹P变频家用壁挂式挂机空调玫瑰金节能一级能效现货包邮 KFR-35GW/13AXA21ATU1套机,统帅大愉专卖店,19729039305,4099.00,3899.00,40,100,40,0,0,,统帅（Leader） 统帅（Leader） 海尔统帅1.5匹P变频家用壁挂式挂机空调玫瑰金节能一级能效现货包邮 KFR-35GW/13AXA21ATU1套机 19729039305 统帅大愉专卖店 10.5kg 中国大陆 KFR-35GW/13AXA21ATU1 变频 冷暖空调 智能空调，变频空调，自动清洁 金色 1.5匹 一级能效 15-20㎡ 壁挂式空调,统帅,变频,统帅（Leader） 海尔统帅1.5匹P变频家用壁挂式挂机空调玫瑰金节能一级能效现货包邮 KFR-35GW/13AXA21ATU1套机,1.5匹,京东
红麒 【德邦配送】  1.5匹 变频 冷暖 家用 卧室家用静音空调（纯铜管） 壁挂式空调 1.5匹变频冷暖不包安装,红麒旗舰店,16673479010,3399.00,2288.00,0,100,0,0,0,,红麒 红麒 【德邦配送】  1.5匹 变频 冷暖 家用 卧室家用静音空调（纯铜管） 壁挂式空调 1.5匹变频冷暖不包安装 16673479010 红麒旗舰店 55.0kg 中国大陆 红乐白KFRD-35GW/SXABp 变频 冷暖空调 全直流变频 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,红麒,变频,红麒 【德邦配送】  1.5匹 变频 冷暖 家用 卧室家用静音空调（纯铜管） 壁挂式空调 1.5匹变频冷暖不包安装,1.5匹,京东
松下 大1.5匹 2级能效定频冷暖壁挂式空调挂机家用节能 KFR-36G/SH2-1,松下电器专卖店,10559075689,3588.00,2948.00,300,98,300,1,9,特别快 外观大气,松下 松下 大1.5匹 2级能效定频冷暖壁挂式空调挂机家用节能 KFR-36G/SH2-1 10559075689 松下电器专卖店 48.0kg 中国大陆 A13KJ2 定频 冷暖空调 静音空调，合资空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,松下,定频,松下 大1.5匹 2级能效定频冷暖壁挂式空调挂机家用节能 KFR-36G/SH2-1,1.5匹,京东
康佳（KONKA）KFR-35GW/DGT1-E3 冷暖定速1.5匹 （全铜管） 白色,康佳空调旗舰店,11892970302,2299.00,2099.00,600,97,600,3,20,特别快,康佳（KONKA） 康佳（KONKA）KFR-35GW/DGT1-E3 11892970302 康佳空调旗舰店 10.0kg 中国大陆 定频 冷暖空调 静音空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,康佳,定频,康佳（KONKA）KFR-35GW/DGT1-E3,1.5匹,京东
科龙（KELON） KFR-26GW/LSFDBP-A1 一级能效变频1P匹冷暖空调挂机 大1P家用空调 一级直流变频壁挂机,广东驰名电器专营店,19519811967,3699.00,3299.00,0,100,0,0,0,,科龙（KELON） 科龙（KELON） KFR-26GW/LSFDBP-A1 一级能效变频1P匹冷暖空调挂机 大1P家用空调 一级直流变频壁挂机 19519811967 广东驰名电器专营店 81.0kg KFR-26GW/LSFDBP-A1 变频 冷暖空调 变频空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,科龙,变频,科龙（KELON） KFR-26GW/LSFDBP-A1 一级能效变频1P匹冷暖空调挂机 大1P家用空调 一级直流变频壁挂机,1匹,京东
科龙（KELON） 大1匹 定速冷暖空调挂机 KFR-26GW/ERQLN3(1M02),海信官方旗舰店,19591755141,2199.00,1699.00,2,100,2,0,0,,科龙（KELON） 科龙（KELON） 大1匹 定速冷暖空调挂机 KFR-26GW/ERQLN3(1M02) 19591755141 海信官方旗舰店 9.0kg 定频 冷暖空调 1匹 10-15㎡ 壁挂式空调,科龙,定频,科龙（KELON） 大1匹 定速冷暖空调挂机 KFR-26GW/ERQLN3(1M02),1匹,京东
