content_1,score
"""十分满意 安装服务也非常好 十分好评",1
"""物流到的挺快的安装师傅也很专业给满分",1
"""挺好的，一直信赖京东，帮顾客下单，挺满意",1
"""质量不错，外观漂亮，一次买了好几台。",1
"""还在装修，京东又不能延迟发货，影响刷墙啊。还要等差不多一个月才能装。",1
"""送货很快，时间还可以商量，态度也好。",1
"""很好，颜色也赞，送货、安装师傅很好！",1
"""服务好、速度快、态度好。",1
"""送货快，送货师傅态度好。空调制热制冷效果都很好。",1
"""好评！",1
"""物有所值",1
"""不错，制冷也可以，值得拥有！",1
"""可以  挺满意",1
"""在京东选购不错的体验，安装师傅给力速度快，服务态度好。",1
"""还可以送货速度快",1
"""挺好的，已经用上了",1
"""很好",1
"""空调不错，装好了试一下，有点味道，这个或许是房间的",1
"""还可以",1
"""棒棒的",1
"""东西很好 送得很及时 安装的师傅也很负责",1
"""办公室窗户太小了，太麻烦师傅了，从隔壁机房爬出去。五楼！很专业！",1
"""家里已经是第三台格力空调了，一直都在用这牌子，值得信赖，这款款式更漂亮，隐藏式显示屏显示的温度数字超大好看，遥控器也很漂亮，安装师傅专业，服务态度好?，唯一不足的就是买价格比最低价贵了*元。",1
"""安装完成，试机正常",1
"""不错",1
"""非常满意",1
"""送货迅捷，安装快速，质量很好",1
"""格力空调确实不错，送货快，安装仔细，制冷快，小巧美观。",1
"""格力不错，物流很快",1
"""发货安装都很及时。总体很好。",1
"""-1号看的2299元，结果4号直降300.我去，找客服，京东有保价政策可以京豆形式返还差价，首先要肯定京东，当然京豆使用还是有限制希望能更加直接的形式！我想7天无理由退货，虽然可以退但是玩付50的运费的！安装师傅还不错，按时到达，态度很好很负责，空调还没用，暂时还没什么特别想说的！",1
"""大品牌值得信赖，噪音小，而且很美观。价格优惠不错。一口气买了4台，效果不错。",1
"""很好，又安静，师傅态度很好，挺满意的",1
"""太棒了 外观也很好看 喜欢",1
"""好",1
"""服务特别好 安装人员有耐心，谢谢格力 谢谢京东",1
"""东西好，安装师傅很细心&hellip;&hellip;",1
"""不错",1
"""京东的速度，格力的品质。真心不错，你值得拥有！",1
"""送货和安装速度不错",1
"""服务态度好！",1
"""非常满意的一次网购体验。",1
"""很好",1
"""看上去还不错，不过还用，期待效果",1
"""安装员服务很好。用起来感觉挺好的，26度还觉得有点凉。不过安装第二天就有滴水的问题，联系安装员搞好了。",1
"""准时送到货，预约安装当天下午两小哥到位安装，安装负责，安装后试一试制冷效果，效果好",1
"""送货员和安装师傅服务好，刚安装好待试用后再评价",1
"""给爷爷买的，送货速度快，服务很周到，希望能够静音。",1
"""配送服务态度好",1
"""yyyy",1
"""送货挺快的，满意！",1
"""送货速度快，安装也很快跟进，安装师傅服务态度好技术水平高。",1
"""好！速度快&hellip;&hellip;",1
"""物流很快，安装师傅也很给力，解决了好几个困难，收费也合理，感觉不错！",1
"""哈哈哈，速度就是秒送啊！\n东西很满意，送货服务态度也不错，满分。",1
"""到货很快，安装也很快。安装师傅十分专业。温度显示使用隐形设计，感觉十分美观！",1
"""很好，服务好，物流赞",1
"""很不错吖，赞",1
"""这款空调挺好的，每小时不到一度电，收到货安装师傅很快就过来安装了，非常给力～\n风力够大，冷得快",1
"""空调很好，师傅也很专业，信赖格力。",1
"""安装的师傅给力，真的不错",1
"""安装师傅一大早就来安装，大老远跑过来",1
"""产品使用效果好，帮朋友买的，朋友很满意",1
"""下单次日就到货安装，格力品质可靠，安装服务热情，值得信赖！",1
"""很好！安装师傅很到位~",1
"""用起来不错。",1
"""京东服务好，正品，相信京东",1
"""信赖格力。",1
"""不错  制冷速度很好 信任京东",1
"""安装师傅态度好，工作认真细致，服务周到。好评！",1
"""服务态度好，好用实用制冷快！",1
"""差评，等了一个多星期，没有人来装！联系几次，都说忙！",1
"""送货很快，安装也很及时，格力空调大品牌，制冷快，静音，很满意",1
"""制冷很迅速，给力",1
"""开机使用 不错哦",1
"""满意！！！！！！！！！！！！",1
"""试了一下，觉得不错",1
"""虽然此次购物有段小插曲，但总体还是比较满意，售后还是比较有耐心的解决消费心中的困惑，提点小意见，应该加强安装师傅的服务意识和专业水准，对待老百姓应该细心加耐心，这样的话可以避免一些不必要的误会产生",1
"""还行",1
"""买几天了才来评  果杠杠滴  安装师傅也敬业",1
"""空调质量还不知道，用一段时间看看，安装师傅还行，速度快",1
"""支持格力  赞一个",1
"""一如既往的可靠",1
"""挺好的啊拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜",1
"""空调非常好，安装师傅的工作做的更好，认真又负责，赞赞赞",1
"""京东买得美的空调真棒，送货师傅服务态度很好，安装速度9的很快，超级满意。",1
"""在这方面我还是很喜欢的&hellip;&hellip;",1
"""给爸妈买了一台，给爷爷买了一台，他们都很满意，价格也实惠",1
"""非常好",1
"""送货非常快，安装人员来安装也很及时，三台安装了两个多小时",1
"""非常满意！师傅们很专业！！！",1
"""买完就降了一百块！心塞啊！",1
"""活动价实惠，帮朋友买的！说可以，很好！",1
"""服务好，安装快",1
"""格力空调大品牌，无先买了-1只，使用无燥音，新房里还想买3只的，可是价格调上去了，不知什么时候还能调下价格，期待",1
"""现在买任何家电都选择京东商城了，质量好，服务好",1
"""显示温度的字很大，爸妈年纪大了能看的非常清楚，这是亮点。",1
"""不错挺好的  很方便",1
"""我没看到实物 麻麻说空调很好喔 售后安装也不错 速度很快辣",1
"""用过之后才评价的，很好的一次购物，",1
"""很好",1
"""不错，质量好，价格优惠，物流快！",1
"""格力的就是好，一直买格力",1
"""大牌子，外观时尚大气，冷热使用方便，使用稳定安全，实惠。",1
"""好",1
"""有性价比，买成2449，2天买上降价了，这个不知道能不能返券",1
"""满意",1
"""好评",1
"""京东快递真的很赞，很快。空调还在等师傅装机，使用体验装好再来追加。",1
"""好",1
"""家在五楼，无电梯 ，担心不能无偿上楼的。结果电话京东说不用担心。送货师傅按照我要求的时间上门，因为瘦弱，搬东西有些费力。我家老公和老爸齐上阵一起搬上楼。我们这样的客户真心应该评为中国好客户。空调看起不错，相信格力。",1
"""送货速度很快，安装师傅收费很合理，京东值得信赖",1
"""好",1
"""送货速度，安装师傅态度很好！赞两个",1
"""制冷效果很差，制冷效果很差。",1
"""服务赞",1
"""空调 不错，安装师傅很给力，送货师傅辛苦了！",1
"""态度诚恳的",1
"""还没安装物流给力",1
"""好！不错，五星！",1
"""东西不错，安装态度很好，具体制冷要看看天气热后会是什么效果，用完追加！",1
"""不错",1
"""好",1
"""空调已经装上了！从京东上买了第二次了！很方便，服务态度也很不错！好评！",1
"""好东西",1
"""制冷很好，外观也很漂亮，赞。",1
"""可以，比变频的还要好。",1
"""空调还是格力好，选格力到京东。质量好，制冷快，噪音小，外观美，性价高。",1
"""实用，冷气出的快，小房间一会就凉爽了",1
"""还行",1
"""格力的品牌应该是信的过的，物流快，师傅态度好，就是还没装，不知道效果怎样",1
"""效果杠杠的",1
"""可以",1
"""用了几天感觉还行，点赞",1
"""款式一般老样子，大品牌值得信赖。",1
"""收货当天就安装了，非常好。",1
"""机子漂亮",1
"""服务特别好，态度好，什么都说得很清楚",1
"""好",1
"""安装师傅服务好，技术也好",1
"""不错，速度挺快的",1
"""可以的，空调很不错哦，下次会推荐别人来买的。",1
"""好",1
"""装修囤货，还没安装",1
"""不错，跟实体店的一样。",1
"""送货可以。装机师傅服务态度也行。。安装过程比较和谐。。点赞。。一直相信京东",1
"""东西很好。很漂亮。不知道耗电不耗电。\n",1
"""送货快，安装师傅很给力。",1
"""新款式，看起来很不错。",1
"""收到了空调，期待新家的感觉！",1
"""货收到了，还没有装，看着还不错",1
"""双-1-1买的格力空调，价格比实体店便宜很多，是三星原装正品，也很方面送货快，直接送货上门，送货师傅服务很好，就等报安装啦。",1
"""正常速度送货！ 正常速度送货",1
"""物流速度快，质量看后续使用情况了，安装服务有待改进，第二个安装师傅还不错。",1
"""送货快，安装准时，按标准收费。",1
"""安装师傅非常好给个赞??????????",1
"""格力的空调还是很不错的，暂时还没开，还不知道怎么样，不过看上去还是挺好的，而且物流还安装师傅都很给力",1
"""装了，还没正式使用，等用了再来评。",1
"""很好看的一款空调。安装师傅不错，很细心。后来才发现，他把我家的木地板划了一横，呜呜&hellip;",1
"""不错，郑州-12号零点下单，下午4点送到，不错，还没有安装，应该给京东和格力点赞",1
"""很好很优惠",1
"""很好很优惠",1
"""不错，安装师傅很热情，又专业。完全免费",1
"""送货速度还是相当的快，安装预约过程出现了些小状况，虽然晚了点，但高温下安装师傅也是蛮辛苦的。谢谢。",1
"""用了一段时间了，感觉挺好的，性价比高！",1
"""好",1
"""安装的师傅是两个年轻的小伙子，很卖力，安装很快，为他们点赞，他们实在太辛苦了！",1
"""活动时买的，很不错",1
"""空调不错，送货很快，第二天来给安装的，大热天的，师傅辛苦了！",1
"""不错，安装也很快，空调效果好。",1
"""还不错，制冷比较快，声音比较静音",1
"""特价买的，东西非常好，配送员很负责，给五个赞",1
"""东西不错，京东物流很给力，当天送货当天安装",1
"""师傅都很卖力，效率很高赞！！！",1
"""物美价廉，经济实惠！",1
"""不能用手机遥控，不是很方便的",1
"""很好。用了很不错。效果好。一直用",1
"""货一到师傅立即安装，效率高",1
"""空调用上了，还行。物流挺快，安装师傅也不错。",1
"""送货快，安装也很好！",1
"""格力空调质量没的说，京东的价格也没的说。",1
"""物流安装都非常给力。",1
"""还可以，不错！",1
"""买个老家用的，快递和安装都挺快，挺好的。",1
"""还不错，就是风调大后声音好大",1
"""制冷不错，比一般空调大！希望用的久！相信格力的品牌才买的，替换下了不中用的海尔空调！",1
"""总体感觉还不错",1
"""很满意，正适合这个暴热的天气。",1
"""不错",1
"""不错",1
"""还行咯",1
"""带亲戚买的，应该不错吧。",1
"""东西下单后隔天就送到了，和师傅约了时间上门来安装，也超级好的，一如既往支持国货",1
"""安装很好，师傅很细心，态度也很好",1
"""还没正式用，看起来不错",1
"""送货非常准时，是否安装的也很好，有需要会下次再来。",1
"""送货快，安装及时。等用了再来评价。",1
"""服务非常好 满意",1
"""好",1
"""送货速度很快，安装师傅服务态度非常好！",1
"""好，很好。非常好",1
"""格力和京东的品质，值得信赖，给家里运回去的，现在有京东帮了",1
"""很好，制冷很快，送来当天就装上了",1
"""安装师傅人超好，对于我这个电器盲，耐心讲解，细心服务。空调也很棒。",1
"""很好很漂亮，下次还会买！",1
"""比较实惠",1
"""非常满意。送货及时，安装细心周到！",1
"""很好",1
"""已试机，按装师傅很专业，服务非常满意。",1
"""安b不e～服B度很好～???",1
"""非常好",1
"""东西不错",1
"""师傅服务太度好",1
"""售后服务很好，安装速度快，外观漂亮，安装后还没使用，效果如何待评价",1
"""相信格力！目前安装好还没开始用！",1
"""安装非常好！",1
"""格力空调制冷效果非常好，安装速度块，送货也块，外机漂亮",1
"""售后服务很好，安装上门也快，信赖格力 ，质量也不错很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好",1
"""好、快！",1
"""很好。。很不错很好。。很不错",1
"""空调不错  安装到位  安装人员专业",1
"""东西很好，服务很棒",1
"""送货特快，包装完好，抢购的特实惠",1
"""空调很好，冷得也快，安装师傅也很专业",1
"""这空调没说的，质量好。京东服务好，送货速度赶快。",1
"""还行",1
"""装机师傅跟很热心，也很负责任。点个赞",1
"""最爱京东购物，速度太快",1
"""外观不错，安装师傅负责，效果不错",1
"""花了200安装费，加长2m*90元铜管的，看了标准是没错，大家要关注下安装的收费，还算合理，讲了半天的价（拆防盗网的费用，我们家只需柠了几个小螺丝），空调很舒服，应该好用。",1
"""活动购买价格真实惠",1
"""过年期间居然还能晚上下单，第二天下午送到，第三天上午安装，京东这速度是**块，安装师傅也非常好！",1
"""安装师傅非常专业",1
"""哼哼唧唧都看到让我再次就发卡卡",1
"""质量不错。",1
"""还没用先给个好评吧",1
"""不错，速度快得很，是秒杀的，也便宜！",1
"""空调制热挺好，等夏天在看制冷怎么样，安装很好，点赞",1
"""很好",1
"""哦哦哦哦哦哦哦哦哦哦哦哦",1
"""便宜，实惠，好用！在京东还放心，不错！",1
"""货已经收到，准备安在办公室，公司还在装修，还没预约师傅，相信品牌的质量！",1
"""服务好，质量好，空调还是格力好",1
"""订单号：20043449040",1
"""还不错，，先给个满分",1
"""空调不错，送货比预想的快，安装也很及时。",1
"""挺好的",1
"""第一次买格力空调。感觉比以前买的空调强一点。赞一个。",1
"""配送及时，产品可心，安装给力规范，第一次在京东购物，很是满意！",1
"""六月活动看起来还行。但没和其他时间比较，不知是否优惠了。总体服务还行。",1
"""速度快，服务不错",1
"""商品特别好，和照片一样的，很实用，",1
"""服务务很好，服务务很好，服务务很好，",1
"""服务真的很好，安装十分完美。",1
"""物流一直很给力，满意",1
"""总体还行，只是投诉到总部后，后期服务尚可。我家及老家十余部空调都是格力，希望大公司抓好售后环节，生意做大做强，服务百姓，以民为本！",1
"""空调还是格力的好用，用了一段时间了，制冷非常快，而且安静",1
"""略有些声音，调睡眠模式好一点，总体挺好",1
"""选的还是格力，用了一小段时间，效果还是不错的。希望一直稳定。。。",1
"""很好，安装迅速。",1
"""好东西好品牌格力，安装师傅专业。",1
"""试用一天过来评，总体不错，安装小伙也很给力，工作细心。",1
"""很好非常好，比在外面买划算",1
"""空调倒是挺好，就是安装费啥各种收钱，花了200多，还不如去实体店买了，",1
"""还不错还不错还不错还不错还不错还不错还不错还不错还不错",1
"""很好！京东送货和安装很快，安装师傅服务好，技术好，空调制冷效果很好哦！",1
"""物流速度快，师傅安装不错。-1",1
"""服务可以！送货快！等着今天安装~",1
"""送货服务快，给力！！！！",1
"""好评",1
"""空调质量很好，师傅安装好好。",1
"""比较少用 但是质量杠杆的 相信中国的格力",1
"""装机师傅服务很好，好评",1
"""师傅技术很娴熟，态度非常好，很满意",1
"""师傅安装的很漂亮，格力冷气效果很好，下次在买，",1
"""送不的第二天就来安装了。",1
"""买第二台了，手机控制很赞。。。。。",1
"""默认好评",1
"""质量不错，安装人员主动联系，就是不包钢架这点考虑不周，不方便！",1
"""到货很快，比实体店便宜",1
"""好",1
"""给力速度快，服务好",1
"""格力空调相信大品牌，没有质量问题",1
"""没我想象中的制冷，-10平方的房间开28就不怎么凉快，另一个房间-15平方的用的美的开28度就很凉快了，并且安装人员的素质不好，进门鞋也不脱就踩了，包装的箱子泡沫袋子到处乱丢，装完他们就走了一地的垃圾到处都是。",1
"""天津的预约安装电话比较难打，只好打到珠海总部，马上预约成功。产品质量没问题",1
"""制冷效果很好，声音也不大。",1
"""空调不错，安装师傅很快就装好了，制冷也很快",1
"""很好",1
"""安装好还行，希望加管了不影响制冷",1
"""外挂机声音有点大",1
"""大品牌值得信赖",1
"""好安装服务好",1
"""收到了就是一直没人给安装，本来给我发信息说6月30号安装，后来又发个信息说安装订单已取消，不知道怎么搞的！",1
"""好评",1
"""6-18抢的，还没安装",1
"""便宜好用格力的，中国造！力挺，贵一点又如何！",1
"""好",1
"""送货快速。非常满意。安装师傅尽职尽责。",1
"""感觉?",1
"""很好",1
"""用了再说，感觉不错",1
"""制冷效果可以",1
"""挺好的，送了第二天就安装了，就是送货多等了一天，遥控器感觉有些迟钝",1
"""从购买到师傅上门安装，一天时间，速度超快。安装师傅客气态度又好，递上烟都拒绝了，喝了点白开水就走了。赞???！！！",1
"""这已经是我在京东买的第五台格力空调了 送货和安装速度都很快 机器也不错 比去实体店买方便多了。。。",1
"""空调质量还不错，格力空调还是信得过的，制冷也挺快的，因为预算有限，23平米的主卧，只选了大一匹的，没想到也够用。美中不足的就是外观不是太美丽，而且声音有点大。",1
"""非常好的空调、非常满意。",1
"""特价买的。格力空调制冷好，噪音小。",1
"""还不错，格力空调确实有贵的理由",1
"""@・@&hellip;感觉不错&hellip;&hellip;",1
"""很好的服务",1
"""送货挺快～～～～～～",1
"""很漂亮，安装师傅很辛苦，致敬！就是天还不热没有用。",1
"""昨天刚安装的还不知道效果咋样好用不咋样，但是安装服务发货速度忙快的。",1
"""不错",1
"""好满意 好满意 好满意 好满意 好满意好满意 好满意 好满意",1
"""格力就是好，京东也很给力",1
"""送货速度很快，安装师傅很专业，态度很好。",1
"""还可以，正品的，可以买来用",1
"""-1号早上7点付尾款，下午5点就到货，物流够快，送货到家，快递小哥服务非常好！-1号下午格力售后打电话主动派人安装，我-1号不在家改2号安装，安装师父仔细认真，安装完帮调试，赞一个！空调制冷效果不错，好评！",1
"""室内机和室外机搞错了 倒腾了两回 安装师傅不错 来了两趟终于弄好了 可以享受凉爽了",1
"""物流好，送货好",1
"""产品和服务都令家人满意，尤其安装师傅很耐心，帮忙安装还交我妈如何使用，我跟同事说，他们都称赞他！",1
"""里的电器一直在京东购置，质量有保证，送货速度快，一直信赖的购物好平台。多次给单位购置更是不错的选择。",1
"""里的电器一直在京东购置，质量有保证，送货速度快，一直信赖的购物好平台。多次给单位购置更是不错的选择。",1
"""品牌东东就是不一样  还没有安装  先看外包装",1
"""很不错",1
"""不错",1
"""格力的确很好................有机会再买！",1
"""不错，7号下单，8号到货，9号安装，速度很快",1
"""制冷效果好，送货即时，安装速度快",1
"""ok",1
"""格力服务挺好的  安装速度也够快。谢谢两位安装师傅！",1
"""安装空调的师傅人非常好，晚上过来安装，很辛苦，很负责。",1
"""送货师傅提前电话通知，送货上门，那么大件，我们帮忙，他赶忙说我来，赞",1
"""物流速度很快三天收到家，安装费用就收了支架80元，安装师傅走错了，和没有自带梯子。要自己找这个不太好。制冷刚安装还算可以吧。买了两天又降价两百。晕",1
"""还满意",1
"""格力大品牌，服务很好！",1
"""双十二买的，昨天来安装的。感觉不错，安装师傅也很热心！赞一个?",1
"""冬天不能体验它的冷，只能感受到暖。",1
"""安装后追加。",1
"""外观漂亮大方比想象的好多了",1
"""刚收到，京东物流依旧给力，快递员大叔也特别好，使用之后追加使用评论。",1
"""东西不错，格力买过好几台了，质量都可以。",1
"""小卧室，虽然因为室外温度过低造成启动稍微慢了一点，但是制热效果也很棒哦！",1
"""很好，大品牌就是好，京东很给力",1
"""送货快，物流送货员态度好，物品一致",1
"""值得购买",1
"""哈哈哈，想起来广告词，好空调格力造。",1
"""一路既往的好",1
"""买的三台，第二天送到，第三天安装，不错",1
"""安装也很到位，与以前买的其他品牌一比较就看得出还是格力服务好",1
"""安装挺快的",1
"""安装很专业，我们照片和空调位置重叠了，师傅安装好空调后，帮我们把照片也重新挂好了 。空调没问题。安装师傅正能量满满的。送货安装快又准。",1
"""空调很好，性价比高。总之是一款不错的机子。",1
"""师傅很好很准时，服务周到。",1
"""安装的师傅服务很好",1
"""满意满意满意满意满意",1
"""好好好好好",1
"""美观大方，一直用这个牌子，很好用！值得推荐！配送给力，安装很好！",1
"""专业，快速，可靠！效果等用后评价！",1
"""在京东上买这些简直给力的不要不要的~~",1
"""很有用，效果不错，赞一个。",1
"""性价比高，安装快",1
"""好，快，五星",1
"""好评。安装迅速。服务态度好",1
"""相信品牌的力量。",1
"""空调刚安装好，安装师傅很有耐心，服务态度非常好！",1
"""到货速度快，安装师傅态度很好，服务不错。",1
"""很好",1
"""商品还没用",1
"""一次愉快的网购，挺好的",1
"""好好好好好好好好好好好好好好好好好好好好好好",1
"""还没用，安装师傅很不错，",1
"""一直都很相信格力，格力空调制冷不错，噪音也小，安装收费也很标准。",1
"""很好，安装师傅昨天很晚都还来安装，很给力，赞",1
"""信任格力空调，双-1-1比商场便宜2-3百，送货快，安装还好。就是打孔工具原始落后，钻头小而且短，要内外墙对打不能一次打通，估计打得满屋泥土灰尘。最后自己掏腰包请专业打孔，两分钟打完孔，又圆又光滑。希望改变安装工的打孔工具！",1
"""双十一买的，关注一段时间了，价格合适就出手。还没安装，安好后再追评",1
"""双十一买了俩-1.5！俩大一匹！自己提前打好孔！准备好架子！俩师傅是父子！冒雨帮装好4台空调！一直干到下午二点才回家吃饭！谢谢他们！没多收一分钱！",1
"""不错",1
"""商品好好好，家人很喜欢",1
"""好",1
"""挺好的，点赞",1
"""好",1
"""空调很棒，价格实惠",1
"""服务态度很好，非常感谢！",1
"""空调试了制冷挺好的 满意 安装因为材料没有超出所以是免费的 特意买的格力空调看中的是他的质量与售后 我们家现在3台格力了 例外两台用了两年了都挺好所以这个依然选格力 希望给大家做个参考吧！一分钱一分货",1
"""装修屯货 用后评价 物流真给力",1
"""帮姨妈买的，他很满意，昨天下单今天配送并安装完了，京东很赞。",1
"""全程贴心服务，还免高空作业费",1
"""声音小，就是显示器在强光下会看不清楚",1
"""物超所值，安装师傅服务挺好，正能量。",1
"""送货、安装服务都很好&hellip;&hellip;",1
"""可以看着不错o",1
"""买了两台，有一台不太制暖，联系格力厂家售后，给修好了，总之还不错。",1
"""已安装还未使用，看上去还不错。",1
"""昨天下午买的，今天到，师傅马上就过来装了，比实体店买还快！安装师傅服务也非常愉快！态度好！本人绝非刷单的！",1
"""质量绝对过硬，安装师傅不太靠谱，太年轻了，缺乏经验",1
"""配送非常及时，7号下单，8号就联系配送了。安装就更没有话说，服务质量极好，给了我非常好的感受，这是我第一次在京东买东西，之前都是某猫店买的，以后看来我是需要换换了！",1
"""空调外观好看，安装完毕试了一下制热，很快。安装服务也很好，比在电器商场好很多，电器商场里面扯来扯去很麻烦，有时候安装的人还要私下收费。之前电器商场买电视机，安装还被忽悠私下另外收费了",1
"""很值得购买很值得购买 很值得购买很值得购买 很值得购买很值得 很值得购买很值得购买 很值得购买很值得购买 很值得购买很值得购买 很值得购买很值得购买 很值得购买很值得购买 很值得购买很值得购买 很值得购买很值得购买",1
"""非常不错，安装的也很好",1
"""好",1
"""不错，质量好，外观也好看，",1
"""送货及时，产品质量好。",1
"""好评，安装师傅也挺好的",1
"""感觉还可以，试用一段时间再看",1
"""送的很快，商品质量好，客服态度好，后期安装到位。",1
"""满意",1
"""安装非常好",1
"""安装师傅很准时",1
"""还没使用，相信国产空调，期待效果",1
"""价格合理",1
"""好",1
"""不错，师傅的安装也很快",1
"""非常棒的一次购物，把我对网购电器的顾虑全打消了。京东非常给力，从我付款的第二天就有工作人员跟我联系，从出库、送货、安装到最后的售后，每一步都让我感动，每一步的服务都让我放心，非常棒的京东！给力！京东棒棒的！",1
"""好用",1
"""空调蛮小巧的，售后需要网上预约，来的也很快，服务蛮好的",1
"""京东的服务很不错，全程都有客服跟踪服务。",1
"""不错，特价2099买的，噪音小，不过没单冷的制冷速度快。相对的噪音小。不过安装适度没开收据，收我200不锈钢架子钱。2台的。",1
"""今天刚安装好，使用了一下，感觉不错，性价比挺高。",1
"""物流快！",1
"""空调应该是装了吧",1
"""送货速度快，制冷效果好，但是刚开机的时候启动较慢",1
"""大品牌，信赖",1
"""对格力比较信任，买了两个空调",1
"""服务挺好 发货快，安装及时。",1
"""价格实惠，大品牌值得信赖",1
"""满意",1
"""给力！",1
"""-1sujra3n6g不错，挺好的",1
"""很给力",1
"""大概不错",1
"""安装师傅态度非常好，耐心细致，给格力点赞啊",1
"""还没用，用了再追加",1
"""很好",1
"""给力！",1
"""还没使用",1
"""晚上下单第二天就送到了，安装师傅装的也很快&hellip;",1
"""安装师傅很认真 专业",1
"""好好好好好好好好好好好好。",1
"""格力牌子好！一下子买了三台。送货很快，小师傅很给力，一个人扛了6箱，辛苦了！空调制冷好，设计简单大方，装机的师傅高空工作，好卖力，好评好评！配送管子基本够长，只有一台需要加管，费用都是京东的价格，加管3米*元，高空共*元。",1
"""物流很快，格力自己员工上门安装免费，服务超棒！",1
"""款式新还安静，非常棒",1
"""-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1",1
"""速度很快，安装也挺速度，好评",1
"""格力就是给力",1
"""好",1
"""挺好的，十分不错",1
"""外观好看",1
"""空调很棒，物流也快，不错",1
"""不错，很实惠，2299买的。声音也不大",1
"""好评",1
"""格力空调队伍专业安装专业服务？服务非常不错",1
"""东西非常的好十分好十分棒",1
"""送货及时，安装快，服务非常好！",1
"""服务态度不错",1
"""非常满意！",1
"""整体满意，售后服务很好",1
"""空调已经安装好，外观和样式很照片一样，挺满意的，-1999的价格也实惠，服务到位，地区品牌服务和区域安装人员服务都很不错，特别是安装人员，跑了两趟还是很耐心的给安装好，好评",1
"""安装挺快的，安装工人态度也很好，颜色和我家的墙面很搭～",1
"""速度快，服务好，安装快",1
"""好空调，格力造~！制冷效果好，几分钟就冷飕飕的，晚上还得盖被。",1
"""拆旧机送货安装一天完成，很迅速，给个好评。旧空调坏了，这大热天一天也不想拖。有按要求抽真空。",1
"""国产空调选格力。客房备用无需变频，因为少用，所以也省不了多少电。京东速度就是快，今天下单明天就到。师傅立即联系上门安装，京东的服务一流。安装后噪音小，希望耐用。",1
"""相当不错 服务态度好 操作专业 耐心热情 大赞",1
"""安装专业有礼，当天送当天装，好评！",1
"""这是再次购买，感觉好，这次安装要麻烦的多，所以耽误我很长时间，希望质量没有问题。",1
"""很好。发货怏。安装怏。大品牌。质量好。噪音低。",1
"""很好，服务态度很好很好，非常好！",1
"""很不错，送货很快，安装师傅很专业",1
"""很好服务，安装师傅很好！",1
"""质量很好，速度很快，安装到位，服务一流",1
"""好评5分！",1
"""空调昨天收到了，已经和安装人员预约了，等安装了就可以享受了，日后看看有没有问题才知道是不是核心技术",1
"""-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1",1
"""外观挺好看，简洁，送货很快，来暖气了所以还没用，希望噪音不会大",1
"""新房装修，一次买了四台，安装人员服务态度很好，很满意！",1
"""安装好了，挂机亮丽，制冷静音，好空调格力造。",1
"""装好了，安装师傅真的很nice \n",1
"""还没有开始用  但是售后很快就来安装了   挺好的",1
"""物流速度非常快，服务态度好!",1
"""给妈妈买的，东西挺好，服务不错，安装也很好",1
"""送货及时。安装到位。还帮忙移机了。很感谢。",1
"""格力空调，就在-1-1月份我已购了5台了。安装在老家房子，送货和安装师博都超极的好，谢谢了！",1
"""好好好，发票找到了",1
"""送货速度快，安装师傅认真负责，安装满意。",1
"""送货师傅服务非常好！谢谢！！！！",1
"""还没用了，用了-10几年的格力，继续支持",1
"""配送很快！！！！！！！",1
"""第二次买了，无论是质量还是安装，都很给力。",1
"""-1号购买2号安装完成，师傅们的服务态度很好。试用了一个晚上，效果非常满意",1
"""相信格力的品质和京东的服务",1
"""很好，师傅都非常不错",1
"""安装师傅服务好，质量好、态度好",1
"""制冷非常快，师傅安装非常专业，去年装过一台了，垃圾处理的很好",1
"""很好，送货很快，安装很好，服务不错",1
"""好！质量很好",1
"""不错",1
"""空调是最新款。制冷快，送货快，安装服务好。",1
"""不错",1
"""帮朋友买的，安装师傅非常好，安装到位，辛苦了。",1
"""还没使用，价格很合适",1
"""省电",1
"""好空调，格力造",1
"""正常",1
"""可以可以安装师傅辛苦了'''好冷好冷好冷呀",1
"""还可以",1
"""送货速度还可以",1
"""好",1
"""好，质量好，安装师傅辛苦了！送货也快！",1
"""还可以 就是感觉制冷速度一般 还没隔壁房间-10年前的空调制冷快",1
"""到货安装速度很快，安装好后调试制热挺好，关于具体好坏用段时间再追加评价！在此特别感谢安装空调的帅哥师傅服务态度热情，技术业务熟练，至于格力空调西北售后服务不是很满意！",1
"""格力空调真的很不错，效果好，声音小，还很漂亮",1
"""一买就三台了。不错。相信格力",1
"""东西不错，但是格力售后真的是特别差，预约安装等了5天左右没人联系，以后不会再买格力了",1
"""非常满意",1
"""物流快，安装也快。货到之前安装师傅就主动联系，安装专业、快捷。十分满意！",1
"""大品牌值得信赖",1
"""好好好好好哦",1
"""隔天到货，真是快啊！",1
