CommentCount,GoodRateShow,GoodCount,F_type,price,GeneralCount,brand,p_Name,PreferentialPrice,PoorCount,shop_name,X_type,type,keyword,ProductID,Y_type
0,100,0,none,3688.00,0,飞利浦（PHILIPS）,飞利浦吸尘器FC8950家用强力 螨虫吸尘器大功率吸尘器,3388.00,0,飞利浦京汇专卖店,none,"飞利浦吸尘器FC8950家用强力 螨虫吸尘器大功率吸尘器,10859895866, ,7.5kg",,10859895866,none
0,100,0,单冷,3899.00,0,GIG,移动冷风扇 单冷遥控冷风扇 降温加湿冷风扇 风扇三挡风速 YL-24E,1399.00,0,云购奢侈品专营店,none,"移动冷风扇 单冷遥控冷风扇 降温加湿冷风扇 风扇三挡风速 YL-24E,12861538704, ,14.0kg,中国大陆,YL-24B-YL-24E两款,7L以上,无定时,三档调节,正常风、自然风,单冷,机械式,横出风",,12861538704,none
0,100,0,冷暖,999.00,0,水田,水田取暖器节能电暖气PTC陶瓷电暖器家用两用,598.00,0,微智礼品专营店,none,"水田取暖器节能电暖气PTC陶瓷电暖器家用两用,12875081244, ,5.0kg,中国大陆,HPN18A-M,3L以下,无定时,三档调节,正常风、自然风、睡眠风,冷暖,机械式,竖出风",,12875081244,none
7,86,6,none,1599.00,0,九阳（Joyoung）,九阳（Joyoung ）原汁机E18卧式电动水果榨汁机家用渣汁分离多功能软硬两档调节,1299.00,1,九阳福建外星专卖店,none,"九阳（Joyoung ）原汁机E18卧式电动水果榨汁机家用渣汁分离多功能软硬两档调节,11795077757, ,7.0kg,中国大陆,50-80转/分,按键式,原汁机,榨汁，碎肉,塑料",,11795077757,原汁机
2,100,2,none,3298.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）家用无绳充电式吸尘器FC6168 无线无耗材尘桶式立式手持推杆型,1899.00,0,飞利浦澜盛专卖店,none,"飞利浦（PHILIPS）家用无绳充电式吸尘器FC6168 无线无耗材尘桶式立式手持推杆型,11017470862, ,4.0kg",,11017470862,none
0,100,0,冷暖,698.00,0,金立,金立移动冷暖空调扇 家用静音移动加湿制冷风机水冷风扇水空调冷气空调扇 白色+中国红【单冷】,468.00,0,耐力礼品专营店,none,"金立移动冷暖空调扇 家用静音移动加湿制冷风机水冷风扇水空调冷气空调扇 白色+中国红【单冷】,12876476481, ,200.00g,3-5L,2-8小时,三档调节,正常风、自然风、睡眠风,冷暖,遥控式,横出风",,12876476481,none
3,100,3,none,1099.00,0,九阳（Joyoung）,九阳（Joyoung）榨汁机家用智能原汁机大口径果汁机JYZ-V920 香槟金,999.00,0,九阳官方旗舰店,none,"九阳（Joyoung）榨汁机家用智能原汁机大口径果汁机JYZ-V920 香槟金,12397824657, ,5.6kg,0-50转/分,按键式,原汁机,榨汁，其他,金属",,12397824657,原汁机
10,100,10,none,6328.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）卧式吸尘器FC9912 家用手持大功率无尘袋吸尘机 可水洗滤网 亮铜色,3499.00,0,飞利浦美佳舍专卖店,缝隙吸头，毛刷吸头，小吸头，其他,"飞利浦（PHILIPS）卧式吸尘器FC9912 家用手持大功率无尘袋吸尘机 可水洗滤网 亮铜色,1743808969, ,11.18kg,FC9912,地板，地毯，瓷砖,卧式吸尘器,电源式（5米-10米）,1800w及以上,缝隙吸头，毛刷吸头，小吸头，其他",吸力持久 电源线够长 噪音小 配件齐全 功率大 质量不错 打扫干净 使用方便 吸尘器不错 吸力很大 吸力很大 打扫干净 质量不错 电源线够长 吸力持久,1743808969,卧式吸尘器
0,100,0,单冷,599.00,0,微狼（WEIWOLF）,金立冷风扇空调扇 静音家用制冷遥控可移动单冷冷风扇冷风机 浅蓝色,299.00,0,韩恩奢侈品专营店,none,"金立冷风扇空调扇 静音家用制冷遥控可移动单冷冷风扇冷风机 浅蓝色,12877253573, ,4.0kg,菊花,3-5L,无定时,三档调节,正常风、自然风、睡眠风,单冷,机械式,横出风",,12877253573,none
10,88,10,none,1299.00,0,九阳（Joyoung）,九阳（Joyoung）JYZ-V907大口径原汁机多功能榨汁机 玫瑰金,699.00,2,九阳官方旗舰店,none,"九阳（Joyoung）JYZ-V907大口径原汁机多功能榨汁机 玫瑰金,10519017883, ,10.0kg,50-80转/分,按键式,原汁机,榨汁，其他,其他",,10519017883,原汁机
20,100,20,none,6999.00,0,None,德国进口Dyson戴森吸尘器 DC52 超强吸力 卧式吸尘器 深蓝色,4100.00,0,ocean海外专营店,其他,"德国进口Dyson戴森吸尘器 DC52 超强吸力 卧式吸尘器 深蓝色,1950462554, ,6.0kg,地板，地毯,卧式吸尘器,电源式（5米-10米）,1800w及以上,其他",东西不错 吸尘器不错 打扫干净 吸尘很干净 吸力很大 质量不错 使用方便 噪音小 不易缠发 电源线够长 吸力很大 吸尘很干净 不易缠发 电源线够长 使用方便 东西不错 打扫干净 使用方便 吸尘器不错 东西不错 吸力很大 东西不错 质量不错 吸尘器不错 东西不错 吸尘器不错 吸力很大 吸尘很干净 东西不错 打扫干净,1950462554,卧式吸尘器
0,100,0,冷暖,888.00,0,凉师傅（liangshifu）,夏季遥控冷暖冷风扇/空调扇/电风扇/取暖器 白色,599.00,0,韩恩奢侈品专营店,none,"夏季遥控冷暖冷风扇/空调扇/电风扇/取暖器 白色,12879601111, ,7.0kg,5-7L,8小时以上,三档调节,正常风、自然风、睡眠风,冷暖,遥控式,横出风",,12879601111,none
5,100,5,none,999.00,0,九阳（Joyoung）,九阳（Joyoung）原汁机家用全自动果蔬榨汁机多功能打甘蔗炸水果汁机JYZ-E3C正品 【JYZ-E3C】+【精瓷螺杆】+【可榨甘蔗】,599.00,0,九阳北京中鼎专卖店,none,"九阳（Joyoung）原汁机家用全自动果蔬榨汁机多功能打甘蔗炸水果汁机JYZ-E3C正品 【JYZ-E3C】+【精瓷螺杆】+【可榨甘蔗】,12224504808, ,7.0kg,中国大陆,JYZ-E3C,榨汁,50-80转/分,按键式,原汁机，电动榨汁机",,12224504808,原汁机，电动榨汁机
0,100,0,none,3999.00,0,None,戴森(Dyson) DC45motorhead无线无绳手持式家用吸尘器  DC45,3999.00,0,易通国际海外专营店,none,"戴森(Dyson) DC45motorhead无线无绳手持式家用吸尘器  DC45,1954110085, ,500.00g",,1954110085,none
0,100,0,单冷,1280.00,0,蝙蝠,蝙蝠(bianfu)BV-7 空调扇/遥控单冷冷风扇/雾化喷雾加湿降温电风扇 黑色,598.00,0,蝙蝠旗舰店,none,"蝙蝠(bianfu)BV-7 空调扇/遥控单冷冷风扇/雾化喷雾加湿降温电风扇 黑色,12880796236, ,10.8kg,BV-7,3L以下,8小时以上,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,12880796236,none
10,90,9,none,5299.00,0,None,欧洲直邮 飞利浦Philips破壁机榨汁机 家用电动果汁机 高速搅拌机 食品处理器料理机 HR1896/70,1368.00,1,海淘商全球购专营店,none,"欧洲直邮 飞利浦Philips破壁机榨汁机 家用电动果汁机 高速搅拌机 食品处理器料理机 HR1896/70,1983725188, ,1.0kg,破壁机，电动榨汁机,20000转/分(含)以上",,1983725188,破壁机，电动榨汁机
3,100,3,none,3699.00,0,None,包邮包税 戴森Dyson DC45 Motorhead 无线无绳手持式家用吸尘器 无耗材 银色,2834.00,0,开元海外专营店,none,"包邮包税 戴森Dyson DC45 Motorhead 无线无绳手持式家用吸尘器 无耗材 银色,1954416500, ,2.2kg",小巧轻便 小巧轻便,1954416500,none
0,100,0,单冷,598.00,0,微狼（WEIWOLF）,迷你无叶风扇家用超静音遥控电风扇安全冷小风扇 银灰,398.00,0,耐力礼品专营店,none,"迷你无叶风扇家用超静音遥控电风扇安全冷小风扇 银灰,12943718956, ,200.00g,3L以下,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,12943718956,none
1,100,1,none,599.00,0,九阳（Joyoung）,Joyoung/九阳榨汁机JYZ-E3C电动水果多功能陶瓷螺旋挤压卧式原汁机,599.00,0,九阳山西物择专卖店,none,"Joyoung/九阳榨汁机JYZ-E3C电动水果多功能陶瓷螺旋挤压卧式原汁机,11816604036, ,5.3kg,50-80转/分,按键式,原汁机,榨汁,塑料",,11816604036,原汁机
0,100,0,none,9999.00,0,None,包邮包税 戴森Dyson DC45 Motorhead 无线无绳手持式家用吸尘器 无耗材 银色,2699.00,0,开元海外专营店,none,"包邮包税 戴森Dyson DC45 Motorhead 无线无绳手持式家用吸尘器 无耗材 银色,1954416500, ,2.2kg",,1954450431,none
0,100,0,工业,1999.00,0,先锋,先锋（Singfun）工业冷风扇/空调扇/商用冷风机/商业冷风机/冷气机/移动空调扇 FLZ35-17A工业冷风扇,1099.00,0,先锋生活电器旗舰店,none,"先锋（Singfun）工业冷风扇/空调扇/商用冷风机/商业冷风机/冷气机/移动空调扇 FLZ35-17A工业冷风扇,13020044716, ,16.95kg,中国大陆,0101LZS35-17A,7L以上,无定时,三档调节,正常风,工业,机械式,横出风",,13020044716,none
0,100,0,none,1999.00,0,九阳（Joyoung）,Joyoung/九阳 JYL-Y6多功能料理机破壁家用养生机辅食搅拌机豆浆 卡其色,849.00,0,九阳北京中鼎专卖店,none,"Joyoung/九阳 JYL-Y6多功能料理机破壁家用养生机辅食搅拌机豆浆 卡其色,12206847715, ,7.0kg,中国大陆,JYL-Y6,20000转/分(含)以上,按键式,破壁机，电动榨汁机,榨汁，搅拌，干磨，五谷粉，碎冰，豆浆,金属",,12206847715,破壁机，电动榨汁机
20,100,20,none,3699.00,0,None,德国直邮 戴森Dyson Digital Slim DC45 手持无线吸尘器 200W 魔幻银 Digital Slim DC45,2834.00,0,德国直营免税专营店,床褥沙发吸头，地面吸头,"德国直邮 戴森Dyson Digital Slim DC45 手持无线吸尘器 200W 魔幻银 Digital Slim DC45,1966270521, ,4.38kg,马来西亚,MD1-EU-GNR4566A,地板，地毯,无线吸尘器,充电式（无线）,500W以下,床褥沙发吸头，地面吸头",功率大 配件齐全 节能电机 质量不错 吸尘很干净 吸尘器不错 电源线够长 外观漂亮 打扫干净 尘杯容量大 质量不错 功率大 吸力很大 质量不错 配件齐全 吸尘器不错 功率大 外观漂亮 打扫干净 质量不错 配件齐全 电源线够长 吸头很多 节能电机 使用方便 质量不错 功率大 配件齐全 尘杯容量大 吸尘器不错 吸尘器不错 吸力持久 功率大,1966270521,无线吸尘器
0,100,0,单冷,1699.00,0,康佳（KONKA）,康佳（KONKA）空调扇/冷风扇/电风扇/移动蒸发式水冷工业冷风机/冷气扇KF-LY316 奶茶色,899.00,0,泽林电器专营店,none,"康佳（KONKA）空调扇/冷风扇/电风扇/移动蒸发式水冷工业冷风机/冷气扇KF-LY316 奶茶色,13065009588, ,22.6kg,7L以上,无定时,三档调节,正常风,单冷,机械式,横出风",,13065009588,none
0,100,0,none,999.00,0,九阳（Joyoung）,九阳榨汁机家用果汁机卧式原汁机 JYZ-E25,999.00,0,九阳山西物择专卖店,none,"九阳榨汁机家用果汁机卧式原汁机 JYZ-E25,12712117894, ,4.3kg,50-80转/分,按键式,原汁机，电动榨汁机,榨汁,塑料",,12712117894,原汁机，电动榨汁机
0,100,0,none,3199.00,0,None,戴森Dyson V6 Absolute家用手持无线吸尘器 超越dc74 dc59 dc62,3199.00,0,德国直营免税专营店,none,"戴森Dyson V6 Absolute家用手持无线吸尘器 超越dc74 dc59 dc62,1955442745, ,2.3kg,马来西亚",,1955442745,none
0,100,0,单冷,1599.00,0,格力（GREE）,格力（GREE）KS-08X60DgL 家用遥控空调扇公寓宿舍冷风机办公室单冷静音冷风扇,899.00,0,格力小家电专营店,none,"格力（GREE）KS-08X60DgL 家用遥控空调扇公寓宿舍冷风机办公室单冷静音冷风扇,13066407049, ,16.7kg,中国大陆,KS-08X60DgL,7L以上,2-8小时,四档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,13066407049,none
20,100,20,none,1299.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）榨汁机 果汁机家用 大口径 防滴漏 渣汁分离高出汁率 HR1871/00,958.00,0,飞利浦澜盛专卖店,none,"飞利浦（PHILIPS）榨汁机 果汁机家用 大口径 防滴漏 渣汁分离高出汁率 HR1871/00,12174430013, ,4.189kg,20000转/分(含)以上,旋钮式,电动榨汁机,榨汁,不锈钢，塑料",,12174430013,电动榨汁机
10,100,10,none,3899.00,0,None,德国正品直邮 戴森Dyson DC62 家用无绳手持除螨仪吸尘器 静音 秘银色 无附带吸头,3199.00,0,blossom海外专营店,none,"德国正品直邮 戴森Dyson DC62 家用无绳手持除螨仪吸尘器 静音 秘银色 无附带吸头,1955959031, ,4.0kg",吸力持久 使用方便 吸尘很干净 吸尘器不错 打扫干净 功率大 吸力很大 小巧轻便 功率大 吸力很大 打扫干净 吸力持久 小巧轻便 吸尘很干净 吸尘很干净 使用方便 使用方便,1955959031,none
0,100,0,单冷,2999.00,0,多朗,多朗DL-B012000/18000工业冷风机空调扇水冷风机降温环保水空调 工业加湿器 D DL-SLB018,30.00,0,衡力诚电器专营店,none,"多朗DL-B012000/18000工业冷风机空调扇水冷风机降温环保水空调 工业加湿器 D DL-SLB018,13068165567, ,30.0kg,中国大陆,5-7L,2-8小时,三档调节,正常风,单冷,遥控式,横出风",,13068165567,none
1,100,1,none,1199.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）飞利浦 HR1871榨汁机家用 多功能全自动水果汁机不锈钢外壳,958.00,0,飞利浦京汇专卖店,none,"飞利浦（PHILIPS）飞利浦 HR1871榨汁机家用 多功能全自动水果汁机不锈钢外壳,11170795372, ,5.2kg,12001转/分(含)-15000转/分(含),榨汁,电动榨汁机",,11170795372,电动榨汁机
7,100,7,none,3199.00,0,None,戴森Dyson V6 Absolute家用手持无线吸尘器 超越dc74 dc59 dc62 V6  直驱版  2吸头,3088.00,0,blossom海外专营店,none,"戴森Dyson V6 Absolute家用手持无线吸尘器 超越dc74 dc59 dc62 V6  直驱版  2吸头,1957509846, ,2.3kg,手持式,91-150㎡,无线,其他 　",刷头多样 吸力很大 使用方便 电源线够长 吸尘很干净 吸力持久 电源线够长 吸尘很干净 使用方便 吸力很大 吸力持久 刷头多样 刷头多样,1957509846,手持式
0,100,0,工业,2800.00,0,凯普沃,凯普沃移动空调一体机工业冷气机单冷型冷风机户外厂房车间制冷SAC-18 白色,2299.00,0,宇坤专营店,none,"凯普沃移动空调一体机工业冷气机单冷型冷风机户外厂房车间制冷SAC-18 白色,13111643678, ,25.0kg,中国大陆,SAC-18,3-5L,无定时,二档调节,正常风,工业,机械式,横出风",,13111643678,none
0,100,0,none,799.00,0,九阳（Joyoung）,Joyoung/九阳榨汁机JYZ-E3C电动水果多功能陶瓷螺旋挤压卧式原汁机,599.00,0,九阳上海泛齐专卖店,none,"Joyoung/九阳榨汁机JYZ-E3C电动水果多功能陶瓷螺旋挤压卧式原汁机,12178488352, ,5.3kg,榨汁,50-80转/分,陶瓷,原汁机，电动榨汁机",,12178488352,原汁机，电动榨汁机
10,92,10,none,3699.00,1,None,德国直邮 戴森Dyson Digital Slim DC45 手持无线吸尘器 200W 魔幻银,2834.00,0,blossom海外专营店,none,"德国直邮 戴森Dyson Digital Slim DC45 手持无线吸尘器 200W 魔幻银,1967257136, ,2.2kg,其他,91-150㎡,无线,手持式,干湿两用式,其他 　,46db-70db",吸力很大 吸尘器不错 使用方便 质量不错 吸力很大 使用方便 打扫干净 使用方便 吸尘器不错 使用方便 吸尘很干净 打扫干净 吸尘很干净 节能电机 小巧轻便,1967257136,手持式
10,92,10,冷暖,899.00,1,赛亿（Shinee）,赛亿（Shinee）遥控冷暖冷风扇 空调扇 电风扇 取暖器 暖风机LNG-04BR1 大号单冷LNG-05AR,799.00,0,一网专营店,none,"赛亿（Shinee）遥控冷暖冷风扇 空调扇 电风扇 取暖器 暖风机LNG-04BR1 大号单冷LNG-05AR,13118670503, ,8.7kg,中国大陆,LNG-04B1R,7L以上,2-8小时,二档调节,正常风、自然风、睡眠风,冷暖,遥控式,横出风",节能,13118670503,none
0,100,0,none,1899.00,0,九阳（Joyoung）,九阳原汁机低速榨汁机卧式 JYZ-E16 高亮咖啡色,1299.00,0,九阳黑辽怡凯专卖店,none,"九阳原汁机低速榨汁机卧式 JYZ-E16 高亮咖啡色,11706654218, ,6.5kg,JYZ-E16,50-80转/分,按键式,原汁机,榨汁,其他",,11706654218,原汁机
0,100,0,none,5999.00,0,None,戴森Dyson V6 Absolute除螨手持式吸尘器 家用无线无绳 粉红色,3199.00,0,跨境宝海外专营店,其他,"戴森Dyson V6 Absolute除螨手持式吸尘器 家用无线无绳 粉红色,1957575245, ,2.3kg,地板,除螨,除螨仪,其他,1000w-1399w,其他",,1957575245,除螨仪
0,100,0,单冷,879.00,0,蝙蝠,蝙蝠(bianfu)BV-7空调扇/遥控单冷冷风扇/雾化喷雾加湿降温电风扇,598.00,0,莱帕专营店,none,"蝙蝠(bianfu)BV-7空调扇/遥控单冷冷风扇/雾化喷雾加湿降温电风扇,13158205100, ,10.8kg,中国大陆,BV-7,3L以下,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,13158205100,none
0,100,0,none,2399.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）HR1869/00 榨汁机家用水果多功能电动果汁机,1089.00,0,亨润达专营店,none,"飞利浦（PHILIPS）HR1869/00 榨汁机家用水果多功能电动果汁机,11702126445, ,6.8kg,0-50转/分,旋钮式，按键式,电动榨汁机,榨汁,塑料",,11702126445,电动榨汁机
1,100,1,none,4999.00,0,None,包邮包税 戴森Dyson DC45 Motorhead 无线无绳手持式家用吸尘器 无耗材 银色,2834.00,0,跨境宝海外专营店,其他,"包邮包税 戴森Dyson DC45 Motorhead 无线无绳手持式家用吸尘器 无耗材 银色,1957582747, ,2.2kg,地板,除螨,配件及其他,其他,500w-999w,其他",,1957582747,配件及其他
0,100,0,单冷,1598.00,0,艾美特（AIRMATE）,艾美特(Airmate)制冷加湿电风扇CF625RI-W 遥控式落地空调扇节能省电,799.00,0,艾美特子云专卖店,none,"艾美特(Airmate)制冷加湿电风扇CF625RI-W 遥控式落地空调扇节能省电,13158908136, ,10.7kg,中国大陆,CF625RI-16,5-7L,8小时以上,四档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,13158908136,none
0,100,0,none,3999.00,0,飞利浦（PHILIPS）,飞利浦 Philips 榨汁机    破壁机HR1890 HR3868 HR1890绿色180W,1299.00,0,飞利浦山盟专卖店,none,"飞利浦 Philips 榨汁机    破壁机HR1890 HR3868 HR1890绿色180W,11686854517, ,3.0kg,HR1895/80,50-80转/分,其它,原汁机，破壁机,榨汁，其他,其他",,11686854517,原汁机，破壁机
1,100,1,none,4999.00,0,None,包邮包税 德国进口直邮 戴森Dyson DC62 家用无绳手持除螨仪吸尘器 静音 秘银色,3149.00,0,跨境宝海外专营店,电动吸头,"包邮包税 德国进口直邮 戴森Dyson DC62 家用无绳手持除螨仪吸尘器 静音 秘银色,1957586503, ,2.0kg,地板,除螨,配件及其他,其他,1000w-1399w,电动吸头",,1957586503,配件及其他
0,100,0,单冷,1599.00,0,澳柯玛（AUCMA）,澳柯玛LZ10-A701(Y)大型定时遥控办公宿舍移动冷风机空调扇冷风扇工业扇,999.00,0,澳柯玛小家电旗舰店,none,"澳柯玛LZ10-A701(Y)大型定时遥控办公宿舍移动冷风机空调扇冷风扇工业扇,13159451466, ,20.5kg,7L以上,8小时以上,三档调节,正常风,单冷,遥控式,横出风",,13159451466,none
0,100,0,none,3999.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）HR1890/80 破壁微榨慢汁机 Viva系列 HR1890绿色,1399.00,0,久韵和茂专营店,none,"飞利浦（PHILIPS）HR1890/80 破壁微榨慢汁机 Viva系列 HR1890绿色,11684619448, ,4.83kg,12001转/分(含)-15000转/分(含),按键式,原汁机，破壁机,榨汁，其他,塑料",,11684619448,原汁机，破壁机
4,100,4,none,3799.00,0,None,戴森（Dyson）吸尘器 DC62 Extra家用无线吸尘器 手持式双效吸尘 DC62 Extra,2799.00,0,跨境国际专营店,电动吸头，床褥沙发吸头,"戴森（Dyson）吸尘器 DC62 Extra家用无线吸尘器 手持式双效吸尘 DC62 Extra,1957756166, ,2.04kg,1001940,地板，地毯，瓷砖，厨房,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头",尘杯容量大 吸尘很干净 吸头很多 吸力很大 吸力持久 尘杯容量大 吸尘很干净 吸头很多 吸力很大 吸力持久 除螨,1957756166,无线吸尘器
0,100,0,工业,6500.00,0,凯普沃,凯普沃移动空调一体机冷气机工业冷风机车间制冷冷风机单冷SAC-35,5599.00,0,宇坤专营店,none,"凯普沃移动空调一体机冷气机工业冷风机车间制冷冷风机单冷SAC-35,13160053128, ,70.0kg,中国大陆,SAC-35,7L以上,无定时,二档调节,正常风,工业,机械式,横出风",,13160053128,none
0,100,0,none,999.00,0,九阳（Joyoung）,Joyoung/九阳 JYZ-V911原汁机慢速榨汁机家用多功能全自动 红色,599.00,0,淘米专营店,none,"Joyoung/九阳 JYZ-V911原汁机慢速榨汁机家用多功能全自动 红色,11656933694, ,3.0kg,中国大陆,TMZYDJYZV911,0-50转/分,旋钮式,原汁机，电动榨汁机,榨汁,塑料",,11656933694,原汁机，电动榨汁机
0,100,0,none,8888.00,0,None,包邮包税 戴森Dyson DC62 Extra家用无绳手持除螨仪吸尘器 静音 秘银色,3149.00,0,开元海外专营店,none,"包邮包税 戴森Dyson DC62 Extra家用无绳手持除螨仪吸尘器 静音 秘银色,1961190825, ,2.0kg",,1961190825,none
0,100,0,单冷,1099.00,0,赛亿（Shinee）,赛亿(Shinee)遥控冷风扇 加大款家用可移动单冷空调扇 加大款单冷空调扇,669.00,0,吉航礼品专营店,none,"赛亿(Shinee)遥控冷风扇 加大款家用可移动单冷空调扇 加大款单冷空调扇,13162748904, ,9.0kg,SY-2392301,7L以上,8小时以上,三档调节,正常风、自然风、睡眠风,单冷,机械式,横出风",,13162748904,none
0,100,0,none,999.00,0,飞利浦（PHILIPS）,飞利浦 榨汁机家用 多功能果汁机 防滴漏大容量原汁机 HR1833,499.00,0,飞利浦丽新电器专卖店,none,"飞利浦 榨汁机家用 多功能果汁机 防滴漏大容量原汁机 HR1833,11598961618, ,2.5kg,榨汁,12001转/分(含)-15000转/分(含),塑料,电动榨汁机",,11598961618,电动榨汁机
3,100,3,none,8999.00,0,None,戴森DysonV6吸尘器 家用手持式大功率充电式除螨吸力大小型无线吸尘器 V6Animalpro宠物版,2799.00,0,海标洋行海外专营店,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头,"戴森DysonV6吸尘器 家用手持式大功率充电式除螨吸力大小型无线吸尘器 V6Animalpro宠物版,1961880795, ,4.0kg,地板，地毯，沙发，床铺，汽车,除螨,无线吸尘器,充电式（无线）,500W以下,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",,1961880795,无线吸尘器
0,100,0,冷暖,899.00,0,赛亿（Shinee）,赛亿(Shinee)冷风扇 家用可移动冷暖空调扇空气净化加湿冷风机 冷暖两用遥控,559.00,0,吉航礼品专营店,none,"赛亿(Shinee)冷风扇 家用可移动冷暖空调扇空气净化加湿冷风机 冷暖两用遥控,13163070987, ,6.5kg,LNG-04ER冷暖,5-7L,2-8小时,三档调节,正常风、自然风、睡眠风,冷暖,遥控式,横出风",,13163070987,none
0,100,0,none,758.00,0,None,【eBay精选】飞利浦（Philips）4合1榨汁机搅拌机粉碎机切碎机HR1847,692.00,0,eBay精选,none,"【eBay精选】飞利浦（Philips）4合1榨汁机搅拌机粉碎机切碎机HR1847,1968870067, ,3.6kg,131841166433,15001转/分(含)-18000转/分(含)",,1968870067,none
0,100,0,none,4999.00,0,None,戴森(Dyson)  吸尘器 手持吸尘器 家用小型除螨无线无绳 V6 Motorhead 戴森手持吸尘器  V6 Motorhead,2990.00,0,富瑞康全球购专营店,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头,"戴森(Dyson)  吸尘器 手持吸尘器 家用小型除螨无线无绳 V6 Motorhead 戴森手持吸尘器  V6 Motorhead,1982122688, ,2.03kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,拖地功能，一键断发，旋风过滤,立式/手持吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头",,1982122688,立式/手持吸尘器
0,100,0,单冷,759.00,0,赛亿（Shinee）,赛亿(Shinee)冷风扇 家用可移动单冷空调扇空气净化加湿冷风机 单冷遥控版,489.00,0,吉航礼品专营店,none,"赛亿(Shinee)冷风扇 家用可移动单冷空调扇空气净化加湿冷风机 单冷遥控版,13163165371, ,6.4kg,LNG-04ER,5-7L,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,13163165371,none
0,100,0,none,999.00,0,None,Philips/飞利浦 HR1836榨汁机家用电动多功能果汁水果蔬菜机,798.00,0,HK数码国际全球购专营店,none,"Philips/飞利浦 HR1836榨汁机家用电动多功能果汁水果蔬菜机,1979692389, ,3.6kg,12001转/分(含)-15000转/分(含),榨汁，其他,电动榨汁机",,1979692389,电动榨汁机
1,100,1,none,4799.00,0,None,日本原装 戴森Dyson V6 Mattress HH08COM手持无线吸尘除螨仪 HH08COM,3899.00,0,EC-WORLD海外专营店,none,"日本原装 戴森Dyson V6 Mattress HH08COM手持无线吸尘除螨仪 HH08COM,1966475644, ,1.3kg,日本",,1966475644,none
0,100,0,工业,3500.00,0,凯普沃,凯普沃冷气机SAC-25移动空调一体机工业冷风机单冷车间制冷,2998.00,0,宇坤专营店,none,"凯普沃冷气机SAC-25移动空调一体机工业冷风机单冷车间制冷,13163240062, ,45.0kg,中国大陆,SAC-25,7L以上,无定时,二档调节,正常风,工业,机械式,横出风",,13163240062,none
1,100,1,none,599.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）HR2166大容量搅拌机 电动家用多功能料理机 家用婴儿辅食破壁机,520.00,0,飞利浦山盟专卖店,none,"飞利浦（PHILIPS）HR2166大容量搅拌机 电动家用多功能料理机 家用婴儿辅食破壁机,11488731928, ,3.5kg,50-80转/分,旋钮式,电动榨汁机,榨汁，碎肉,塑料",,11488731928,电动榨汁机
3,100,3,none,3999.00,0,None,戴森(Dyson)吸尘器DC62 Extra手持式家用除螨无线无绳 Extra,2799.00,0,跨境网专营店,电动吸头,"戴森(Dyson)吸尘器DC62 Extra手持式家用除螨无线无绳 Extra,1968124653, ,2.06kg,1001940,地板，地毯，瓷砖，厨房，汽车,除螨,无线吸尘器,其他,1400w-1799w,电动吸头",吸尘器不错 吸力很大 小巧轻便 噪音小 质量不错 外观漂亮 配件齐全 吸尘器不错 质量不错 吸力很大 外观漂亮 吸尘器不错 小巧轻便 噪音小 配件齐全 吸力很大,1968124653,无线吸尘器
0,100,0,单冷,899.00,0,荣事达（Royalstar）,荣事达 (Royalstar) 空调扇/冷风扇/电风扇/家用移动制冷风机TM28K 遥控款KTS-L69,499.00,0,精创两季品专营店,none,"荣事达 (Royalstar) 空调扇/冷风扇/电风扇/家用移动制冷风机TM28K 遥控款KTS-L69,13188792711, ,9.0kg,7L以上,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,13188792711,none
0,100,0,none,1299.00,0,None,全球购 Philips/飞利浦 HR1871榨汁机电动家用果汁机 婴儿榨汁水果厨房料理机 银色,1199.00,0,HK数码国际全球购专营店,none,"全球购 Philips/飞利浦 HR1871榨汁机电动家用果汁机 婴儿榨汁水果厨房料理机 银色,1982894253, ,5.0kg,50-80转/分,榨汁,电动榨汁机",,1982894253,电动榨汁机
