评论数,差评,售价,标价,型号,商品ID,品牌,商品名称,关键字,好评,中评,好评率,商铺名称
1,0,369,668,"志高 壁扇/工业扇/工业壁扇/风扇/ 电风扇 工业壁扇FW-75C(直径700MM),12380661119, ,8.1kg,无定时,三档调节,正常风,4片,无,机械式,壁扇",12380661119,志高（CHIGO）,志高 壁扇/工业扇/工业壁扇/风扇/ 电风扇 工业壁扇FW-75C(直径700MM),广角送风 广角送风,1,0,100,盛世昌业专营店
10,0,299,499,"骆驼（CAMEL）FS40-11电风扇 16寸落地扇/金属仿古扇/欧式电扇/装饰电风扇,10268135186, ,8.0kg,FS40-J11,无定时,三档调节,正常风,4片,2级,机械式,落地扇",10268135186,骆驼（CAMEL）,骆驼（CAMEL）FS40-11电风扇 16寸落地扇/金属仿古扇/欧式电扇/装饰电风扇,风力很大 质量不错 造型美观 风扇不错 底座很稳 风力很大 质量不错 造型美观 风扇不错 底座很稳,10,1,93,金雷电器专营店
20,2,299,499,"奥克斯（AUX）吊扇/电风扇/小吊扇/蚊帐扇/宿舍吊扇/家用吊扇 带灯装饰吊扇FD-140A(直径1400MM),12398630072, ,5.15kg,无定时,五档调节,正常风,3片,3级,机械式,吊扇",12398630072,奥克斯（AUX）,奥克斯（AUX）吊扇/电风扇/小吊扇/蚊帐扇/宿舍吊扇/家用吊扇 带灯装饰吊扇FD-140A(直径1400MM),,20,0,93,盛世昌业专营店
3,0,499,519,"海尔（Haier）FSY4069智能遥控7叶电风扇 落地扇 ,12191476576, ,16.9kg,中国大陆,2-8小时,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",12191476576,海尔（Haier）,海尔（Haier）FSY4069智能遥控7叶电风扇 落地扇 ,,3,0,100,海尔生活家电旗舰店
1,0,229,2290,"艾美特(Airmate) FW4035R遥控壁扇 挂壁式风扇 16寸节能工程扇,13155184610, ,4.3kg,FW4035R,2-8小时,三档调节,正常风,5片,1级,遥控式,壁扇",13155184610,艾美特（AIRMATE）,艾美特(Airmate) FW4035R遥控壁扇 挂壁式风扇 16寸节能工程扇,,1,0,100,艾美特华安专卖店
200,10,79,199,"卡帝亚KYT-25B,829937,2.6kg,浙江宁波,2小时以下,三档调节,正常风,6片,2级,机械式,转页扇，台扇",829937,卡帝亚（KADEER）,卡帝亚（Kadeer） KYT-25B 台式转页扇,还可以吧 一般 声音小 质量不错 广角送风 风很柔和 颜色漂亮 使用方便 睡眠风不错 遥控方便,200,20,87,卡帝亚两季品旗舰店
7,0,189,1890,"艾美特(Airmate)电扇/5叶电风扇风扇16吋40CM壁扇FW4027-5,10501631697, ,4.8kg,FW4027-5,无定时,三档调节,正常风,5片,1级,机械式,壁扇",10501631697,艾美特（AIRMATE）,艾美特(Airmate)电扇/5叶电风扇风扇16吋40CM壁扇FW4027-5,风扇不错 风力很大 风扇不错 风力很大,6,1,86,艾美特旗舰店
5,0,379,3790,"艾美特（AIRMATE）直流风扇公主转页扇FB2554M/电风扇 10吋25厘米电扇风扇 浅蓝色,10287863688, ,4.38kg,FB2554M,2-8小时,五档以上,正常风,5片,1级,遥控式,转页扇",10287863688,艾美特（AIRMATE）,艾美特（AIRMATE）直流风扇公主转页扇FB2554M/电风扇 10吋25厘米电扇风扇 浅蓝色,安装方便 风很柔和 使用方便 风力很大 使用方便 风力很大 安装方便 风很柔和,4,1,80,艾美特华安专卖店
10,0,59,199,"海纳斯（HANASS）M2-388 电风扇 家用转页扇迷你小风扇台式办公室鸿运扇/台扇 浅灰色,12187579696, ,1.3kg,中国大陆,HNSZYEM2388,无定时,二档调节,正常风,3片,1级,机械式,落地扇，转页扇，台扇",12187579696,海纳斯（HANASS）,海纳斯（HANASS）M2-388 电风扇 家用转页扇迷你小风扇台式办公室鸿运扇/台扇 浅灰色,风扇不错 造型美观 适合宝宝 质量不错 底座很稳 颜色漂亮 风很柔和 底座很稳 颜色漂亮 风扇不错 风很柔和 质量不错 风扇不错,10,2,88,莱弗凯家用电器专卖店
30,1,369,599,"乐迪（Natridy）ND-668R 电风扇/遥控塔扇 灰色,1156357107, ,6.0kg,ND-668R,8小时以上,三档调节,正常风,无叶,2级,遥控式,塔扇",1156357107,乐迪（Natridy）,乐迪（Natridy）ND-668R 电风扇/遥控塔扇 灰色,安装方便 风扇不错 遥控方便 使用方便 声音小 底座很稳 电机好 风力很大 质量不错 还可以吧 质量不错 风扇不错 安装方便 遥控方便 底座很稳 声音小 电机好 遥控方便 风很柔和 睡眠风不错 使用方便 安装方便 风力很大 声音小,30,2,91,乐迪旗舰店
3,0,799,2299,"爱家乐AX12电风扇12寸无叶风扇台式落地扇遥控风扇空气循环扇家用,10484117082, ,3.8kg,2小时以下,无极变速,正常风、自然风、睡眠风,无叶,1级,遥控式,空气循环扇",10484117082,爱家乐,爱家乐AX12电风扇12寸无叶风扇台式落地扇遥控风扇空气循环扇家用,,3,0,100,爱家乐旗舰店
9,0,159,299,"奥克斯（AUX）FW-40-C1601RC 电风扇/四扇叶遥控壁扇/壁扇,11285419715, ,3.8kg,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,壁扇",11285419715,奥克斯（AUX）,奥克斯（AUX）FW-40-C1601RC 电风扇/四扇叶遥控壁扇/壁扇,,9,0,100,盛世昌业专营店
400,30,39,99,"【京东配送】中联FG11-42迷你微风扇电风扇小风扇小电扇小吊扇静音家用学生宿舍床头蚊帐 FG11-42蓝色,1179966393, ,400.00g,FG12-42,无定时,无极变速,正常风,5片,无,机械式,转页扇，吊扇，风扇伴侣",1179966393,中联（ZOLEE）,【京东配送】中联FG11-42迷你微风扇电风扇小风扇小电扇小吊扇静音家用学生宿舍床头蚊帐 FG11-42蓝色,声音小 风很柔和 质量不错 颜色漂亮 噪音很小 风力很大 风扇不错 使用方便 电机好 造型美观 质量不错 风扇不错 使用方便 风力很大 电机好 质量不错,400,20,86,网赢电器专营店
100,5,89,199,"凌耀（LINGYAO）LL-5商用家用壁扇 壁挂摇头电风扇 学生宿舍节能静音电扇,11151388501, ,3.0kg,中国大陆,无定时,三档调节,正常风、自然风,5片,1级,机械式,壁扇",11151388501,凌耀（LINGYAO）,凌耀（LINGYAO）LL-5商用家用壁扇 壁挂摇头电风扇 学生宿舍节能静音电扇,噪音很小 风扇不错 安全节能 扇网坚固 风力很大 质量不错 使用方便 安装方便 底座很稳 遥控方便 睡眠风不错 扇网坚固 噪音很小 质量不错 安全节能 风扇不错,100,2,96,凌耀生活电器旗舰店
20,0,158,298,"骆驼（CAMEL）FB45-3电风扇450壁扇18寸大工业扇壁挂牛角扇 黑色18吋壁扇,10405691431, ,3.5kg,中国大陆,FB45-3,无定时,三档调节,正常风,3片,2级,机械式,工业扇，壁扇",10405691431,骆驼（CAMEL）,骆驼（CAMEL）FB45-3电风扇450壁扇18寸大工业扇壁挂牛角扇 黑色18吋壁扇,扇网坚固 电机好,20,3,89,金雷电器专营店
100,6,49,139,"凯迪 电风扇台式风扇学生宿舍家用转页扇小风扇静音迷你鸿运扇家用电扇 白配橙 E9,10349357867, ,1.8kg,E9,2小时以下,三档调节,正常风,6片,3级,机械式,转页扇",10349357867,凯迪电器,凯迪 电风扇台式风扇学生宿舍家用转页扇小风扇静音迷你鸿运扇家用电扇 白配橙 E9,风力很大 风很柔和 风扇不错 扇网坚固 噪音很小 造型美观 广角送风,100,6,92,凯迪电器官方旗舰店
5,0,369,459,"钻石牌（DIAMOND）五叶智能遥控落地扇/电风扇静音  触摸面板 FSY-40C 黑色,12202745262, ,7.5kg,中国大陆,2-8小时,五档以上,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",12202745262,钻石牌（DIAMOND）,钻石牌（DIAMOND）五叶智能遥控落地扇/电风扇静音  触摸面板 FSY-40C 黑色,,4,1,80,钻石牌非凡专卖店
30,4,159,189,"华生（Wahson）FS40-1201Y 电风扇/五风叶遥控落地扇 白色遥控款FS40-1102Y,10733413099, ,6.5kg,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,机械式,落地扇",10733413099,华生（Wahson）,华生（Wahson）FS40-1201Y 电风扇/五风叶遥控落地扇 白色遥控款FS40-1102Y,噪音很小 造型美观 睡眠风不错 风很柔和 远程遥控 风力很大 风扇不错 遥控方便 造型美观 睡眠风不错 风很柔和 远程遥控 噪音很小 噪音很小 风力很大 风扇不错 遥控方便 质量不错 安全节能 底座很稳 使用方便,30,1,86,今旺腾腾专营店
3,0,399,798,"【京东配送】Kolin歌林 静音节能空气循环扇 对流电风扇台式定时摇头遥控换气扇 空调伴侣 淡粉,12160526034, ,3.2kg,2-8小时,三档调节,正常风、自然风、睡眠风,3片,1级,遥控式,空气循环扇",12160526034,歌林,【京东配送】Kolin歌林 静音节能空气循环扇 对流电风扇台式定时摇头遥控换气扇 空调伴侣 淡粉,安全节能 安全节能,3,0,100,梦熬专营店
80,3,129,219,"赛亿（Shinee)  遥控电风扇 落地扇 遥控可升降落地扇 磨砂黑-遥控,11403415009, ,5.8kg,中国大陆,FS40-6A-X	,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",11403415009,赛亿（Shinee）,赛亿（Shinee)  遥控电风扇 落地扇 遥控可升降落地扇 磨砂黑-遥控,,70,2,94,一网专营店
7,0,72,229,"美伯朗（MBOLG）M-08台式摇头电风扇静音定时迷你宿舍风扇家用台扇,11988451448, ,2.5kg,无定时,三档调节,正常风、自然风、睡眠风,5片,3级,机械式,台扇",11988451448,美伯朗（MBOLG）,美伯朗（MBOLG）M-08台式摇头电风扇静音定时迷你宿舍风扇家用台扇,颜色漂亮 质量不错 使用方便 遥控方便,6,1,86,美伯朗旗舰店
0,0,699,699,"艾美特电风扇 方便式提手家用立式无叶静音塔扇 黑色,12061973347, ,7.6kg,11357127072,2-8小时,三档调节,正常风、自然风,无叶,1级,机械式,落地扇",12061973347,艾美特,艾美特电风扇 方便式提手家用立式无叶静音塔扇 黑色,,0,0,100,吉航礼品专营店
0,0,699,699,"冷雾风扇多功能电风扇加湿空调扇雾化扇家用负离子落地扇驱蚊降温冷风扇液晶触屏摇头静音台式风扇 多功能冷雾扇（驱蚊、制冷、加湿、负离子）,12610276470, ,11.0kg,8小时以上,三档调节,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇，空气循环扇",12610276470,焱魔方,冷雾风扇多功能电风扇加湿空调扇雾化扇家用负离子落地扇驱蚊降温冷风扇液晶触屏摇头静音台式风扇 多功能冷雾扇（驱蚊、制冷、加湿、负离子）,,0,0,100,壹佰汇电器专营店
200,10,16.9,50,"USB迷你小电风扇超静音铝叶无刷电机桌面包邮金属风扇自带USB线360度旋转办公用品 黑色4寸-居优乐MB-06,12423989790, ,380.00g,3333,无定时,无极变速,正常风,4片,无,机械式,USB风扇",12423989790,其它,USB迷你小电风扇超静音铝叶无刷电机桌面包邮金属风扇自带USB线360度旋转办公用品 黑色4寸-居优乐MB-06,扇网坚固 风力很大 颜色漂亮 造型美观 风扇不错,100,10,84,太原唐久大卖场
1,0,698,1500,"骆驼（CAMEL）BR-7200 冷风机工业空调扇商业商用冷风扇电风扇移动式单冷 BR-7200,12555441693, ,23.0kg,中国大陆,无定时,三档调节,正常风,无叶,3级,机械式,工业扇",12555441693,骆驼（CAMEL）,骆驼（CAMEL）BR-7200 冷风机工业空调扇商业商用冷风扇电风扇移动式单冷 BR-7200,,1,0,100,安涛专营店
0,0,1388,2788,"kamomefan 电风扇 落地遥控静音 智能家用遥控摇头落地扇 FKLS-201D 金色,1984620956, ,3.0kg,2-8小时,无极变速,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",1984620956,None,kamomefan 电风扇 落地遥控静音 智能家用遥控摇头落地扇 FKLS-201D 金色,,0,0,100,通汇国际全球购生活电器专营店
100,1,69,69,"自由星 充电手持加湿器静音风扇 迷你USB风扇 办公室风扇 桌面风扇 (GFT) 粉色,10354948367, ,300.00g,无定时,二档调节,正常风,3片,1级,USB风扇",10354948367,自由星,自由星 充电手持加湿器静音风扇 迷你USB风扇 办公室风扇 桌面风扇 (GFT) 粉色,颜色漂亮 噪音很小 风力很大 风扇不错 质量不错 使用方便 颜色漂亮 风扇不错 噪音很小 噪音很小 风力很大,100,2,97,家居就建材家居旗舰店
1300,40,45,99,"帕琪丝LS-10 电风扇台式风扇学生宿舍转页小风扇静音迷你鸿运扇家用台扇卡通电风扇 粉色,10183429805, ,2.0kg,无定时,三档调节,正常风,4片,1级,机械式,台扇",10183429805,帕琪丝（PATCHES）,帕琪丝LS-10 电风扇台式风扇学生宿舍转页小风扇静音迷你鸿运扇家用台扇卡通电风扇 粉色,颜色漂亮 造型美观 使用方便 风扇不错 风力很大 质量不错 风很柔和 噪音很小 适合宝宝 底座很稳,1100,60,92,蓝夫佳家电专营店
0,0,1380,2760,"蝙蝠(bianfu)BV-20 工业电风扇 大功率商用雾化落地扇 户外加湿喷雾降温水冷扇 升级金属4叶,12170785310, ,20.9kg,无定时,四档调节,正常风,4片,2级,机械式,工业扇",12170785310,蝙蝠,蝙蝠(bianfu)BV-20 工业电风扇 大功率商用雾化落地扇 户外加湿喷雾降温水冷扇 升级金属4叶,,0,0,100,蝙蝠旗舰店
100,5,119,285,"【京东配送】远东风扇FT-40-K8台扇 电风扇 台式四档家用扇,10044516845, ,3.5kg,FT-40-K8,2小时以下,四档调节,正常风,5片,3级,机械式,台扇",10044516845,远东,【京东配送】远东风扇FT-40-K8台扇 电风扇 台式四档家用扇,安装方便 风扇不错 底座很稳 风力很大 使用方便 广角送风 颜色漂亮 睡眠风不错 造型美观 风很柔和 睡眠风不错 噪音很小 底座很稳 质量不错,100,2,94,远东电器旗舰店
9,0,109,188,"格力（GREE） KYT-2501 家用 台式 办公  转页扇/电风扇 ,12655202910, ,2.52kg,中国大陆,无定时,三档调节,正常风,5片,2级,机械式,转页扇，台扇",12655202910,格力（GREE）,格力（GREE） KYT-2501 家用 台式 办公  转页扇/电风扇 ,远程遥控 电机好 质量不错 适合宝宝 使用方便 风很柔和 扇网坚固 噪音很小 质量不错 电机好 远程遥控 使用方便 质量不错 噪音很小 风很柔和 扇网坚固 电机好 远程遥控 适合宝宝,9,0,100,格力泽居专卖店
6,0,269,398,"爱丽思（IRIS）空气循环扇PCF-M18C静音节能家用电风扇台式涡轮对流扇白色,10457204898, ,2.6kg,无定时,三档调节,正常风,3片,1级,机械式,空气循环扇",10457204898,IRIS OHYAMA,爱丽思（IRIS）空气循环扇PCF-M18C静音节能家用电风扇台式涡轮对流扇白色,安装方便 底座很稳 质量不错 噪音很小 造型美观 安装方便 底座很稳 质量不错 噪音很小 造型美观,5,1,83,穆勒专营店
5,0,228,228,"金松FLZ300-D112遥控转页扇/落地扇/智能调节电风扇 产品色,11524137522, ,4.5kg,2-8小时,四档调节,正常风、自然风、睡眠风,6片,1级,遥控式,转页扇",11524137522,金松（JINSONG）,金松FLZ300-D112遥控转页扇/落地扇/智能调节电风扇 产品色,颜色漂亮 睡眠风不错 颜色漂亮 睡眠风不错,5,0,100,金松生活电器官方旗舰店
700,9,269,558,"乐迪（Natridy）BEL-12C涡轮空气对流循环扇/电风扇 黑色,1155399021, ,4.0kg,BEL-12C,无定时,三档调节,正常风,3片,2级,机械式,空气循环扇",1155399021,乐迪（Natridy）,乐迪（Natridy）BEL-12C涡轮空气对流循环扇/电风扇 黑色,质量不错 底座很稳 风扇不错 噪音很小 风力很大 睡眠风不错 使用方便 风很柔和 遥控方便 声音小 质量不错 风力很大 噪音很小 质量不错 风扇不错 声音小 安装方便 质量不错 风扇不错 风力很大 声音小 风力很大 风扇不错 风扇不错 风力很大 底座很稳 噪音很小 风扇不错 风力很大 风扇不错 风力很大 质量不错 底座很稳 风很柔和 噪音很小 安装方便 底座很稳 声音小 睡眠风不错 质量不错,700,20,96,乐迪旗舰店
90,6,79,179,"帕琪丝LS-6家用台式风扇 学生家用静音摇头小电风扇大转页扇 台扇16寸,10184018849, ,5.0kg,2小时以下,三档调节,正常风,4片,3级,机械式,台扇",10184018849,帕琪丝（PATCHES）,帕琪丝LS-6家用台式风扇 学生家用静音摇头小电风扇大转页扇 台扇16寸,风很柔和 安装方便 风扇不错 使用方便 颜色漂亮 安装方便 风很柔和 风扇不错,70,7,85,蓝夫佳家电专营店
60,4,29,59,"赛亿（Shinee）电风扇/USB风扇/便携式学生迷你小电风扇FB4-01 时尚黑色,11300350776, ,1.3kg,中国大陆,FB4-01,无定时,二档调节,正常风,4片,1级,机械式,USB风扇",11300350776,赛亿（Shinee）,赛亿（Shinee）电风扇/USB风扇/便携式学生迷你小电风扇FB4-01 时尚黑色,造型美观 噪音很小 风力很大 安全节能 使用方便 安装方便 遥控方便,50,7,84,一网专营店
2,0,188,299,"SVIII山湖正品F01A三档遥控塔式风扇电风扇立柱式迷你学生落地扇 黑色,12755291547, ,3.87kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",12755291547,SVIII,SVIII山湖正品F01A三档遥控塔式风扇电风扇立柱式迷你学生落地扇 黑色,质量不错 造型美观 安全节能 适合宝宝 风很柔和 质量不错 造型美观 安全节能 适合宝宝 风很柔和,2,0,100,SVIII生活电器旗舰店
60,3,25,29,"自由星 USB风扇  迷你风扇 办公室宿舍风扇卡通风扇 (GFT) 白色,12186994647, ,10.5kg,无定时,二档调节,正常风,4片,无,机械式,USB风扇",12186994647,自由星,自由星 USB风扇  迷你风扇 办公室宿舍风扇卡通风扇 (GFT) 白色,造型美观 安装方便 风力很大 底座很稳 颜色漂亮,50,6,85,家居就建材家居旗舰店
4,0,189,699,"扬子（YANGZI）FT198M 塔扇遥控无叶家用电风扇 机械款,12717583841, ,2.97kg,中国大陆,FT198M,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,2级,遥控式,落地扇，塔扇",12717583841,扬子,扬子（YANGZI）FT198M 塔扇遥控无叶家用电风扇 机械款,质量不错 风很柔和 睡眠风不错 风扇不错 噪音很小 遥控方便 适合宝宝 底座很稳 质量不错 风很柔和 睡眠风不错 质量不错,4,0,100,喵喵电器专营店
3,0,168,298,"水仙（Narcissus）NEA-KYT-30A3电风扇台式转页扇 摇头台扇鸿运扇花篮扇,12738122329, ,4.0kg,中国大陆,KYT-30A3,2小时以下,三档调节,正常风,6片,3级,机械式,转页扇，台扇，空气循环扇",12738122329,水仙（Narcissus）,水仙（Narcissus）NEA-KYT-30A3电风扇台式转页扇 摇头台扇鸿运扇花篮扇,使用方便 广角送风 颜色漂亮 底座很稳 远程遥控 使用方便 广角送风 颜色漂亮 底座很稳 远程遥控,3,0,100,金雷电器专营店
1,0,648,1680,"机灵(Jiling)I2 电风扇/遥控雾化风扇/喷雾加湿降温电风扇 曜岩黑,10230232401, ,12.5kg,I2,8小时以上,三档调节,正常风,5片,1级,遥控式,落地扇",10230232401,机灵（jiling）,机灵(Jiling)I2 电风扇/遥控雾化风扇/喷雾加湿降温电风扇 曜岩黑,,0,1,0,机灵旗舰店
8,0,1280,3600,"机灵(Jiling)L12工业电风扇 商用喷雾落地扇 户外降温水冷扇 20寸大风力 黑色,10403100377, ,14.5kg,中国大陆,L12,无定时,三档调节,正常风,3片,2级,机械式,工业扇",10403100377,机灵（jiling）,机灵(Jiling)L12工业电风扇 商用喷雾落地扇 户外降温水冷扇 20寸大风力 黑色,质量不错 远程遥控 风扇不错 安装方便 睡眠风不错 风力很大 远程遥控 风扇不错 质量不错 安装方便 睡眠风不错 风力很大 质量不错,8,0,100,机灵旗舰店
70,2,98,159,"钻石牌（DIAMOND）KYT-25I3Y3台式转页扇/电风扇 迷你学生小风扇静音款 绿色,10425665856, ,2.0kg,6937710400049,2小时以下,三档调节,正常风,6片,2级,机械式,转页扇",10425665856,钻石（DIAMOND）,钻石牌（DIAMOND）KYT-25I3Y3台式转页扇/电风扇 迷你学生小风扇静音款 绿色,风扇不错 风很柔和 颜色漂亮 噪音很小 安装方便 底座很稳 造型美观 广角送风 睡眠风不错 适合宝宝,70,4,92,钻石官方旗舰店
10,1,159,199,"沃牧 电风扇/塔扇 无叶静音家用台地两用风扇 新品内旋式电扇 机械式【支持京东配送】,12555425137, ,3.85kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,1级,机械式,塔扇",12555425137,沃牧（/）,沃牧 电风扇/塔扇 无叶静音家用台地两用风扇 新品内旋式电扇 机械式【支持京东配送】,风扇不错 广角送风 质量不错 噪音大 风力小 广角送风 质量不错 质量不错 电机好,10,2,82,沃牧官方旗舰店
10,0,899,1199,"水田FTA46B-LED家用电风扇无叶扇摇头遥控塔扇大厦扇出口 液显静音落地扇出口欧美日韩 FTA46B-LED-银色,1588509744, ,6.3kg,FTA46B-LED,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,塔扇",1588509744,水田,水田FTA46B-LED家用电风扇无叶扇摇头遥控塔扇大厦扇出口 液显静音落地扇出口欧美日韩 FTA46B-LED-银色,风很柔和 风力很大 声音小,10,0,100,水田旗舰店
100,6,109,139,"永生（eosin）FS07-16黑色 电风扇 落地扇 三档风速五叶 风扇,10219214265, ,6.2kg,DL1535黑,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",10219214265,永生（eosin）,永生（eosin）FS07-16黑色 电风扇 落地扇 三档风速五叶 风扇,风扇不错 颜色漂亮 造型美观 安装方便 电机好 风力很大 质量不错 噪音很小 使用方便 底座很稳 风力很大 噪音很小 广角送风 风扇不错 底座很稳 广角送风 安装方便 风扇不错,100,5,94,永生旗舰店
500,30,53,105,"中联ZL01-180迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 01-180蓝色+2.5m线,1186764756, ,1.7kg,180夹式,无定时,二档调节,正常风,3片,无,机械式,壁扇",1186764756,中联（ZOLEE）,中联ZL01-180迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍床头蚊帐 01-180蓝色+2.5m线,风扇不错 睡眠风不错 使用方便 声音小 风很柔和 底座很稳 电机好 安装方便 噪音很小 一般,400,40,87,网赢电器专营店
3,0,178,299,"大松（TOSOT）FSLD-40 家用电风扇静音吊扇宿舍吸顶风扇饭店工程扇节能吸顶扇,12282141772, ,9.31kg,中国大陆, FSLD-40,无定时,三档调节,正常风,3片,3级,机械式,吊扇",12282141772,大松（TOSOT）,大松（TOSOT）FSLD-40 家用电风扇静音吊扇宿舍吸顶风扇饭店工程扇节能吸顶扇,底座很稳 质量不错 睡眠风不错 底座很稳,3,0,100,格力小家电专营店
300,10,125,198,"永生（eosin）FC-120B 电风扇 吊扇 吸顶扇 工业吊扇 约1.13米大吊扇,1512762203, ,5.0kg,120B,无定时,三档调节,正常风,3片,3级,机械式,吊扇",1512762203,永生（eosin）,永生（eosin）FC-120B 电风扇 吊扇 吸顶扇 工业吊扇 约1.13米大吊扇,风力很大 风很柔和 风扇不错 底座很稳 质量不错 睡眠风不错 声音小 噪音很小 电机好 安装方便 底座很稳 声音小 风很柔和 风扇不错 风很柔和,300,10,92,永生旗舰店
40,2,129,179,"华生（Wahson）FB40-1205Y 电风扇/遥控壁扇 16寸遥控款FB40-1205Y,10709805655, ,3.0kg,2-8小时,三档调节,正常风、自然风、睡眠风,3片,2级,遥控式,壁扇",10709805655,华生（Wahson）,华生（Wahson）FB40-1205Y 电风扇/遥控壁扇 16寸遥控款FB40-1205Y,安全节能 底座很稳 广角送风 风很柔和 质量不错 遥控方便 风力很大 安装方便 远程遥控 底座很稳 广角送风 风很柔和,40,2,92,今旺腾腾专营店
80,2,29,99,"中联ZLU02-100 USB风扇 手持迷你小风扇可充电便携随身大风力 电风扇 粉色+1200ma电池+充电线,12393823481, ,300.00g,中国大陆,ZLU02-100 ,无定时,二档调节,正常风,5片,1级,机械式,USB风扇",12393823481,中联（ZOLEE）,中联ZLU02-100 USB风扇 手持迷你小风扇可充电便携随身大风力 电风扇 粉色+1200ma电池+充电线,,70,1,97,中联高基万生专卖店
30,3,39.9,69,"金立迷你微风扇电风扇小风扇小电扇手持USB充电无线静音学生宿舍车载 靓粉2000毫安,12440228001, ,300.00g,无定时,三档调节,正常风、自然风,4片,无,机械式,塔扇，转页扇，台扇，空气循环扇，USB风扇，风扇伴侣",12440228001,金立,金立迷你微风扇电风扇小风扇小电扇手持USB充电无线静音学生宿舍车载 靓粉2000毫安,,20,0,90,昌鼎专营店
1,0,449,449,"冷雾风扇多功能电风扇加湿雾化扇空调扇家用摇头静音落地扇喷雾降温台式冷风扇液晶遥控鸿运扇包邮 多功能冷雾扇（制冷+加湿+远程遥控）,12610761488, ,10.0kg,2-8小时,三档调节,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇，空气循环扇",12610761488,焱魔方,冷雾风扇多功能电风扇加湿雾化扇空调扇家用摇头静音落地扇喷雾降温台式冷风扇液晶遥控鸿运扇包邮 多功能冷雾扇（制冷+加湿+远程遥控）,不满意,0,1,0,壹佰汇电器专营店
3,0,319,699,"海纳斯 HANASS 工业大风扇大功率落地扇 工厂车间厂房商用家用牛角扇静音电风扇 750 黑色,12967934025, ,14.64kg,中国大陆,无定时,三档调节,正常风、自然风,3片,3级,机械式,落地扇，工业扇",12967934025,海纳斯（HANASS）,海纳斯 HANASS 工业大风扇大功率落地扇 工厂车间厂房商用家用牛角扇静音电风扇 750 黑色,,3,0,100,海纳斯官方旗舰店
80,4,169,399,"扬子（YANGZI）FS-40E815 电风扇 五叶遥控落地扇 家用风扇 七叶遥控款,11441235617, ,6.0kg,中国大陆,FS-40E815,2小时以下,三档调节,正常风、自然风、睡眠风,7片及以上,3级,遥控式,落地扇",11441235617,扬子,扬子（YANGZI）FS-40E815 电风扇 五叶遥控落地扇 家用风扇 七叶遥控款,使用方便 风扇不错 噪音很小 广角送风 造型美观 颜色漂亮 扇网坚固 安装方便 扇网坚固 噪音很小 使用方便 风扇不错 安装方便,60,8,85,富士宝电器专营店
1,0,1199,1499,"艾美特(Airmate) FS40101R 电风扇家用直流变频遥控落地扇/电风扇/风扇 白色,12067345590, ,11.08kg,中国大陆,FS40101R,8小时以上,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",12067345590,艾美特,艾美特(Airmate) FS40101R 电风扇家用直流变频遥控落地扇/电风扇/风扇 白色,,1,0,100,艾美特专卖店
10,1,149,369,"志高（CHIGO）FS-40-16A35RC 电风扇/酷黑五扇叶遥控落地扇,10635194402, ,7.5kg,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",10635194402,志高（CHIGO）,志高（CHIGO）FS-40-16A35RC 电风扇/酷黑五扇叶遥控落地扇,,10,0,94,盛世昌业专营店
9,0,149,399,"TCL 吊扇/吊顶扇/循环扇/ 电风扇/风扇 FC-30T (直径1400MM),12380303461, ,5.15kg,无定时,五档调节,正常风,3片,3级,机械式,吊扇，空气循环扇",12380303461,TCL,TCL 吊扇/吊顶扇/循环扇/ 电风扇/风扇 FC-30T (直径1400MM),,9,0,100,盛世昌业专营店
1,0,199,398,"台湾Kolin歌林9寸3D电风扇台式涡轮风扇对流空气循环扇节能换气扇 ALM5002 黑色,12656050992, ,3.5kg,无定时,三档调节,正常风、自然风、睡眠风,3片,1级,机械式,空气循环扇",12656050992,歌林,台湾Kolin歌林9寸3D电风扇台式涡轮风扇对流空气循环扇节能换气扇 ALM5002 黑色,,1,0,100,梦熬专营店
20,0,99,99,"格力台式家用电风扇学生宿舍转页扇静音电机KYT-2501a小风扇,11628071220, ,2.21kg,中国大陆,无定时,三档调节,正常风,5片,2级,机械式,转页扇",11628071220,格力（GREE）,格力台式家用电风扇学生宿舍转页扇静音电机KYT-2501a小风扇,安装方便 电机好 使用方便 造型美观 安全节能,20,0,100,悦联专营店
