p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type
karcher德国凯驰集团无线无绳手持立式充电小型吸尘器家用VC4,凯驰专卖店,11220433072,3099.00,1869.00,10,100,10,0,0,凯驰（karcher）,,"karcher德国凯驰集团无线无绳手持立式充电小型吸尘器家用VC4,11220433072, ,6.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,拖地功能，水洗尘杯，水洗滤网，一键断发，吸拖一体，旋风过滤，除螨,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
胡佛无线吸尘器家用立式车载吸尘机静音手持充电车载吸尘器床铺除螨无绳小型吸尘器吸塵器除尘器 1主吸头+2款吸头,Hoover生活电器旗舰店,10645021833,2199.00,1699.00,500,97,500,8,10,Hoover,使用方便 质量不错 使用方便 质量不错,"胡佛无线吸尘器家用立式车载吸尘机静音手持充电车载吸尘器床铺除螨无绳小型吸尘器吸塵器除尘器 1主吸头+2款吸头,10645021833, ,6.9kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，扁嘴吸头",电动吸头，床褥沙发吸头，地面吸头，扁嘴吸头
宝家丽 除螨仪 手持小型床铺除螨机UV-L607 吸尘器家用,宝家丽生活电器旗舰店,10838609429,1299.00,349.00,500,98,500,3,3,宝家丽,使用方便 吸尘很干净 打扫干净 吸力很大 外观漂亮 质量不错 吸力持久 吸尘器不错 功率大 噪音小 使用方便 吸尘很干净 不易缠发,"宝家丽 除螨仪 手持小型床铺除螨机UV-L607 吸尘器家用,10838609429, ,2.4kg,中国大陆,UV-L607,沙发，床铺,除螨,除螨仪,电源式（5米以下）,500W以下,其他",其他
Dibea/地贝除螨仪紫外线除螨机床铺手持小型除螨虫吸尘器家用UV-808 静谧蓝,Dibea旗舰店,1514346567,2495.00,299.00,300,98,300,5,2,地贝（Dibea）,吸尘很干净 噪音小 吸力持久 小巧轻便 吸力很大 节能电机 功率大 打扫干净 电源线够长 质量不错,"Dibea/地贝除螨仪紫外线除螨机床铺手持小型除螨虫吸尘器家用UV-808 静谧蓝,1514346567, ,3.2kg,中国大陆,UV-808,地毯，沙发，床铺,除螨仪,电源式（5米以下）,500W以下,电动吸头，床褥沙发吸头",电动吸头，床褥沙发吸头
龙的（longde） 吸尘器 家用 手持式迷你便携式手持吸尘器 NK-125 白色,龙的环境电器旗舰店,11247631062,128.00,79.00,100,95,100,5,1,龙的（longde）,小巧轻便 使用方便 吸尘很干净 吸尘器不错 外观漂亮 吸力很大 质量不错 吸力持久 配件齐全 打扫干净,"龙的（longde） 吸尘器 家用 手持式迷你便携式手持吸尘器 NK-125 白色,11247631062, ,2.8kg,中国大陆,NK-125,地毯，沙发，床铺,尘袋式,立式/手持吸尘器,电源式（5米以下）,500W以下,缝隙吸头，扁嘴吸头，毛刷吸头",缝隙吸头，扁嘴吸头，毛刷吸头
杰诺 干湿两用大功率桶式小型吸尘器 家用低音 商用地毯装修 筒式工业吸水尘机202-30L,杰诺官方旗舰店,1055972853,540.00,399.00,300,94,300,10,7,杰诺,吸尘很干净 吸力很大 使用方便 质量不错 电源线够长 东西不错 打扫干净 吸头很多 功率大 吸尘器不错 打扫干净 吸尘很干净 吸力很大 质量不错 使用方便 吸尘很干净 易收纳 功率大 噪音小 使用方便 吸头很多 电源线够长 吸力很大 吸力很大 使用方便 小巧轻便,"杰诺 干湿两用大功率桶式小型吸尘器 家用低音 商用地毯装修 筒式工业吸水尘机202-30L,1055972853, ,9.76kg,202-30L,地板，地毯，瓷砖，厨房，沙发，汽车，酒店,HEPA滤网（HEPA13及以上），水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1400w-1799w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，其他
松下（Panasonic）手持式吸尘器MC-WU100JC 家用车载一体强力超静音无线充电 MC-WU100JC,松下天硕专卖店,10677895968,2399.00,1228.00,20,100,20,0,0,松下（Panasonic）,打扫干净,"松下（Panasonic）手持式吸尘器MC-WU100JC 家用车载一体强力超静音无线充电 MC-WU100JC,10677895968, ,4.0kg,MC-WU100JC,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,除螨,立式/手持吸尘器,充电式（无线）,500W以下,电动吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头",电动吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头
锦隆吸尘器家用立式手持两用小型吸尘器 白色+软管,锦隆旗舰店,1723032945,399.00,229.00,500,98,500,7,4,锦隆（JINLONG）,吸力很大 质量不错 使用方便 电源线够长 打扫干净 吸尘很干净 东西不错 噪音小 吸尘器不错 功率大 电源线够长 吸头很多 功率大 使用方便 吸力很大 使用方便 噪音小 功率大,"锦隆吸尘器家用立式手持两用小型吸尘器 白色+软管,1723032945, ,1.7kg,JL-S1001,地板，地毯，瓷砖，沙发，床铺,立式/手持吸尘器,电源式（5米-10米）,500w-999w,床褥沙发吸头，地面吸头，扁嘴吸头",床褥沙发吸头，地面吸头，扁嘴吸头
神力（SHENLI）紫外线杀菌除螨仪 双UV灯管 家用手持除螨机 床铺除螨虫SLCM902 公主粉单灯管,神力官方旗舰店,10430792914,699.00,99.00,200,96,200,4,6,神力（SHENLI）,使用方便 质量不错 噪音小 小巧轻便 节能电机 吸尘很干净 外观漂亮 打扫干净 吸力持久 功率大 功率大 电源线够长 质量不错 易收纳 节能电机 功率大 噪音小 吸尘很干净,"神力（SHENLI）紫外线杀菌除螨仪 双UV灯管 家用手持除螨机 床铺除螨虫SLCM902 公主粉单灯管,10430792914, ,1.5kg,中国大陆,沙发，床铺,除螨仪,电源式（5米以下）,500W以下,缝隙吸头，扁嘴吸头，毛刷吸头",缝隙吸头，扁嘴吸头，毛刷吸头
美国Bissell（必胜）家用高温蒸汽拖把 轻便便携式手持式直立式推杆式清洁机 经典版23V8,Bissell瞻沿专卖店,11832931770,1399.00,969.00,40,100,40,0,0,Bissell,质量不错 使用方便 外观漂亮 打扫干净 易收纳 小巧轻便 质量不错 使用方便 使用方便 质量不错 打扫干净 质量不错 小巧轻便 外观漂亮 质量不错 使用方便,"美国Bissell（必胜）家用高温蒸汽拖把 轻便便携式手持式直立式推杆式清洁机 经典版23V8,11832931770, ,2.5kg,地板，瓷砖，厨房,立式/手持吸尘器,电源式（5米-10米）,1000w-1399w,拖地附件",拖地附件
ILIFE F1智意智能手持式吸尘器家用水滤式 无线充电洗地机扫地拖地一体,ilife旗舰店,10113654230,3499.00,2599.00,400,99,400,4,2,ilife,质量不错 吸力很大 吸尘很干净 吸尘器不错 东西不错 使用方便 噪音小 电源线够长 打扫干净 吸头很多 质量不错 打扫干净 吸尘很干净 东西不错 外观漂亮 噪音小 吸力持久 吸尘器不错 功率大 尘杯容量大,"ILIFE F1智意智能手持式吸尘器家用水滤式 无线充电洗地机扫地拖地一体,10113654230, ,2.5kg,F1,地板，瓷砖，厨房，酒店,拖地功能，干湿两用,配件及其他,充电式（无线）,500W以下,电动吸头",电动吸头
志高（CHIGO）吸尘器 ZG-X805B 家用手持式吸尘器 黑色,志高生活电器旗舰店,13695203350,199.00,99.00,500,94,400,20,7,志高（CHIGO）,电源线够长,"志高（CHIGO）吸尘器 ZG-X805B 家用手持式吸尘器 黑色,13695203350, ,2.4kg,地板，地毯，瓷砖，沙发，床铺，汽车，酒店,HEPA滤网（HEPA13及以上），水洗尘杯，水洗滤网，除螨,立式/手持吸尘器,电源式（5米以下）,500w-999w,毛刷吸头",毛刷吸头
美国必胜Bissell干湿两用家用推杆洗地吸尘器 手持立式地板地毯深层清洁一体机1713Z 钛金蓝,Bissell瞻沿专卖店,11832668325,4499.00,3799.00,30,100,30,0,0,Bissell,质量不错 使用方便 打扫干净 吸尘器不错 外观漂亮 小巧轻便 刷头多样 配件齐全 吸尘很干净 易收纳 质量不错 节能电机 质量不错 质量不错 吸尘很干净 打扫干净 小巧轻便 吸尘器不错 质量不错 小巧轻便,"美国必胜Bissell干湿两用家用推杆洗地吸尘器 手持立式地板地毯深层清洁一体机1713Z 钛金蓝,11832668325, ,1.5kg,地板，地毯，瓷砖，厨房,立式/手持吸尘器,电源式（5米-10米）,500w-999w,地面吸头",地面吸头
美诺（Miele) C3德国原装进口 家用卧室真空吸尘器 大功率强吸力卧式吸尘器 C3 Ecoline 芒果红,海淘商全球购专营店,1981997205,6600.00,1788.00,10,93,10,1,0,None,太贵,"美诺（Miele) C3德国原装进口 家用卧室真空吸尘器 大功率强吸力卧式吸尘器 C3 Ecoline 芒果红,1981997205, ,10.0kg,地板，地毯，瓷砖，厨房，汽车，酒店,尘袋式,卧式吸尘器,电源式（5米-10米）,500w-999w,电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头",电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头
杰诺小型吸尘器家用商用酒店除螨仪静音大吸力大功率干湿两用桶式吸尘机209 标配,昌鼎专营店,10548549761,799.00,399.00,400,100,400,2,2,杰诺,小巧轻便 电源线够长 吸头很多 很好用 很喜欢 品牌好 物有所值 好好好好 物美价廉 吸力很大 外观漂亮 刷头多样 吸尘很干净 吸头很多 吸力很大 吸尘很干净 质量不错 服务超赞 外观漂亮 吸尘很干净 吸头很多 很好用 物有所值 很喜欢 质量不错 很喜欢 好好好好 很好用 品牌好 好好好好 物美价廉 很喜欢 品牌好 很好用 品牌好 很喜欢,"杰诺小型吸尘器家用商用酒店除螨仪静音大吸力大功率干湿两用桶式吸尘机209 标配,10548549761, ,5.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,拖地功能，水洗尘杯，水洗滤网，一键断发，吸拖一体，尘袋式，干湿两用，除螨,桶式吸尘器,电源式（5米-10米）,500w-999w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
戴森Dyson V6 V8 Absolute DC59 DC62 DC74直驱版无线吸尘器 V8 金色Absolute高配版 8吸头 加拿大版,magic全球购专营店,1968815703,8999.00,5288.00,200,100,200,0,0,None,功率大 噪音小 吸尘很干净,"戴森Dyson V6 V8 Absolute DC59 DC62 DC74直驱版无线吸尘器 V8 金色Absolute高配版 8吸头 加拿大版,1968815703, ,0.9kg,地板，地毯,除螨,无线吸尘器,其他,1000w-1399w,电动吸头，床褥沙发吸头，缝隙吸头，毛刷吸头，其他",电动吸头，床褥沙发吸头，缝隙吸头，毛刷吸头，其他
神力（SHENLI）迷你吸尘器家用手持无线充电吸尘器小车载SL111 公主粉,神力官方旗舰店,10041591566,399.00,99.00,400,94,400,10,9,神力（SHENLI）,使用方便 吸尘很干净 质量不错 噪音小 吸尘器不错 打扫干净 吸力很大 功率大 东西不错 电源线够长 吸尘很干净 质量不错 噪音小 使用方便 吸尘器不错 质量不错 吸尘很干净 打扫干净 使用方便 噪音小 吸尘很干净 打扫干净 使用方便 噪音小 吸力很大 质量不错 质量不错 使用方便 吸尘很干净 电源线够长 噪音小 吸尘很干净 吸力很大 噪音小 打扫干净 质量不错 使用方便 打扫干净 质量不错 吸尘器不错 噪音小 东西不错 吸尘很干净 使用方便 质量不错 吸尘器不错,"神力（SHENLI）迷你吸尘器家用手持无线充电吸尘器小车载SL111 公主粉,10041591566, ,1.0kg,中国大陆,地板，地毯，瓷砖，厨房，汽车,尘袋式,无线吸尘器,充电式（无线）,500W以下,扁嘴吸头，毛刷吸头",扁嘴吸头，毛刷吸头
karcher德国凯驰集团家用庭院别墅小型扫地机S650户外清扫 手推式小型清扫车,凯驰专卖店,1672350547,2699.00,1799.00,40,96,40,0,2,凯驰（karcher）,质量不错 使用方便 打扫干净 吸尘器不错 易收纳 噪音小 电源线够长 外观漂亮 小巧轻便 节能电机 质量不错 吸尘器不错 打扫干净 使用方便 质量不错 质量不错 吸力很大 易收纳 使用方便 使用方便 质量不错 打扫干净 使用方便 质量不错 吸头很多 打扫干净 吸尘器不错,"karcher德国凯驰集团家用庭院别墅小型扫地机S650户外清扫 手推式小型清扫车,1672350547, ,11.0kg,S650,地板，地毯，瓷砖，酒店，工业,无线吸尘器,其他,500W以下,地面吸头，缝隙吸头，毛刷吸头，小吸头，拖地附件",地面吸头，缝隙吸头，毛刷吸头，小吸头，拖地附件
锦隆吸尘器家用立式手持两用吸尘器 红色,锦隆旗舰店,1722526773,1299.00,399.00,400,99,400,4,0,锦隆（JINLONG）,吸尘很干净 吸力很大 吸尘器不错 使用方便 东西不错 打扫干净 质量不错 噪音小 电源线够长 功率大 吸力很大 吸尘器不错 质量不错 打扫干净 吸尘很干净 质量不错 吸力很大 吸尘很干净 吸尘器不错 噪音小 东西不错 电源线够长 吸力很大 东西不错 质量不错 使用方便 吸尘很干净 打扫干净 吸力很大,"锦隆吸尘器家用立式手持两用吸尘器 红色,1722526773, ,2.2kg, JL-S1003,地板，地毯，瓷砖，厨房，沙发，床铺,立式/手持吸尘器,电源式（5米-10米）,500w-999w,床褥沙发吸头，地面吸头，扁嘴吸头",床褥沙发吸头，地面吸头，扁嘴吸头
美国百得（B&D）锂电吸尘器蜗牛造型PD1420L干式 小型家用无线手持充电强大吸力大功率 PD1420L标配,史丹利百得专卖店,1594048084,1899.00,1099.00,400,98,400,5,4,百得（BLACK&amp;DECKER）,使用方便 质量不错 吸尘很干净 吸尘器不错 噪音小 吸力很大 功率大 打扫干净 吸头很多 电源线够长 吸力很大 使用方便 吸尘器不错 吸尘很干净 吸尘器不错 使用方便 噪音小 吸尘很干净 吸头很多 打扫干净 吸头很多 功率大 吸尘很干净 使用方便 质量不错 东西不错 使用方便 吸尘很干净 吸力很大 质量不错 使用方便 噪音小 吸尘器不错 噪音小 打扫干净 吸尘很干净 使用方便 质量不错 功率大 噪音小 使用方便 吸尘很干净,"美国百得（B&amp;D）锂电吸尘器蜗牛造型PD1420L干式 小型家用无线手持充电强大吸力大功率 PD1420L标配,1594048084, ,1.7kg,地板,无线吸尘器,充电式（无线）,500W以下,地面吸头",地面吸头
苏泊尔（SUPOR）无线车载吸尘器XCL05B08A-65手持家用充电  除螨吸水车 蓝色,苏泊尔汉唐电器专卖店,12318350931,599.00,299.00,300,99,300,4,1,苏泊尔（SUPOR）,使用方便 吸力很大 打扫干净 噪音小 吸力持久 小巧轻便 质量不错 吸尘很干净 节能电机 外观漂亮 节能电机 外观漂亮 吸尘器不错 吸尘很干净 使用方便 尘杯容量大 打扫干净,"苏泊尔（SUPOR）无线车载吸尘器XCL05B08A-65手持家用充电  除螨吸水车 蓝色,12318350931, ,0.8kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,吸拖一体，干湿两用,车载吸尘器,充电式（无线）,500W以下,电动吸头，毛刷吸头，其他",电动吸头，毛刷吸头，其他
莱克吸尘器VC-CW3002 商用桶式干湿两用吸尘器,莱克旗舰店,1120204,2399.00,2399.00,100,99,100,1,0,莱克（LEXY）,吸力很大 使用方便 打扫干净 吸尘器不错 质量不错 电源线够长 吸头很多 噪音小 吸尘很干净 配件齐全 吸尘器不错 电源线够长 吸力很大 东西不错 吸尘器不错 吸头很多 噪音小 外观漂亮 吸力很大 吸力很大 尘杯容量大 电源线够长 配件齐全 功率大 电源线够长,"莱克VC-CW3002,1120204,13.77kg,中国大陆",none
莱克（LEXY）吸尘器 VC-S101W 家用 立式 小巧地板吸尘器,莱克环境电器旗舰店,10132196686,478.00,329.00,90,98,90,1,1,莱克（LEXY）,质量不错 使用方便 吸尘很干净 吸力很大 打扫干净 东西不错 噪音小 电源线够长 功率大 吸尘器不错 质量不错 吸力很大 吸尘很干净 刷头多样 外观漂亮,"莱克（LEXY）吸尘器 VC-S101W 家用 立式 小巧地板吸尘器,10132196686, ,2.93kg,地板，瓷砖，厨房,拖地功能，水洗尘杯，水洗滤网,立式/手持吸尘器,电源式（5米-10米）,500w-999w,电动吸头，地面吸头",电动吸头，地面吸头
莱克地板大理石吸尘器打蜡机 手持式除螨吸尘器家用办公室用超静音强力大功率多功能 红色,嘉平瑞雪专营店,11124441537,1868.00,868.00,200,100,200,1,0,莱克（LEXY）,外观漂亮 质量不错 使用方便 小巧轻便 配件齐全 打扫干净 噪音小 吸尘很干净 吸力很大 功率大 小巧轻便 吸力持久 功率大 吸力很大 外观漂亮 打扫干净 配件齐全 质量不错 吸尘很干净,"莱克地板大理石吸尘器打蜡机 手持式除螨吸尘器家用办公室用超静音强力大功率多功能 红色,11124441537, ,7.32kg,中国大陆, HFP-B01V,地板，地毯，瓷砖，厨房，沙发，床铺,拖地功能，水洗尘杯，吸拖一体，尘袋式，干湿两用，除螨,立式/手持吸尘器,电源式（5米-10米）,500w-999w,电动吸头，床褥沙发吸头，扁嘴吸头，小吸头",电动吸头，床褥沙发吸头，扁嘴吸头，小吸头
凯驰(karcher)吸尘器家用干湿吹三用工业桶式大功率除螨MV1,KARCHER凯驰专卖店,10323686117,999.00,449.00,90,95,90,3,2,凯驰（karcher）,外观漂亮 配件齐全 使用方便 质量不错 吸尘器不错 噪音小 电源线够长 吸尘很干净 吸力持久 小巧轻便 吸力很大 配件齐全 尘杯容量大 吸尘器不错 质量不错 吸尘器不错 噪音小 功率大 吸力持久 外观漂亮 电源线够长 配件齐全 质量不错 吸尘器不错 吸尘器不错 吸尘很干净 电源线够长 打扫干净 外观漂亮 吸力很大 节能电机 使用方便,"凯驰(karcher)吸尘器家用干湿吹三用工业桶式大功率除螨MV1,10323686117, ,4.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,尘袋式，干湿两用,桶式吸尘器,电源式（5米以下）,500w-999w,地面吸头，缝隙吸头",地面吸头，缝隙吸头
亿力YILI家用吸尘器 立式工业商用大功率地毯式YL6253E-10吸尘机 标准版 YL6253E-10L,亿力旗舰店,10395772245,499.00,209.00,400,97,400,5,10,亿力,质量不错 使用方便 外观漂亮 打扫干净 易收纳 小巧轻便 配件齐全 吸头很多 吸尘器不错 节能电机 吸尘器不错 吸力很大 吸尘很干净 质量不错,"亿力YILI家用吸尘器 立式工业商用大功率地毯式YL6253E-10吸尘机 标准版 YL6253E-10L,10395772245, ,7.0kg,中国大陆,1303625300012,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,桶式吸尘器,电源式（5米以下）,1000w-1399w,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件
苏泊尔（SUPOR）吸尘器XCL15B21A-12 家用无耗材卧式超静音吸尘器,none,4483864,1299.00,999.00,9,100,9,0,0,苏泊尔（SUPOR）,,"苏泊尔XCL15B21A-12,4483864,7.0kg,中国大陆,地板,拖地功能，水洗尘杯，旋风过滤，干湿两用,卧式吸尘器",none
宝家丽 干湿吹三用  12L 大功率 家用桶式吸尘器 GY-305 吸尘器家用 除尘版,宝家丽生活电器旗舰店,11607445537,1299.00,199.00,400,97,300,10,6,宝家丽,吸力很大 噪音小 吸尘很干净 打扫干净 刷头多样 功率大 使用方便 质量不错 配件齐全 吸尘器不错 吸力很大 电源线够长 吸力很大 使用方便 吸头很多 打扫干净 打扫干净,"宝家丽 干湿吹三用  12L 大功率 家用桶式吸尘器 GY-305 吸尘器家用 除尘版,11607445537, ,4.7kg,中国大陆,GY-305,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,水洗尘杯，水洗滤网，吸拖一体，干湿两用,桶式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头",床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头
亿力YILI 吸尘器  家用手持立式吸尘器  小型推杆吸尘器 铅笔清新蓝色款（带地刷）,亿力旗舰店,10433513878,399.00,169.00,400,95,400,10,9,亿力,质量不错 吸尘器不错 吸力很大 刷头多样 节能电机 不易缠发 电源线够长 配件齐全 使用方便 噪音小 吸力持久 使用方便 吸尘很干净 外观漂亮 质量不错 噪音小 使用方便 吸力很大 吸尘器不错 质量不错 吸力很大 小巧轻便 刷头多样 质量不错 电源线够长,"亿力YILI 吸尘器  家用手持立式吸尘器  小型推杆吸尘器 铅笔清新蓝色款（带地刷）,10433513878, ,3.0kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，床铺,水洗尘杯，水洗滤网，一键断发,立式/手持吸尘器,电源式（5米以下）,500w-999w,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头
Dibea/地贝吸尘器家用手持式无线充电吸尘器小型车用两用BX-111,Dibea旗舰店,1424177202,356.00,178.00,200,95,200,10,2,地贝（Dibea）,使用方便 打扫干净 东西不错 功率大 质量不错 吸尘器不错 外观漂亮 噪音小 易收纳 小巧轻便 易收纳 使用方便 尘杯容量大 配件齐全 小巧轻便 刷头多样 噪音小 吸尘很干净 外观漂亮 使用方便 使用方便,"Dibea/地贝吸尘器家用手持式无线充电吸尘器小型车用两用BX-111,1424177202, ,2.6kg,汽车,尘袋式,车载吸尘器,充电式（无线）,500W以下,扁嘴吸头，小吸头",扁嘴吸头，小吸头
思家旺W-S058家用手推式无线扫地机除螨杀菌小型手持吸尘器静音,思家旺旗舰店,1713186083,699.00,399.00,400,98,300,6,3,思家旺,使用方便 东西不错 质量不错 打扫干净 噪音小 吸力很大 吸尘器不错 吸尘很干净 功率大 吸头很多 质量不错 吸尘很干净 使用方便 打扫干净 吸尘器不错 东西不错 吸力很大 吸尘很干净 噪音小 吸尘器不错 东西不错 质量不错 使用方便 吸尘很干净 东西不错 噪音小 东西不错 吸力很大 吸头很多 使用方便 使用方便 打扫干净 吸力很大 质量不错 打扫干净 东西不错 使用方便 质量不错 吸力很大,"思家旺W-S058家用手推式无线扫地机除螨杀菌小型手持吸尘器静音,1713186083, ,1.58kg,S058,地板，地毯，瓷砖，厨房,拖地功能，水洗尘杯，水洗滤网，除螨,无线吸尘器,充电式（无线）,1400w-1799w,电动吸头，地面吸头，拖地附件，其他",电动吸头，地面吸头，拖地附件，其他
莱克（LEXY） 小型迷你除螨刷 需要配套莱克卧式吸尘器使用,莱克电器专卖店,1540253920,199.00,99.00,300,99,300,4,1,莱克（LEXY）,使用方便 噪音小 质量不错 吸尘很干净 小巧轻便 功率大 外观漂亮 吸力很大 打扫干净 配件齐全 质量不错 使用方便 质量不错 小巧轻便 使用方便 质量不错 节能电机 吸尘很干净 质量不错 吸尘器不错 吸尘很干净 噪音小 使用方便 外观漂亮,"莱克（LEXY） 小型迷你除螨刷 需要配套莱克卧式吸尘器使用,1540253920, ,200.00g,除螨刷",none
思家旺电动蒸汽拖把T18清洁机 擦地机拖地机 手持静音除螨吸尘器家用好搭档 蒸汽拖把布套,思家旺旗舰店,10705887883,1580.00,15.00,300,99,300,0,3,思家旺,包装不错 值得购买 很喜欢 非常满意 外观漂亮 质量不错 打扫干净 功率大 很好用 使用方便 打扫干净 外观漂亮 电源线够长 使用方便 配件齐全 功率大 很好用 非常满意 很喜欢 很好用 很喜欢 包装不错 电源线够长 使用方便 质量不错 很好用 非常满意 很喜欢 包装不错 非常满意 很喜欢 值得购买 非常满意 包装不错 值得购买 很好用 包装不错 非常满意,"思家旺电动蒸汽拖把T18清洁机 擦地机拖地机 手持静音除螨吸尘器家用好搭档 蒸汽拖把布套,10705887883, ,2.5kg,中国大陆, T18,地板，瓷砖，厨房,吸拖一体，除螨,毛刷吸头,电源式（5米-10米）,1400w-1799w",毛刷吸头
韩夫人小型除螨静音大功率 吸尘器家用GR902-16A 标配+九件套+除螨刷,昌鼎专营店,11757429879,299.00,199.00,60,99,60,1,0,韩夫人（HanFuRen）,,"韩夫人小型除螨静音大功率 吸尘器家用GR902-16A 标配+九件套+除螨刷,11757429879, ,6.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,卧式吸尘器,电源式（5米以下）,1400w-1799w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
螨虫天敌除螨吸尘器 床铺除螨虫机 驱杀螨虫仪器 床上防螨器 红色,没螨家居专营店,11394244333,618.00,428.00,50,98,40,0,1,螨虫天敌,吸尘器不错 吸力很大 效果不错 使用方便 吸力很大 效果不错 使用方便 吸力很大 使用方便 效果不错 使用方便 吸力很大 效果不错 效果不错 吸力很大 效果不错 吸力很大 效果不错 使用方便,"螨虫天敌除螨吸尘器 床铺除螨虫机 驱杀螨虫仪器 床上防螨器 红色,11394244333, ,3.7kg,中国大陆,sx-606,地板，地毯，沙发，床铺,除螨仪,电源式（5米-10米）,500w-999w,床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头，其他",床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头，其他
飞利浦（Philips）吸尘器 家用办公用大功率卧式无尘袋集尘桶型吸尘机 无耗材 大吸力 FC8760 1800瓦 2升尘容量,飞利浦美佳舍专卖店,10427914554,3999.00,899.00,100,97,100,2,1,飞利浦（PHILIPS）,使用方便 电源线够长 吸尘很干净 吸力很大 配件齐全 功率大 吸头很多 噪音小 打扫干净 质量不错 使用方便 打扫干净 电源线够长 吸尘很干净 吸力很大 电源线够长 打扫干净,"飞利浦（Philips）吸尘器 家用办公用大功率卧式无尘袋集尘桶型吸尘机 无耗材 大吸力 FC8760 1800瓦 2升尘容量,10427914554, ,9.05kg,吸尘器,地板,卧式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头",地面吸头
加莱尼（Kunne) 小型无线车载家用手持便携式充电吸尘器KU-125 灰色,加莱尼旗舰店,10006704168,988.00,228.00,200,98,200,4,3,加莱尼（Künne）,质量不错 电源线够长 使用方便 吸尘器不错 吸尘很干净 吸力很大 小巧轻便 打扫干净 噪音小 功率大 质量不错 吸尘很干净 使用方便 吸头很多 吸力持久 吸力很大 使用方便 吸尘器不错 质量不错 吸尘很干净 东西不错 质量不错 使用方便 质量不错 质量不错 易收纳 小巧轻便 尘杯容量大 打扫干净 吸尘器不错,"加莱尼（Kunne) 小型无线车载家用手持便携式充电吸尘器KU-125 灰色,10006704168, ,1.17kg,KU-125,沙发，床铺，汽车，酒店,无线吸尘器,充电式（无线）,500W以下,缝隙吸头，扁嘴吸头，小吸头",缝隙吸头，扁嘴吸头，小吸头
