title,ask,answer,content,time_now,user,href
,,,哈哈 现在的5毛发帖越来越多字了。,2013-9-9 09:25,keanecui,
,,,我靠，有没有这么便宜啊！,2013-9-9 10:30,bandaoti007,
,,,小米刷新率60Hz。用的是顶级供应商的垃圾屏。,2013-9-9 11:04,myeveryheart,
,,,高消费产品,2011-1-24 14:53,Xy770509,
,,,3D是不可阻挡的潮流，今年两部大片《变形金钢3》、《加勒比海盗4》都是3D。,2011-1-24 16:15,dixonsung,
,,"原帖由,路上sing,于 2011-7-8 13:11 发表,不闪式和快门式只是传达影像的方式不同，两种方式都具有全高清分辨率。快门式是开关左侧和右侧眼镜而把横向分辨率1080Line轮换显示在左右眼镜，是一只眼睛接收影像，而不闪式是从电视出来的影像各分为540Line显示“同 ...","只要是3D的帖子准能迎来偏光枪，还总是用新号。要么就是自问自答类型的，一个新号发问，啥3D好啊。另个号就回答，不闪的好……真TMD弱智，你们得向这里的老枪们学习。,偏光的垂直分辨率是达不到1080的……除非是投影，双投。",2011-7-8 13:28,ioshenmue,
,,,放屁[s:97],2013-9-9 13:11,杨厉鬼,
,,,确实，这样就没有对比了，省得货比货了,2013-9-9 14:54,damingbai,
,,,"小米神机，宇宙无敌,可惜不是你想买,想买就能买！",2013-9-9 15:12,非没有,
,,,现在也不是很贵了，前段时间朋友买了个国产42寸才5k多，大多数人都能接受吧。,2011-7-8 15:02,lds,
,,,"哈哈~上个月在广州四方电器,http://80.tc/2me3,买一台索尼KDL-55HX920 3D电视 用到现在，我还是非常满意,货比三家不吃亏,看看总不亏哦。",2011-7-12 16:30,sshjdhjm,
,,,目前的3D电视个人感觉还只是个噱头很不成熟！！就算松下3D强机VT20也不尽如人意！我在卖场看了几分钟其2D画质还是相当好，其画质在卖场跟G20真的有点鹤立鸡群的感觉！但3D画质就有点差强人意了，说惨不忍睹可能有点夸张！但除了立体感不错就再无他处了！！如果让我选择阿凡达，我宁肯看画质更优的2D版本决不看现在的所谓3D !现在的3D效果刚开始图个新鲜还行，长期看让人无法忍受！！,2011-7-12 18:29,sdh168,
,,,卖点很多，首先就是屏好,2013-9-9 15:22,我自横刀,
,,小米刷新率60Hz。用的是顶级供应商的垃圾屏。,哪看的60HZ啊,2013-9-9 15:23,yyuy121,
,,卖点很多，首先就是屏好,有线盒子是亮点,2013-9-9 15:24,yyuy121,
首个进入国美的小狗吸尘器退出传统市场后连续三年成为淘宝吸尘器类目销售冠军,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2011-6-21 14:14,小狗吸尘顶呱呱,https://www.jdbbs.com/thread-2732658-1-1.html
,,哈哈 现在的5毛发帖越来越多字了。,我射你一脸，不知道谁能给我5毛,2013-9-9 17:34,傲剑,
,,我射你一脸，不知道谁能给我5毛,雷军啊 因为你说他这么好 证明你看过他真实机器啦。他动态效果如何 色彩呢 ？层次呢？暗部画质呢？可以发他测评吗？没图没真相啊。就看他价格就乱吹了？那我不如买部理想电视,2013-9-9 20:50,keanecui,
,,雷军啊 因为你说他这么好 证明你看过他真实机器啦。他动态效果如何 色彩呢 ？层次呢？暗部画质呢？可以发 ...,"吹什么吹，雷军一向都是饥饿营销，谁能拿到机器？,只是看参数而言，而且对于一个新产品讨论很正常，为什么一说小米就变成五毛了？",2013-9-9 21:20,傲剑,
夏普60LX920A桂林乐群路国美的样机液晶屏左上角和尤上角可以往里面按进去！,"而我试了旁边的型号是,夏普60LX531A的样机液晶屏的四个角都很紧很牢固！,是夏普60LX920A的质量不行吗？,[,]",,,2011-6-16 21:24,下乡,https://www.jdbbs.com/thread-2722132-1-1.html
,,"吹什么吹，雷军一向都是饥饿营销，谁能拿到机器？,只是看参数而言，而且对于一个新产品讨论很正常，为 ...",这年头，傻子太多了，骗子都不够用了。,2013-9-9 21:25,keanecui,
,,,这个蛋糕大家都来抢，，未必不是件对老百姓的好事~,2013-9-10 01:21,cokekele2013,
,,这年头，傻子太多了，骗子都不够用了。,傻子多不多不知道 ，野生的喷子到是一个现成的,2013-9-10 08:10,傲剑,
,,,我是今天晚上刚去看回来的,2011-6-16 21:24,下乡,
,,,"夏普全屬垃圾,請參見我的帖子",2011-6-16 21:50,LS,
,,,"是液晶屏可以往里面按进去！夏普其他的型号样机都很牢固,LS兄，你的帖子已看，但夏普60X50A应该不会偏蓝了吧？你觉松下65S20的等离子白天不拉窗帘看屏幕反光严重吗？能接受吗？,还有就是不知道潜龙兄推荐的到底他是说夏普的60X50A画质和抗拖影好？还是索尼55HX920画质和抗拖影好啊？,麻烦潜龙兄出来说下",2011-6-16 22:10,下乡,
重庆创维电视工厂直销杨家坪店、美的风管机团购直销,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2014-4-1 23:21,wangjin5431,https://www.jdbbs.com/thread-5032430-1-1.html
,,,反光可以用窗帘，动态模糊和漏光可是啥也救不了的。,2011-6-16 22:13,btwb007,
,,,就是好i觉得关窗帘看不爽啊，我总觉得液晶的亮度比较看起舒服，等离子的亮度低了,2011-6-16 22:16,下乡,
,,,呵呵 大屏幕看液晶太惨不忍睹 还是等离子好 这个话题已经争了好几年了 有结论——看影视作品用等离子，看照片用液晶。,2011-6-16 22:19,bennylookli,
优惠来袭  美的冰箱三月活动巨献,"而如果在此时，正好有谁想到：是不是该给家里伟大妇女们送上一套最精良的家用电器时，可就大幸啦，因为在继春节“让红包飞“等大型促销活动后，美的冰箱再出奇招，盛大开启了”冰箱去哪儿了？“活动，最高端产品可以免费搬回家，再也不用跑来跑去货比三家大费脑筋啦。,3月1日-31日，美的冰箱寻找最美老客户，举办了网络活动——“冰箱都去哪了？”，大家可以在这里晒出自己家的老冰箱。凡是在帮派晒单的顾客，均可以赠清洁大礼包一份！并且，针对冰箱不同年限的老客户，可获得不定额冰箱换购基金。面对这个美的公司特别推出的“一诺十年 礼遇新机”活动，心动不如行动，你极有可能就是1000元冰箱换购基金的获得者！相信拿这样的奖品来送给至爱的亲人，肯定是最好的礼物。,美的，相信大家已经是非常熟悉了。冰箱、空调等等，都是产品优质、服务完善，从而才使得消费者青睐有加，这也是一个值得信赖的品牌，如此才得以在家电行业占据半壁江山。美的冰箱的负责人表示，也正是因为有客户的厚爱和支持，才有美的的今天，于情于理，都应该给予客户一个满意的回馈，所以在三月推出了“寻找最美老客户”活动。并且，在未来的发展道路上，公司还会不断创新和努力，力争为消费者带来最好的家电产品。",,,2014-3-14 14:24,两横一竖,https://www.jdbbs.com/thread-5021541-1-1.html
,,,"液晶太惨不忍睹,请问怎么个惨不忍睹法啊？麻烦具体说说",2011-6-16 22:26,下乡,
,,,要买就买LV925A,2011-6-16 23:16,dan288,
美的电磁炉专用2220高压贴片电容,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2014-3-13 21:59,福鼎市,https://www.jdbbs.com/thread-5021245-1-1.html
,,"原帖由,dan288,于 2011-6-16 23:16 发表,要买就买LV925A","lv925和x50我都用过，色彩准确度上x50比lv925的确要好，画质通透。,至于拖尾，只要是液晶都避免不了，这次x50的面板技术在拖尾上比以前好很多了。,至于漏光，x50控制的相当好。",2011-6-17 13:23,lunasea216,
,,,我买了60e77a，老型号，关键是价格比较好，楼上几位一说，大屏幕的液晶很不好么？父母有线数字电视看得最多了,2011-6-17 13:28,miemior,
,,"原帖由,miemior,于 2011-6-17 13:28 发表,我买了60e77a，老型号，关键是价格比较好，楼上几位一说，大屏幕的液晶很不好么？父母有线数字电视看得最多了",从性价比来看，只是看有线数字电视，60的大尺寸，低价格，支持全高清，这款可以了。,2011-6-17 13:33,lunasea216,
CES2014长虹OLED点睛之作，画质美的令人窒息，KURO、Trinitron 可以彻底瞑目了,"目前AMOLED模组只有SAMSUNG和LG可以量产，内部如果从技术角度考虑，SAMSUNG是首选、市场的角度LG是首选。,长虹,SAll TV OETV55S7,这个型号样机，不好说是哪家模组，和SAMSUNG和LG画质都不一样，反光极小，黑位超赞，特别是色彩长虹的强项。,液晶是不能和她放一起比，差异巨大。,长虹OLED电视无与伦比的画质表现、轻薄的设计、后盖大面VCM拉丝板、下部塑料高亮黑、非对称差异化形态、全金属包边、机械按键、侧置扬声器等差异化特性成为展厅亮点，从时尚的外观设计，简单便捷的操作体验，到超乎想象的智能应用，让用户体会到智能科技为生活带来的轻松、便利和乐趣。,4X41C9J9O2E6.jpg,(135.38 KB, 下载次数: 11),下载附件,2014-1-8 20:26 上传,275678.jpg,(171.15 KB, 下载次数: 6),下载附件,2014-1-8 20:26 上传,275679.jpg,(124.77 KB, 下载次数: 6),下载附件,2014-1-8 20:26 上传,275681.jpg,(135.36 KB, 下载次数: 6),下载附件,2014-1-8 20:26 上传,275682.jpg,(94.15 KB, 下载次数: 6),下载附件,2014-1-8 20:26 上传,275684.jpg,(143.05 KB, 下载次数: 6),下载附件,2014-1-8 20:26 上传,ceFV0mfWzUm1M.jpg,(294.82 KB, 下载次数: 6),下载附件,2014-1-8 20:26 上传,54251_904035_390883.jpg,(185.85 KB, 下载次数: 4),下载附件,2014-1-10 16:46 上传,54251_904038_208086.jpg,(66.58 KB, 下载次数: 3),下载附件,2014-1-10 16:46 上传,54251_904041_616857.jpg,(191.89 KB, 下载次数: 4),下载附件,2014-1-10 16:46 上传,20140108010015990.jpg,(103.23 KB, 下载次数: 4),下载附件,2014-1-10 16:46 上传",,,2014-1-8 20:35,C生活,https://www.jdbbs.com/thread-4990505-1-1.html
,,,这软屏不是一般的软啊！！,2011-6-17 13:37,alljtcc,
,,"原帖由,lunasea216,于 2011-6-17 13:33 发表,从性价比来看，只是看有线数字电视，60的大尺寸，低价格，支持全高清，这款可以了。",过几天才到，到时候看看效果~,2011-6-17 22:14,miemior,
真正完美的机型离我们有多远,"总想把一台完美的机型揽入囊中，但总是希望伴随着失望，我们甚至于发现，某些旗舰机型的短板较之于普通机型更有过之而无不及，而在优势上尚且还不能完胜。在被各种所谓新技术、新概念一阵狂轰乱炸之后，随着烟雾渐渐散去，我们看到50赫兹同样可以有流畅无比的影像，没有某些顶级机遭人诟病的拖影------,我们所面对的是商家，如何使利益最大化是他们的追逐目标，，当然，没有一星半点的技术进步也是难以安身立命的，商家要做的就是把握好两者的最佳契合点，基于此，商家出来的产品注定小于消费者的期望值，于是我们就在这种混沌不堪中纠结、消磨、意淫，在这场PK中，商家永远从容不迫、循序渐进，把持着话语权。你想追求完美吗，那到头来注定你会被抓狂的！",,,2011-5-22 11:54,mimiba,https://www.jdbbs.com/thread-2676956-1-1.html
,,,中国式的宣传,2014-1-8 20:39,GGGYGYGY,
,,,"“长虹SAll TV OETV55S7这个型号样机，不好说是哪家模组”,[s:97]这句是亮点啊",2014-1-8 20:40,xiaoshen,
,,你不说大家也知道是LG,SAMSUNG也提供55OLED模组，长虹高端模组用的最多的是SAMSUNG，75、85 4K的都是SAMSUNG，关键不是用谁的模组，世界就两家，画质上与SAMSUNG、LG都不一样。,2014-1-8 20:45,C生活,
,,,十全十美是不可能有的，如果有，设计者与制造者会折阳寿。仔细想想，难道真是无稽之谈吗？难道完全是无稽之谈吗？,2011-5-22 12:01,真知不易,
,,,完美的标准不一样，只是我们等待的完美这一刻还未来临而已。。。,2011-5-22 12:03,hawie,
,,,此起彼伏 永无止境   河滩完美 哈哈   人生短短 几个秋   人到40 也白头,2011-5-22 12:20,zhaoqingbo,
,,,长虹确实是血红啊，只有最后一张还算出彩,2014-1-8 20:47,athlon2100,
,,,"老C这话说得太早了。,90年代索尼，早期的先锋都是无可超越的，我们慢慢看，会越来越明显。",2014-1-8 21:00,GGGYGYGY,
,,,既不是标题党，也非什么“枪”，就是喜欢鼓捣些被LP称之为“废铜烂铁”的货色，一不小心误打误撞上了论坛，空时闲呆一会儿，扳扯一番，有些确是有感而发，言下的“完美”只是一种概念，非绝对完美，而是相对均衡，都有胜出，这似乎并非不可能完成的任务，就实力而言，夏普可能做不到，难道索尼做不到吗。看看，还是在抬举索尼。,2011-5-22 12:46,mimiba,
,,,"天朝人对于完美的标准就是：效果要好！质量要好！外观要好！最重要的，在做到前面这几点的同时，价格还一定要低！！！！！呵呵！,[,本帖最后由 日系电器 于 2011-5-22 13:55 编辑,]",2011-5-22 12:59,日系电器,
,,,所以完美的机型离天朝人是越来越近了。呵呵！,2011-5-22 13:01,日系电器,
,,,可视角度低的吓死人啊,2014-1-8 21:08,szf229,
,,,"郫县豆瓣炒大虾.......{:soso_e144:}{:soso_e129:},202646qssc2nf4chihlqic (1).jpg,(135.07 KB, 下载次数: 4),下载附件,2014-1-8 22:57 上传",2014-1-8 22:58,毛毛的爸爸,
,,,今年国产又不止长虹一家展示OLED，至少3家,2014-1-8 23:05,AyaneC3,
,,,能接受就是好的.真正完美的机型要有完美的钱可买,2011-5-22 13:22,e666,
,,,其实，我们都愿意完美，无论机型，还是其他，人就是为了完美的可预期性而活的------,2011-5-22 13:40,mimiba,
,,,"完美的机型其实就是可以呈现和你眼睛看到的一模一样的真实世界的画质（３Ｄ）。,[,本帖最后由 Swinger_bj 于 2011-5-22 13:47 编辑,]",2011-5-22 13:44,Swinger_bj,
,,,今年国产又不止长虹一家展示OLED，至少3家,2014-1-8 23:06,AyaneC3,
,,,"本帖最后由 C生活 于 2014-1-10 16:43 编辑,1楼新增大图数张。,20140108010015990.jpg,(103.23 KB, 下载次数: 3),下载附件,2014-1-10 16:40 上传,54251_904041_616857.jpg,(191.89 KB, 下载次数: 3),下载附件,2014-1-10 16:40 上传,54251_904038_208086.jpg,(66.58 KB, 下载次数: 3),下载附件,2014-1-10 16:40 上传,54251_904035_390883.jpg,(185.85 KB, 下载次数: 3),下载附件,2014-1-10 16:40 上传",2014-1-10 16:38,C生活,
,,,"每个人对完美的理解都不同,思想有多远,完美就有多远.",2011-5-22 13:50,wtoto,
,,,"根本不会有完美的机型,人的追求一直不停的在变,人的欲望没停止就不会有让人完美的东西,再退一步说了,机器做的完美了,那些JS们赚什么,所以他们是不会让东西完美的",2011-5-22 13:52,云淡风清我悠闲,
,,,价格离你有多远，完美的机型就离你多远。,2011-5-22 15:09,我心微红,
,,,LED真的做不出有立体感的画面吗？看上去不过是液晶升级版而已。,2014-1-10 16:49,chncwk,
,,LED真的做不出有立体感的画面吗？看上去不过是液晶升级版而已。,[s:41]好大的口气，我看你到时买什么牛B的电视，一个烂LG的工程机都被你吹的天花烂醉，JD不过总销量才几百台，LG都不好意思说。,2014-1-10 16:53,C生活,
,,好大的口气，我看你到时买什么牛B的电视，一个烂LG的工程机都被你吹的天花烂醉，JD不过总销量才几百 ...,你都秒杀Kuro和Trinitron了，还有啥不敢吹的。,2014-1-10 17:02,chncwk,
,,,追求“真正完美的机型”不可能，也根本没有必要。,2011-5-22 15:16,VIPAce,
,,,完美的东西不存在啊~~~在各处都被奉为神机的KURO，你到真正用户比较多的国外论坛去，一样会看到很多人在抱怨各种问题，甚至有人被搞的退掉KURO改买LCD，在本论坛那些只会YY的人眼里根本不可想象的事情,2011-5-22 16:12,圣熊,
窦骁、周冬雨代言美的冰洗产品新形象~~~^_^,"商务部数据显示，截止2011年3月28日，全国,家电,以旧换新,销售额达到1611.2亿元，销售新家电4270.1万台，回收旧家电4422.9万台。其中，冰箱销售量为578.7万台，占比为13.6%；,洗衣机,销售量为563.4万台，占比为13.2%。,美的冰箱,和美的洗衣机携手《山楂树之恋》男女主角窦骁、周冬雨重磅出击，以年轻、健康、清新、时尚的形象为美的冰箱、美的洗衣机未来市场的增长增添新的动力。,据了解，家电以旧换新补贴范围包括,电视,机、冰箱（冰柜）、洗衣机、,空调,、电脑等五类家电产品，可按新家电销售价格的10%给予补贴，同时也设置了补贴上限，电视机400元/台、冰箱（含冰柜）300元/台、洗衣机250元/台，空调350元/台，电脑400元/台。      美的相关负责人介绍，随着人们生活水平的提升，中高端家电产品越来越受到消费者的青睐，在家电更新换代的过程中，家电以旧换新政策受到广大消费者的喜爱。中国家电协会理事长姜风指出，随着消费升级、高收入群体扩容，家电不再是冷冰冰的摆设，而应该是可以满足消费者审美需求和情感需求的产品，而这也正是高端产品的独特魅力。,业内人士分析，随着80后人群日益成为消费主流，如何抓住80后群体的注意力和消费偏好，成为家电企业开拓新营销市场的关键因素。去年11月10日，美的冰箱、美的洗衣机正式签约《山楂树之恋》男女主角窦骁、周冬雨为新的形象代言人，年轻、健康、清新、时尚的代言人形象为美的冰箱未来市场增长启动了全新动力。。,美的制冷中国事业本部副总裁王金亮在签约仪式上介绍，此次启用窦骁周冬雨作为美的,冰箱,、洗衣机的形象代言人，正是看好他们对年轻消费者的号召力和沟通能力，通过“情感纽带”建立美的冰洗和主流消费群体之间的深度沟通。",,,2011-5-20 16:42,商促网电器频道,https://www.jdbbs.com/thread-2673991-1-1.html
,,你都秒杀Kuro和Trinitron了，还有啥不敢吹的。,[s:41]OLED秒杀他们妥妥的，没有任何疑问，除非是GGYY这样的人才会有疑问。,2014-1-10 17:04,C生活,
,,OLED秒杀他们妥妥的，没有任何疑问，除非是GGYY这样的人才会有疑问。,GGYY的理论刚晋升论坛第一定律，等你有了他的贡献后再来摆龙门吧。,2014-1-10 17:06,chncwk,
,,,作者被禁止或删除 内容自动屏蔽,2014-1-10 17:06,chncwk,
,,,代言下乡产品确实绝了！！[s:97],2011-5-20 17:24,dw0425,
,,,[s:97] 。。年轻、健康、清新、时尚的代言人,2011-5-20 19:04,商促网电器频道,
,,,[s:15] 。。美的产品确实不错。值得推荐。,2011-5-21 10:02,商促网电器频道,
,,,作者被禁止或删除 内容自动屏蔽,2014-1-10 17:06,chncwk,
OLED时代带来超完美的视觉享受,"电视行业在近几十年的时间内发生了翻天覆地的变化，尤其是液晶电视的上市，使电视技术得到了更高的提升的同时加快了电视更新换代的速度，直到现在液晶电视虽已经普及到千家万户，但在观看视角、反应速度、色彩还原度等都不及,OLED,电视，,OLED,电视的诞生为我们带来了高技术、高画质的完美呈现，掀起了电视行业的新革命，,OLED,电视的发布也宣告了电视市场,OLED,时代的开启。,1QQ截图20131226165258.jpg,(128.92 KB, 下载次数: 2),下载附件,2013-12-26 16:56 上传,从技术优势来说，,OLED,电视具有自发光特性，超薄的设计突破了电视超薄的底线；宽广的观看视角突破了传统电视观看视角的限制；超快的响应速度呈现出完美的影像画面；无限对比度能够呈现色彩层次分明的画面，观看效果远远高于传统的,LCD,电视，下面我们就来具体看看,OLED,电视呈现出的完美效果吧。,今年九月率先在中国发布的,LG OLED,电视外观新颖，非常具有特色，这款电视向内凹进稍具弧度的曲线屏幕令人陶醉，最薄处,4.3mm,的机身只有传统,LCD,电视的三分之一，成功突破了电视超薄的底线。另外，高贵的水晶透明底座，从远处看,OLED,电视就像是悬浮在空中一样，,高贵典雅而不失时尚感。,图片2.jpg,(41.31 KB, 下载次数: 1),下载附件,2013-12-26 16:56 上传,在用液晶电视观看极速运动画面时不可避免地会出现画面拖影、残影的情况，为观影带来了很多麻烦。经过技术上的创新，,OLED,电视以全新的姿态呈现在我们面前，它成功的解决了画面拖影问题，将响应速度提升到了,0.001ms,以下，超高的,响应速度即便播放极速运动画面也能保持画面的清晰度，不会出现残影的问题，为消费者带来了犹如影院般震撼的极速运动画面。,图片3.jpg,(71.56 KB, 下载次数: 1),下载附件,2013-12-26 16:57 上传,另外，更值得一提的是，,OLED,电视的观看视角也有了一个质的飞跃，杜绝了观看死角，能为用户提供全方位观影的舒适观影效果。据了解，,OLED,电视将观看视角提升到了,160,度，观影者即便从侧面观影也不会有画面失真、偏色的情况，,OLED,电视保证了观影者能够看到全面而完美的画面。,图片4.jpg,(22.71 KB, 下载次数: 1),下载附件,2013-12-26 16:57 上传,不论是在色彩显示、观看视角还是反应速度上，,OLED,电视都彻底颠覆了传统液晶电视在消费者眼中固有的形象。,OLED,电视突破性的的创新为消费者带来了更加完美的视听享受，具有改写电视历史的划时代意义，必将引领未来电视行业发展新潮流。",,,2013-12-26 16:57,欢快的世间,https://www.jdbbs.com/thread-4983256-1-1.html
,,,我看行。,2011-5-23 08:27,商促网电器频道,
,,,不做评论,2011-5-23 09:04,淘小陈,
电视就是早买早享受，永远没有完美的，不要为了等下一代浪费时间，咱耗不起,2010年10月的时候拿着银子准备入手55的hx800，去了一看价钱还挺好符合自己的预算，可是没有买，因为发现旁边的nx810太帅了，画质也比hx800好，可惜价钱太高，骂了自己是穷鬼一顿，发誓过半年买nx710或者nx810。结果2011年4月愿望实现买了46的nx710，后来调换成55的nx810，高兴了没有一个月发现电视买小了，最主要的是索尼出了hx920，心里纠结，想为什么不等几个月到10月再买hx920呢，以上种种应该算是大多数人的心理吧，咱是普通人也这样，也没什么丢人的。但是理性的分析，当时买hx800时就应该拿下的，因为电视毕竟也是电子产品，一代比一代强是它的基本特征（说一代不如一代的脑残，我不和你争论，因为我是正常人，我认为实事求是，是对一个人的基本要求），所以这个是无休止的，等到hx920大面积铺货价格也符合了大多数人，那么可以预见的是hx930什么的也就快出了，什么裸眼3d，裸眼全高清3d，高高清，大尺寸oled，全息电视，味觉电视，机器人投影电视，还有一些随着技术的发展出现的好的新生的事物，太多了，这还有完吗？答案是：在大家有生之年，没完。按技术角度考虑什么时候买电视都不合适，因为技术总在发展，旗舰是相对的。所以大家也就不要纠结画质啊，下一代旗舰啊，这个都是浮云，在现阶段画质对于尺寸来说是浮云，趁着年轻赶紧买个大尺寸的，别一直等到对电视没兴趣只对钓鱼有兴趣了，咱等不起的，早买早享受，就是等到死也等不到完美的电视，因为那是不存在的,,,2011-5-10 14:30,hwdok,https://www.jdbbs.com/thread-2643074-1-1.html
,,,关键是价格，市场战胜技术的例子不在少数。,2013-12-26 21:23,老钟头,
,,,有些了解的，LG曲面OLED电视OLED电视的画面色彩很突出，而且它的不闪式3D效果也给力不伤眼。,2013-12-26 22:35,有点感觉了,
,,,"说的没错啊,我的款才付掉就来了920,白白得多花1w，实际效果有1w的提升么,不能跟着厂子的宣传跑,自己觉得OK就行,话说回来，HX800的3D确实有点闪啊，尤其是大面积白色的时候,闪的难受，后来调整一下效果要好一点,在看丛林大反攻的时候3D效果相当不错，可是偏一点点角度就不行了，这也是个问题,hz这边没啥地方摆出920，没机会试试，但是如果这俩问题能解决，多点钱也值了,看看今夏的片子，估计秋天的时候，3d片源要比现在翻翻了，不可忽视啊",2011-5-10 14:40,1118752,
,,,我买家电，就是要不就买最高端，要不就买比最低端高一个档次的低端产品，两头得图一头，不然就容易进入误区......................[s:98],2011-5-10 14:49,lmylang,
,,,是啊，人生苦短，必须及时行乐！,2011-5-10 14:54,richzz,
,,,OLED电视的广视角我很喜欢，有160度呢，坐着躺着都能看，真心不赖,2013-12-27 00:06,生命在旦夕,
最完美的 WIN8.1 PRO 平板来了！！,"支持LTE网络 夏普将推10.1吋Mebius Pad,2013-12-19 05:22:38,中关村在线报道：,Windows 8.1平板阵营终于又添新丁，它就是来自夏普的Meibus Pad。该平板最亮眼的地方有两处，首先它的屏幕为10.1英寸分辨率为2560x1600，采用IGZO显示屏(像素密度达到了300ppi)；其次，该平板支持LTE网络——秒杀当前市售的大多数Windows 8.1平板的规格，较9.7英寸的iPad Air亦毫不逊色。,夏普Mebius Pad,夏普Mebius Pad,当然，夏普在今年9月举办的""日本高新技术博览会""(CEATEC)上就向我们介绍过Meibus Pad了。至于LTE网络的支持方面，尽管诺基亚Lumia 2520支持Verizon的LTE网络，但是其配备的却是Windows RT系统。作为一款Windows 8.1平板，夏普Meibus Pad还搭载了英特尔 Atom Z3770 ""Bry Trial""处理器、4GB内存、64GB闪存、以及Office Home and Business 2013。Meibus Pad的厚度为9.5毫米(0.37英寸)，重量仅595克(1.3磅)，上市时间为明年1月，价格暂不知。",,,2013-12-19 16:27,许仙1414,https://www.jdbbs.com/thread-4979363-1-1.html
,,,电子产品价格降得真快！,2011-5-10 15:00,里脊牛,
,,,深度同意楼主的消费观,2011-5-10 17:04,qwf,
,,,haha,2013-12-24 15:47,许仙1414,
最完美的 WIN8.1 PRO 平板来了！！,"支持LTE网络 夏普将推10.1吋Mebius Pad,2013-12-19 05:22:38　来源:,中关村在线,(北京),有0人参与,分享到,易信,新浪微博,腾讯空间,人人网,有道云笔记,中关村在线报道：,Windows 8.1平板阵营终于又添新丁，它就是来自夏普的Meibus Pad。该平板最亮眼的地方有两处，首先它的屏幕为10.1英寸分辨率为2560x1600，采用IGZO显示屏(像素密度达到了300ppi)；其次，该平板支持LTE网络——秒杀当前市售的大多数Windows 8.1平板的规格，较9.7英寸的iPad Air亦毫不逊色。,夏普Mebius Pad,夏普Mebius Pad,当然，夏普在今年9月举办的""日本高新技术博览会""(CEATEC)上就向我们介绍过Meibus Pad了。至于LTE网络的支持方面，尽管诺基亚Lumia 2520支持Verizon的LTE网络，但是其配备的却是Windows RT系统。作为一款Windows 8.1平板，夏普Meibus Pad还搭载了英特尔 Atom Z3770 ""Bry Trial""处理器、4GB内存、64GB闪存、以及Office Home and Business 2013。Meibus Pad的厚度为9.5毫米(0.37英寸)，重量仅595克(1.3磅)，上市时间为明年1月，价格暂不知。",,,2013-12-19 16:09,许仙1414,https://www.jdbbs.com/thread-4979349-1-1.html
,,"原帖由,花花草草最好,于 2011-5-10 17:00 发表,从我三月开始关注到现在5月，有一款电视 进口品牌 我眼睁睁看着它降了2000.",不知道老兄说的是哪个,2011-5-10 20:24,hwdok,
,,,同意，消费品就是早买早享受,2011-5-10 20:30,零三零,
,,,本来就是这个道理 不过想有性价比 还是 等上市半年以后再出手 这样损失好一些 8个月我认为最好 再久可能就下市了呵呵 55HX800 1万2 55NX8101万4 都是下市的价钱了 我相信55HX920 现在上市价钱2万2 下市的时候也应该能到1万5 50的VT20不也从2万多降到1万1了吗呵呵,2011-5-11 03:25,DANNY521,
,,,"本帖最后由 许仙1414 于 2013-12-19 16:13 编辑,win8.1 pro （不是该死的RT），高分屏（不是1366x768,不是1920X1080，而是2560X1600！！），超轻重量（才,595,克，不是该死的SURFACE PRO 2 的900克！！）:victory:",2013-12-19 16:12,许仙1414,
,,,只是价格要7000多元{:soso_e171:},2013-12-19 16:14,许仙1414,
,,,说得对，不过国内的市场定价方式来说，上市最初可以暂缓，最好是3~6个月后入手,2011-5-11 09:38,hellpapa,
,,,"不急的话,肯定不会在新品上市时买 现等10.1 出手55HX920或52X50A 55VT31国庆节价格可能满高的....反正到时候再出手....",2011-5-11 09:48,clavin,
,,,hx920还没见过呢,2011-5-19 19:56,hwdok,
本人有国美的，买平板电视 满7999减400的蓝券一张！,有需要的请联系！{:soso_e113:},,,2013-12-7 17:08,cxldkj,https://www.jdbbs.com/thread-4972896-1-1.html
,,,楼主说得也是，厂家就是变着法子掏咱们口袋[s:43],2011-5-20 17:21,中华红,
北京诚心求一台完美的索尼FW900。~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,同城自取，当场验货，完美付款。价格不是问题，问题是完美。QQ1327083591,,,2011-5-12 07:57,春雷咆哮,https://www.jdbbs.com/thread-2646582-1-1.html
