PreferentialPrice,FBnumber,PoorCount,p_Name,shop_name,ProductID,price,type,GoodCount,GoodRateShow,keyword,GeneralCount,CommentCount
先锋两季品旗舰店,40,10,1100,还可以吧 声音小 一般 安装方便 风很柔和 造型美观 遥控方便 风力很大 使用方便 质量不错 颜色漂亮 造型美观 安装方便 风很柔和,856474,台扇，壁扇,先锋（Singfun）卡通台夹扇/夹壁扇/电风扇DB1202,94,1000,119,109,3片
先锋生活电器旗舰店,1,1,20,使用方便 广角送风 风很柔和 安全节能 安装方便 颜色漂亮 扇网坚固 颜色漂亮 扇网坚固 使用方便 使用方便 广角送风 风很柔和 安全节能 安装方便,11731845631,塔扇,先锋(Singfun)家用电风扇塔扇无叶风扇落地式电风扇静音立式机械可定时 DTS-G5机械款,90,10,499,229,无叶
奥克斯旗舰店,8,3,100,使用方便 遥控方便 安装方便 噪音很小 底座很稳 远程遥控 风力很大 颜色漂亮 电机好 造型美观 噪音很小 遥控方便 风扇不错 底座很稳 使用方便,1655493275,落地扇,奥克斯（AUX）FS-40-A1626RC 电风扇/五扇叶 遥控 落地扇,94,100,399,149,5片
先锋乐聪专卖店,0,0,10,睡眠风不错 噪音很小 睡眠风不错 噪音很小,12420255180,转页扇,先锋（Singfun）蒲扇/遥控电风扇/落地扇/升降转页扇DL1706婴童适用超柔风 白色,100,10,899,599,5片
格力伟宏专卖店,0,0,5,,12557806000,落地扇，塔扇，台扇,格力（GREE）WKY-30X60Bh5 电风扇 喷雾加湿风扇 遥控落地扇 雾化扇,100,5,1299,899,5片
艾美特子云专卖店,0,1,20,,11619239273,台扇,艾美特(Airmate) 电风扇 S35165R 遥控台立扇 电风扇,96,20,998,379,7片及以上
美的绿灯侠专卖店,1,0,20,遥控方便 颜色漂亮 质量不错 广角送风 造型美观 遥控方便 颜色漂亮 质量不错 广角送风 造型美观,12050538966,落地扇,美的（Midea）电风扇FS40-15CR智能变频静音风扇 宿舍摇头扇家用台式落地扇,96,20,469,429,5片
艾美特华安专卖店,0,2,50,噪音很小 风很柔和 质量不错 使用方便 电机好 风力很大 睡眠风不错 安全节能 风扇不错 广角送风 风很柔和 质量不错 使用方便 质量不错 使用方便 电机好 噪音很小 质量不错,10287901819,转页扇,艾美特（AIRMATE）升降转页扇FBW09T2/电风扇 机械控制 浅灰色,96,50,2490,269,5片
艾美特旗舰店,0,1,10,远程遥控 远程遥控,10501931381,转页扇,艾美特(Airmate)转页扇/电风扇30厘米12吋电扇风扇FBW09RS,94,10,2990,299,5片
格力清力专卖店,7,9,500,东西不错 制热效果快 使用方便 外观美观 非常暖和 非常好用 很省电 功率很大 跌倒断电 造型美观 睡眠风不错 安全节能 风扇不错 风很柔和 噪音很小 睡眠风不错 安全节能 东西不错 制热效果快 外观美观 使用方便 非常暖和 风很柔和 安全节能 风扇不错 睡眠风不错 安全节能 质量不错 睡眠风不错 颜色漂亮 风扇不错 质量不错 底座很稳 噪音很小 造型美观 风扇不错 质量不错 造型美观 颜色漂亮,10870921703,落地扇,格力(GREE) 电风扇FDZ-40X65Bg7 家用落地扇 7叶平背直流变频  淡蓝色,97,500,529,369,7片及以上
奥克斯旗舰店,5,4,200,风扇不错 风力很大 使用方便 颜色漂亮 底座很稳 广角送风 造型美观 风很柔和 质量不错 噪音很小 睡眠风不错 风很柔和 风扇不错 风力很大 造型美观 睡眠风不错,10499204519,台扇，风扇伴侣,奥克斯（AUX）FO-18A6 电风扇/台扇/转页扇/办公鸿运扇/床头扇,96,200,99,49,3片
艾美特子云专卖店,3,3,200,使用方便 质量不错 安装方便 风扇不错 风力很大 造型美观 风很柔和 噪音很小 颜色漂亮 安全节能,1539050956,壁扇,艾美特(Airmate)壁扇 FW4035T2家用电风扇工程扇 静音 节能,98,200,579,199,5片
格力泽居专卖店,0,0,40,安装方便 噪音很小 造型美观 安全节能 使用方便 风很柔和 风力很大 睡眠风不错 遥控方便 颜色漂亮 底座很稳 遥控方便 噪音很小 风力很大,12653626979,落地扇，转页扇,格力（GREE）FD-4009-WG 立式机械五叶家用静音落地扇定时电风扇办公宿舍节能风扇 白色,100,40,199,189,5片
格力智购专卖店,1,0,20,安装方便 风力很大 噪音很小 使用方便 安装方便,12401517047,落地扇,格力(GREE) 电风扇落地扇家用静音定时5叶大风量FD-4009-WG 白色 5叶机械,96,20,299,189,5片
艾美特专卖店,0,1,8,,12078077985,落地扇,艾美特SA35195R家用电风扇落地扇苹果homekit智能家居7叶羽翼风扇 白色,87,7,1899,1859,7片及以上
先锋两季品旗舰店,1,5,100,颜色漂亮 造型美观 遥控方便 广角送风 质量不错 风力很大 远程遥控 噪音很小 安全节能 电机好 造型美观 广角送风 底座很稳 风力很大 远程遥控 颜色漂亮 风扇不错 噪音很小 颜色漂亮 安全节能 风力很大 扇网坚固 广角送风 造型美观 底座很稳 颜色漂亮 远程遥控 风力很大 风扇不错 噪音很小 适合宝宝 造型美观 远程遥控,2559425,落地扇,先锋（Singfun）直流变频遥控电风扇/落地扇10叶飓风系列DD1609,94,100,758,699,7片及以上
格力泽居专卖店,0,0,30,造型美观 风力很大 电机好 底座很稳 质量不错 噪音很小 使用方便 安全节能 安装方便 扇网坚固 造型美观 电机好 底座很稳 风扇不错 使用方便,12505483194,台扇,格力（GREE） KYT-2501 台式转页扇迷你小风扇学生宿舍台扇电风扇台立家用静音办公 浅灰色,100,30,169,109,5片
艾美特华安专卖店,1,1,40,睡眠风不错 风很柔和 使用方便 安全节能 噪音很小 安装方便 颜色漂亮 远程遥控 适合宝宝 广角送风 风很柔和 使用方便 噪音很小 安全节能 睡眠风不错 风扇不错 睡眠风不错 噪音很小 睡眠风不错,10287934074,台扇,艾美特(Airmate)直流电机遥控 S35113R35厘米14吋台扇/风扇/电风扇/电扇 白色,96,40,4990,599,5片
美的绿灯侠专卖店,1,2,40,质量不错 噪音很小 安全节能 遥控方便,11322732863,落地扇,美的（Midea）FS40-15HRW 五叶遥控落地扇/电风扇,92,30,299,269,5片
北京格力生活电器专营店,3,2,100,颜色漂亮 安全节能 广角送风 风扇不错 安装方便 风很柔和 远程遥控 睡眠风不错 适合宝宝 噪音很小 使用方便 远程遥控,11777495105,落地扇,格力(GREE)电风扇/落地扇/遥控静音FD-4036Bh5-WG（白色）,97,100,278,278,5片
美的空调聚程美佛山专卖店,0,1,50,使用方便 安装方便 风力很大 远程遥控 噪音很小 底座很稳 质量不错 风扇不错 造型美观 遥控方便 噪音很小 使用方便 风力很大 底座很稳,11532099786,落地扇,美的 FS40-13CR 电风扇 遥控落地扇家用扇静音定时摇头电扇,98,50,369,269,5片
艾美特子云专卖店,20,10,500,噪音很小 质量不错 风很柔和 使用方便 风扇不错 声音小 底座很稳 电机好 睡眠风不错 风力很大 风扇不错 睡眠风不错 使用方便 睡眠风不错 使用方便 底座很稳 电机好 风很柔和 声音小 风扇不错 质量不错 噪音很小 风力很大,1536523633,转页扇,艾美特(Airmate)电风扇FBW32T2 学生风扇家用转页扇宿舍台扇台式鸿运扇 10吋,93,400,399,139,5片
美的小家电官方旗舰店,2,2,60,风扇不错 使用方便 噪音很小 安装方便 底座很稳 遥控方便 风很柔和 电机好 质量不错 颜色漂亮 遥控方便 电机好 使用方便 安装方便 噪音很小,1605492201,落地扇,美的（Midea）电风扇 落地 静音风扇 广角送风落地扇 FS40-11L1 ,94,50,199,169,3片
艾美特子云专卖店,8,7,200,风扇不错 广角送风 质量不错 遥控方便 扇网坚固 风很柔和 噪音很小 风力很大 底座很稳 造型美观 质量不错 质量不错 睡眠风不错 噪音很小 质量不错 扇网坚固 遥控方便,1536228827,落地扇,艾美特(Airmate)落地扇FSW77R-5 遥控 摇头五叶扇,94,200,759,269,5片
北京格力生活电器专营店,0,1,80,适合宝宝 远程遥控 安装方便 睡眠风不错 质量不错 风很柔和 噪音很小 底座很稳 使用方便 造型美观 广角送风 使用方便 安全节能 质量不错 安装方便,11791949908,转页扇，台扇,格力（GREE）台扇/转页扇/迷你静音小电风扇KYT-2501,99,80,129,129,5片
格力明达丰专卖店,0,0,10,风很柔和 遥控方便 造型美观 底座很稳 安全节能 遥控方便 造型美观 风很柔和 底座很稳 安全节能,12593663513,落地扇,格力（GREE）WKY-30X60Bh5家用移动水雾化转页扇 遥控静音加湿喷雾落地电风扇 GREE,100,10,999,899,5片
格力小家电专营店,1,3,70,风扇不错 使用方便 风很柔和 风力很大 质量不错 噪音很小 底座很稳 广角送风 造型美观 颜色漂亮 风很柔和 广角送风 噪音很小 底座很稳 风扇不错,10516262828,台扇,GREE/格力 KYT-3001a 格力小电风扇定时转页扇鸿运扇学生宿舍台式电扇 ,95,70,259,149,5片
跨境数码全球购旗舰店,0,0,10,远程遥控 风扇不错 造型美观 电机好 风力很大 扇网坚固 噪音很小 颜色漂亮 广角送风 质量不错 风很柔和 风力很大 广角送风 安装方便 扇网坚固 广角送风 造型美观 风力很大 风很柔和 扇网坚固 电机好 适合宝宝 扇网坚固 风扇不错 颜色漂亮 使用方便 广角送风 电机好 风扇不错 睡眠风不错 睡眠风不错,1988891734,塔扇,美的FZ10-17ARW 电风扇落地遥控家用台式无叶静音立式塔扇学生宿舍办公加高冷风扇 加高遥控版,100,10,558,479,无叶
格力小家电专营店,10,10,300,遥控方便 风扇不错 安装方便 噪音很小 使用方便 电机好 风力很大 质量不错 风很柔和 远程遥控 安全节能 噪音很小 安装方便 风力很大 造型美观 噪音很小 安装方便 底座很稳 风力很大 遥控方便 颜色漂亮 噪音很小 质量不错 使用方便 安全节能 噪音很小,1572995902,落地扇,GREE/格力 落地扇 FD-4008B-WG 家用遥控电风扇节能平背电扇 ,92,200,899,288,5片
艾美特子云专卖店,3,1,80,底座很稳 遥控方便 使用方便 底座很稳 遥控方便 使用方便,12942376295,落地扇,艾美特(Airmate) 电风扇 SW113BR 台立扇 遥控直流 充电 台立两用扇 家用 请看产品描述仅白色有货,95,80,1696,699,5片
艾美特子云专卖店,0,1,7,噪音很小 风力很大 颜色漂亮 电机好 底座很稳 噪音很小 风力很大 颜色漂亮 电机好 底座很稳,11881041951,塔扇,艾美特(Airmate) 塔扇FT69R 遥控塔扇 无叶风扇,86,6,798,349,无叶
先锋两季品旗舰店,3,1,100,质量不错 风力很大 风扇不错 颜色漂亮 造型美观 安装方便 底座很稳 噪音很小 广角送风 风很柔和 电机好 质量不错 风力很大 风扇不错 风很柔和 质量不错 颜色漂亮 造型美观 安装方便 安装方便 质量不错 风很柔和 造型美观 风力很大,2559415,落地扇,先锋（Singfun）大风量电风扇/落地扇10叶飓风系列DD1607,96,100,329,299,7片及以上
格力清力专卖店,5,4,300,安装方便 噪音很小 风扇不错 质量不错 造型美观 安全节能 适合宝宝 值得推荐 颜色好看 物有所值 远程遥控 噪音很小 远程遥控 颜色漂亮 噪音很小 质量不错 远程遥控 风扇不错 质量不错 远程遥控 质量不错 颜色漂亮 噪音很小 风很柔和 造型美观 使用方便 风扇不错 遥控方便 颜色漂亮 噪音很小 睡眠风不错 风力很大 颜色漂亮 颜色漂亮 风扇不错 风很柔和 质量不错,11323409846,落地扇,格力电风扇FD-4025Bah5-WG家用静音遥控落地扇办公宿舍学生风扇,98,300,299,218,5片
格力小家电专营店,6,5,100,风扇不错 风很柔和 造型美观 使用方便 遥控方便 安装方便 睡眠风不错 远程遥控 安全节能 噪音很小 造型美观 安装方便 远程遥控 颜色漂亮 造型美观 安装方便 安装螺蛳短 电扇已摔坏 风很柔和 风力很大 风扇不错 远程遥控,10266088793,壁扇,GREE/格力壁扇 FB-4001B-WG 节能电风扇静音挂扇 遥控壁扇电扇,93,100,1076,238,3片
艾美特子云专卖店,5,6,200,风扇不错 质量不错 安装方便 远程遥控 遥控方便 风很柔和 扇网坚固 使用方便 底座很稳 广角送风 使用方便 遥控方便 远程遥控 安装方便 质量不错 安全节能,10179796599,落地扇,艾美特(Airmate) 落地扇FSW16R-5 遥控风扇 节能静音 黑色五片叶 FSW16R-5,95,200,469,239,5片
格力空调广州专卖店,5,5,300,质量不错 风扇不错 使用方便 底座很稳 遥控方便 风力很大 安全节能 安装方便 远程遥控 扇网坚固 扇网坚固 遥控方便 颜色漂亮 使用方便 风扇不错,10468681281,落地扇,格力（GREE）FD-4025Bah5-WG 电风扇 五叶遥控落地扇 家用静音风扇 ,96,300,599,238,5片
美的小家电官方旗舰店,10,10,600,质量不错 风很柔和 使用方便 噪音很小 底座很稳 风扇不错 睡眠风不错 造型美观 安装方便 扇网坚固 质量不错,10423552722,转页扇,美的（Midea）电风扇 静音转页扇 四档风速台扇 预约定时 倾倒断电KYT30-15AW,95,500,169,159,5片
艾美特子云专卖店,0,1,10,安装方便 风很柔和 噪音很小 风扇不错 远程遥控 质量不错 底座很稳 风很柔和 噪音很小 风扇不错 安装方便 远程遥控 质量不错 底座很稳 安装方便,11837955250,落地扇,艾美特(Airmate) 智能遥控落地扇FS40104R 家用风扇,92,10,998,349,5片
格力伟宏专卖店,0,0,10,使用方便 噪音很小 风很柔和 风扇不错 颜色漂亮 安装方便 使用方便 噪音很小 风很柔和,12517583253,转页扇，台扇,大松（TOSOT) KYS-3001B-WG 遥控转页扇/电风扇 家用静音五叶落地扇,100,10,328,258,5片
艾美特华安专卖店,2,4,100,噪音很小 风很柔和 安全节能 风扇不错 电机好 使用方便 造型美观 质量不错 睡眠风不错 遥控方便,10226180800,台扇,艾美特（AIRMATE）FB3032T2 电风扇转叶扇 台扇电扇10吋25厘米小风扇循环扇 白蓝色,94,90,1390,139,5片
奥克斯电风扇旗舰店,6,3,100,风力很大 风扇不错 噪音很小 使用方便 颜色漂亮 广角送风 质量不错 扇网坚固 360°摇头 电机好 360°摇头 质量不错 造型美观,2418580,工业扇，壁扇，吊扇,奥克斯（AUX）FD-40-E1601 家用吊扇/吸顶扇/楼顶扇/工业扇,94,100,399,159,4片
先锋乐聪专卖店,4,1,30,扇网坚固 质量不错 遥控方便 风力很大,11700587402,落地扇,先锋（Singfun）电风扇大风量静音风扇落地扇 办公室家用电扇风扇 遥控款9叶大风量 D5遥控款九叶,86,30,299,179,7片及以上
艾美特子云专卖店,3,3,80,风扇不错 底座很稳 噪音很小 电机好 风很柔和 安装方便 声音小 造型美观 睡眠风不错 颜色漂亮 风扇不错 安装方便 遥控方便 颜色漂亮 风很柔和 风很柔和 遥控方便 造型美观 使用方便 风扇不错,1540326478,落地扇,艾美特(Airmate) 台立扇SW112R 遥控直流变频台立扇,94,80,1429,599,5片
艾美特华安专卖店,0,1,10,安装方便 扇网坚固 造型美观 安全节能 风力很大,12434208717,落地扇,艾美特（AIRMATE）【到手价179】FS4066T2-5静音节能家用电风扇五叶落地扇,93,10,1990,199,5片
格力小家电专营店,5,0,100,风扇不错 噪音很小 安全节能 质量不错 底座很稳 风力很大 颜色漂亮 扇网坚固 广角送风 造型美观,1566334933,落地扇,GREE/格力电风扇 FD-4025Bah5-WG 家用节能风扇 智能遥控落地扇,97,100,688,238,5片
格力TOSOT旗舰店,4,10,200,遥控方便 风扇不错 风力很大 噪音很小 远程遥控 颜色漂亮 使用方便 安全节能 电机好 安装方便 风力很大 安全节能 远程遥控 使用方便 扇网坚固 颜色漂亮 风很柔和 质量不错 使用方便 造型美观 风扇不错 风很柔和 风力很大,10153648910,落地扇,格力（GREE）电风扇三叶遥控落地扇/家用静音风扇大风量FD-4009B,91,100,399,198,3片
艾美特专卖店,0,0,5,,12381355948,落地扇,艾美特 小艾小艾 FS4081SR 电风扇家用人工语音智能落地扇七叶羽翼风扇 白色,100,5,1099,899,7片及以上
艾美特子云专卖店,2,0,30,电机好,11594305376,落地扇,艾美特(Airmate) 家用五叶遥控落地扇 FS4052R-5  电风扇 静音节能,94,30,658,249,5片
先锋生活电器旗舰店,2,1,90,风力很大 噪音很小 风扇不错 质量不错 扇网坚固 遥控方便 电机好 使用方便 安装方便 风很柔和 广角送风 噪音很小 颜色漂亮,11643497060,落地扇,先锋（Singfun）电风扇遥控落地扇立式家用静音办公室学生风扇摇头电扇五叶扇可定时 DD3305遥控5叶,97,90,499,179,5片
格力小家电专营店,2,1,60,安全节能 风很柔和 风扇不错 扇网坚固 颜色漂亮 噪音很小 睡眠风不错 底座很稳 风力很大 遥控方便,10445013737,台扇,GREE/格力台扇 KYT-2501a 家用小风扇台式鸿运扇节能转页扇静音电风扇,95,60,99,99,5片
云购电器专营店,0,0,9,噪音很小 安装方便 风很柔和 质量不错 适合宝宝 睡眠风不错 造型美观 底座很稳 颜色漂亮 睡眠风不错 造型美观 底座很稳 噪音很小 颜色漂亮 噪音很小,12740281205,台扇,艾美特 电风扇转叶扇 台式扇静音迷你台扇鸿运扇小风扇循环扇 蓝色,100,9,999,228,3片
格力威铭专卖店,0,1,20,造型美观 安全节能 底座很稳 遥控方便 质量不错 风很柔和 安装方便 使用方便 电机好 造型美观,10470625526,落地扇,格力(GREE)落地扇直流变频遥控台地扇7叶电风扇FSZ-3008BBG7-WG 白色,95,10,1299,999,7片及以上
格力鼎格专卖店,0,0,20,噪音很小 电机好 扇网坚固,11741504698,落地扇,格力（GREE）家用电风扇定时摇头立式静音落地扇学生宿舍办公室风扇 FD-4027h5-W,100,20,189,189,5片
艾美特子云专卖店,2,4,100,声音小 风很柔和 质量不错 遥控方便 使用方便 风扇不错 电机好 安装方便 噪音很小 底座很稳 风扇不错 遥控方便 造型美观 电机好 风很柔和 质量不错 电机好 遥控方便 质量不错 安装方便 遥控方便 噪音很小 造型美观,1540304698,落地扇,艾美特(Airmate)台立扇S35113R 直流电机 遥控  节能省电,96,100,1519,569,5片
格力鼎格专卖店,0,1,20,风力很大 底座很稳 电机好 安全节能 扇网坚固 安装方便 风力很大 安装方便 电机好 底座很稳 扇网坚固 电机好,11667403813,壁扇,格力（GREE)家用静音遥控挂壁电风扇 办公室商场工程宿舍16寸壁扇FB-4001B-WG,95,10,238,238,3片
格力众新专营店,0,0,50,造型美观 风很柔和 质量不错 广角送风 底座很稳 颜色漂亮 安装方便 风扇不错 扇网坚固 风力很大,11653416623,转页扇，台扇,格力(GREE)KYT-2501A 家用床头静音台式转页扇台扇 办公室学生宿舍电风扇鸿运扇 白色,100,50,169,99,5片
奥克斯旗舰店,0,0,10,,10781247547,吊扇，欧式仿古扇,奥克斯 (AUX) FD-140A 电风扇/复古典雅吊扇,100,10,499,299,5片
奥克斯旗舰店,2,2,50,噪音很小 质量不错 风扇不错 安装方便 使用方便 风很柔和 广角送风 遥控方便 风力很大 电机好 电机好 广角送风 风力很大 质量不错,10241667029,吊扇，空气循环扇,奥克斯 (AUX) FD-140 电风扇/1400mm吊扇,92,50,399,149,3片
艾美特子云专卖店,2,6,80,风很柔和 遥控方便 颜色漂亮,11640491026,落地扇,艾美特(Airmate) 落地扇FSW63DR 变频直流风扇8字摇头 黑色款FS4063DR,91,70,2119,799,7片及以上
艾美特子云专卖店,2,3,80,遥控方便 使用方便 颜色漂亮 风扇不错 造型美观 质量不错 安装方便 睡眠风不错 声音小 风力很大,1538984208,落地扇,艾美特(Airmate)台立扇 SW59R-A 遥控风扇,95,80,819,269,5片
格力小家电专营店,5,3,100,风扇不错 使用方便 风力很大 安装方便 噪音很小 远程遥控 质量不错 造型美观 底座很稳 广角送风 噪音很小 安装方便 风扇不错 安装方便 使用方便 声音小 底座很稳 风力很大,10228067592,转页扇,GREE/格力风扇 KYS-3001B-WG 格力家用遥控转页扇节能定时电风扇,93,100,598,258,5片
格力明达丰专卖店,3,1,100,风扇不错 噪音很小 使用方便 颜色漂亮 造型美观 风力很大 风很柔和 广角送风 质量不错 底座很稳 造型美观 颜色漂亮 风力很大 造型美观 质量不错 风力很大 广角送风 风扇不错 噪音很小,10162151260,转页扇,大松(TOSOT)KYT-3005 台式转页扇家用静音鸿运扇定时学生机械式床头小电风扇,97,100,298,129,5片
格力鼎格专卖店,0,0,40,质量不错 风力很大 风扇不错 使用方便 风很柔和 适合宝宝 安装方便 造型美观 噪音很小 远程遥控,10865324523,落地扇,格力(GREE)FD-4009B-WG家用定时摇头遥控落地扇 节能立式办公宿舍静音电风扇,100,40,600,218,3片
格力小家电专营店,4,1,90,遥控方便 远程遥控 造型美观 质量不错 扇网坚固 风力很大 颜色漂亮 风扇不错 电机好 睡眠风不错,1577518038,落地扇,Gree/格力电风扇 FD-4009B 家用节能遥控落地扇办公宿舍静音风扇,95,90,599,218,3片
格力傲信专卖店,0,1,10,遥控方便 安装方便,11971882047,落地扇,格力（GREE)电风扇 7七叶 家用遥控落地扇 风扇 电扇FS-3005Bg7-WG,93,10,599,369,7片及以上
格力小家电专营店,1,3,50,风扇不错 噪音很小 安装方便 质量不错 扇网坚固 使用方便 颜色漂亮 底座很稳 广角送风 风很柔和 噪音很小 风扇不错 颜色漂亮 广角送风 质量不错,10298034584,壁扇,Gree/格力壁扇 FB-4005-WG 电风扇节能静音挂扇 双拉线电扇 白色,93,50,1076,199,3片
艾美特子云专卖店,0,0,8,,11554377276,落地扇,艾美特(Airmate) 家用电风扇FS4028DR遥控节能静音 8字摇头落地扇五叶扇,100,8,998,399,5片
奥克斯旗舰店,7,4,80,底座很稳 风扇不错 风力很大 风很柔和 噪音很小 颜色漂亮,11687108565,USB风扇,奥克斯（AUX）A4-3 手持USB移动便携式风扇可充电可蓄电低噪照明创意迷你卡通小风扇,86,70,99,49,4片
艾美特子云专卖店,0,3,100,风扇不错 噪音很小 安装方便 使用方便 电机好 颜色漂亮 睡眠风不错 底座很稳 远程遥控 造型美观 使用方便 颜色漂亮 安装方便 造型美观 远程遥控 底座很稳 扇网坚固 使用方便 颜色漂亮 远程遥控 噪音很小 电机好 底座很稳 风力很大 造型美观 质量不错 风扇不错,1536259927,落地扇,艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇,97,100,999,399,7片及以上
艾美特华安专卖店,0,2,20,风扇不错 风扇不错,10186872694,落地扇,艾美特（AIRMATE） 40厘米16吋电扇直流风扇FSW63DR/落地扇 遥控电风扇 白色,91,20,6890,689,7片及以上
盛世昌业专营店,0,2,20,质量不错 噪音很小 电机好 造型美观 风扇不错 安装方便 风扇不错,11285586802,落地扇,奥克斯（AUX）FS-40-A1613 电风扇/五扇叶落地扇,93,20,199,119,5片
艾美特旗舰店,0,0,10,风扇不错 底座很稳 使用方便,10501934867,转页扇,艾美特(Airmate)  升降转页扇/电风扇 电扇机械控制,100,10,2490,269,5片
奥克斯旗舰店,6,2,100,质量不错 风很柔和 噪音很小 使用方便 造型美观 颜色漂亮 风扇不错 安全节能 睡眠风不错 适合宝宝 质量不错 噪音很小 使用方便,10326872416,台扇，USB风扇，风扇伴侣,奥克斯（AUX）FO-18A7 USB接口风扇/台扇/夹扇/璧扇/电风扇,93,100,199,56,4片
格力小家电专营店,6,3,100,风扇不错 底座很稳 质量不错 风力很大 噪音很小 使用方便 风很柔和 造型美观 电机好 扇网坚固 底座很稳 质量不错 风力很大,1581558521,落地扇,格力/GREE FD-4012a-WG 家用风扇静音节能落地扇时尚灰白色电风扇,95,100,488,139,3片
格力伟宏专卖店,0,1,7,安装方便 适合宝宝 噪音很小 底座很稳 安全节能 安装方便 适合宝宝 噪音很小 底座很稳 安全节能,12594338216,落地扇，台扇,格力（GREE）FSZ-3008Bg七叶遥控落地扇/电风扇 直流变频家用办落地扇,86,6,729,498,7片及以上
奥克斯旗舰店,4,3,50,噪音很小 质量不错 扇网坚固 造型美观 风力很大 适合宝宝 扇网坚固 噪音很小 质量不错 适合宝宝 质量不错 噪音很小,11813919224,台扇，壁扇，风扇伴侣,奥克斯 AUX FO-18A1 台扇/夹扇/小风扇/学生扇/儿童扇/电风扇,88,50,199,69,3片
艾美特子云专卖店,0,1,7,造型美观 造型美观,10368147936,空气循环扇,艾美特(Airmate)集成吊顶遥控电风扇循环扇FB3568R嵌入式吸顶扇负离子空气循环 白色,86,6,1198,599,3片
跨境数码全球购旗舰店,0,0,20,质量不错 底座很稳 风力很大 造型美观 使用方便 风扇不错 遥控方便 睡眠风不错 远程遥控 适合宝宝 低音好 高音通透 好漂亮 很好看 很时尚 低音好 人声不错 解析好 很好看 很时尚 适合宝宝 底座很稳 质量不错 风扇不错 造型美观 风力很大 风很柔和 使用方便 安装方便 底座很稳 使用方便 远程遥控 风很柔和 安全节能 电机好 质量不错 造型美观 风力很大 遥控方便 广角送风 使用方便 质量不错 风力很大 噪音很小,1970701418,落地扇，转页扇,格力(GREE) 电风扇落地转页扇升降式鸿运扇五叶定时家用宿舍办公静音台式大风扇 白色,100,20,1221,258,5片
格力清力专卖店,0,1,10,不错的宝贝 物有所值 电机好 遥控方便 造型美观 颜色漂亮 颜色漂亮 风很柔和 颜色漂亮 底座很稳,11777868671,落地扇,格力(GREE)FD-4042Bg7-WG智能电风扇遥控落地扇7叶家用静音 白色,95,10,459,339,7片及以上
格力清力专卖店,1,1,70,电机好 风扇不错 安装方便 广角送风 物流给力 包装好 很好用 价格便宜 不错的宝贝 风力很大 遥控方便 电机好 广角送风,11324587115,落地扇,格力电风扇FD-4009B-WG家用静音遥控落地扇定时电扇办公宿舍节能风扇,98,60,289,198,3片
格力傲信专卖店,0,1,2,,11971685365,落地扇,格力电风扇 落地扇 充电不插电 直流变频 遥控7叶 台地扇 FSZ-3008Bbg7-WG,50,1,1499,999,7片及以上
美的护理旗舰店,0,0,10,造型美观 安全节能 质量不错,11167508237,落地扇,美的（Midea）FS40-13GR 电风扇/落地扇/智能家用电风扇/遥控风扇,100,10,699,249,5片
艾美特华安专卖店,5,2,70,安装方便 风扇不错 安全节能 质量不错 底座很稳 遥控方便 噪音很小 风力很大 广角送风 风很柔和 风扇不错 安全节能 质量不错 噪音很小 安装方便 安全节能 声音很小 风扇不错 遥控方便 造型美观 安装方便 质量不错 风力很大 风扇不错 质量不错 安装方便 扇网坚固,1629419922,落地扇,艾美特（AIRMATE)【拍下立减70】七片遥控落地扇/电风扇/电扇FS4086RI-W,90,60,2990,399,7片及以上
格力空调广州专卖店,0,2,10,适合宝宝 扇网坚固 使用方便 风很柔和,11383957414,落地扇,格力（GREE)FD-4012-WG 电风扇/家用落地扇/办公室静音电扇 黑色,89,10,189,169,3片
格力威铭专卖店,7,10,300,噪音很小 遥控方便 电机好 质量不错 广角送风 风力很大 风扇不错 底座很稳 远程遥控 扇网坚固 噪音很小 远程遥控 遥控方便 使用方便 风扇不错,10250881711,落地扇，风扇伴侣,格力(GREE)遥控落地扇家用静音电风扇定时3叶FD-4009B 黑,95,300,399,198,3片
奥克斯旗舰店,2,4,100,安装方便 风扇不错 风力很大 噪音很小 风很柔和 使用方便 造型美观 电机好 质量不错 遥控方便 风扇不错 底座很稳 安装方便 风扇不错 使用方便,10003565049,壁扇,奥克斯（AUX）FW-40-C1604 电风扇/四扇叶壁扇,95,100,219,129,4片
先锋华美瑞合专卖店,1,1,30,噪音很小 扇网坚固 风扇不错 安装方便 质量不错 安全节能 遥控方便 使用方便 底座很稳 造型美观 广角送风 风很柔和 底座很稳 遥控方便 风扇不错,12555674864,塔扇,先锋（Singfun）遥控塔扇/电风扇/落地扇塔式风扇家用无叶电扇 黑色DTS-HG2,94,30,599,249,无叶
美的护理旗舰店,0,2,30,噪音很小 质量不错 风扇不错 安装方便 造型美观 扇网坚固 风力很大 风扇不错 安装方便 扇网坚固 质量不错 风力很大 安装方便 风扇不错 噪音很小 质量不错 造型美观,11167857175,落地扇,美的（Midea）FS40-11L1 电风扇 家用台立式学生宿舍寝室办公室摇头静音落地扇,94,30,399,169,3片
格力大松聚星圆专卖店,0,0,20,质量不错 风扇不错 使用方便 质量不错,11628307322,落地扇,格力大松FD-4012落地电风扇家用电扇宿舍学生定时落地扇办公室电扇,100,20,169,169,3片
